Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-18,23.8,14.4,87,46,0,0
Alcúdia,2025-10-18,25.1,13.3,95,56,10.4,0.3
Algaida,2025-10-18,23.5,14.1,90,52,12.2,0
Andratx,2025-10-18,25.8,15.8,83,44,15.5,0
Ariany,2025-10-18,-,-,-,-,-,-
Artà,2025-10-18,25.4,11.1,100,56,16.7,0.2
Banyalbufar,2025-10-18,23.2,15,92,64,2.1,0
Binissalem,2025-10-18,26.9,11.4,98,40,8.2,0
Búger,2025-10-18,27.5,12.8,95,38,14,0
Bunyola,2025-10-18,25.6,13.4,95,33,12.6,0
Calvià,2025-10-18,25.9,15.3,89,45,14.3,10.67
Campanet,2025-10-18,-,-,-,-,-,-
Campos,2025-10-18,25.2,11.8,98,55,25.9,0
Capdepera,2025-10-18,24.4,16.1,89,56,13.4,0
Consell,2025-10-18,-,-,-,-,-,-
Costitx,2025-10-18,25.1,12.2,99,51,6.4,0
Deià,2025-10-18,22.9,16.9,78,56,10.8,0
Escorca,2025-10-18,19.7,6.4,98,58,13.7,0.3
Esporles,2025-10-18,23.4,13.2,96,57,10.8,0
Estellencs,2025-10-18,-,-,-,-,-,-
Felanitx,2025-10-18,22.8,15.7,83,56,22.5,0
Fornalutx,2025-10-18,22.5,14.9,83,57,15.8,0
Inca,2025-10-18,27.1,16,84,42,11.9,0
Lloret,2025-10-18,24.2,13.5,95,54,3.5,0
Lloseta,2025-10-18,24.1,14,91,47,19.4,0
Llubí,2025-10-18,25.8,11.8,97,46,6.1,0
Llucmajor,2025-10-18,24.5,13.6,93,51,12.6,0
Manacor,2025-10-18,24.6,12.2,97,52,14,0.2
Mancor,2025-10-18,-,-,-,-,-,-
Maria,2025-10-18,23.7,17.1,82,52,14.4,0
Marratxí,2025-10-18,28.7,15.7,84,35,19.3,0
Montuïri,2025-10-18,24.6,9.9,99,60,17.2,0.2
Muro,2025-10-18,25.2,14.8,93,55,0,0
Palma,2025-10-18,24.9,16,86,55,11.9,0
Petra,2025-10-18,25.7,11.8,97,44,10.8,0
Pollença,2025-10-18,23.1,15.1,67,36,19.3,0
Porreres,2025-10-18,24.8,13.7,93,49,13,0.2
Sa Pobla,2025-10-18,26.1,13.9,92,50,10.3,0
Puigpunyent,2025-10-18,23.7,11.9,91,50,14.8,0.2
Ses   Salines,2025-10-18,23.4,15.1,88,63,27.8,0
Sant   Joan,2025-10-18,23.3,14.4,71,32,9.7,0.25
Sant   Llorenç,2025-10-18,32.7,12.2,98,44,3.9,0
Sencelles,2025-10-18,24.6,12.7,94,39,20.9,0
Santa   Eugènia,2025-10-18,27.4,10.4,99,33,14.6,0
Santa   Margalida,2025-10-18,24.3,16.5,81,55,11.2,0
Santa   Maria,2025-10-18,-,-,-,-,-,-
Santanyi,2025-10-18,26.5,13.9,96,57,2.1,0
Selva,2025-10-18,-,-,-,-,-,-
Sineu,2025-10-18,26.1,12.4,99,52,7.2,0
Sóller,2025-10-18,22.7,15,84,60,13,0
Son   Servera,2025-10-18,,,,,,
Valldemossa,2025-10-18,21.3,13.5,88,54,18.5,0
Villafranca,2025-10-18,-,-,-,-,-,-
