Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-12,29.7,19.3,80,52,0,0
Alcúdia,2025-09-12,29.6,19.6,94,61,18.7,0.2
Algaida,2025-09-12,29.3,20.1,96,54,24.1,0.3
Andratx,2025-09-12,30.5,20.1,80,57,14.8,0
Ariany,2025-09-12,-,-,-,-,-,-
Artà,2025-09-12,30.1,18.4,100,65,24.1,0.2
Banyalbufar,2025-09-12,29,19.3,84,61,8.7,0
Binissalem,2025-09-12,32.2,17.6,97,50,10.1,0
Búger,2025-09-12,33.6,18.2,93,46,15,19.05
Bunyola,2025-09-12,30.9,18.5,90,50,15.4,0
Calvià,2025-09-12,28.6,19.4,89,51,19,0
Campanet,2025-09-12,-,-,-,-,-,-
Campos,2025-09-12,30.5,22.2,95,59,37,0
Capdepera,2025-09-12,27.9,23.1,94,70,18.7,0
Consell,2025-09-12,-,-,-,-,-,-
Costitx,2025-09-12,31,18.4,99,58,10.5,1.3
Deià,2025-09-12,29.3,21.9,73,37,13.7,0
Escorca,2025-09-12,25.2,11.1,96,65,14,0
Esporles,2025-09-12,29.2,16.9,92,65,16.6,0
Estellencs,2025-09-12,-,-,-,-,-,-
Felanitx,2025-09-12,28.7,20.6,94,65,31.5,0.25
Fornalutx,2025-09-12,29,20,72,47,16.9,0
Inca,2025-09-12,30.4,20.8,87,56,13.7,0
Lloret,2025-09-12,29.4,19.1,97,61,7.2,0
Lloseta,2025-09-12,29.9,18.9,92,54,24.8,0
Llubí,2025-09-12,31.9,18.6,95,51,9.7,8.89
Llucmajor,2025-09-12,29.1,20.7,97,61,20.5,0
Manacor,2025-09-12,28.8,21,97,60,21.2,0
Mancor,2025-09-12,-,-,-,-,-,-
Maria,2025-09-12,-,-,-,-,-,-
Marratxí,2025-09-12,31,19.7,90,51,22.2,0
Montuïri,2025-09-12,29.7,17.8,99,64,18.7,0
Muro,2025-09-12,31.4,20.1,97,58,0,10.9
Palma,2025-09-12,29.8,21.2,86,59,13,0
Petra,2025-09-12,31.3,19,97,52,15,0
Pollença,2025-09-12,28.1,20.9,71,46,24.1,0
Porreres,2025-09-12,29.2,19.7,95,55,19.8,0.3
Sa Pobla,2025-09-12,33.1,20.1,94,50,12.2,11.94
Puigpunyent,2025-09-12,29.6,16.3,86,59,18.5,0
Ses   Salines,2025-09-12,27.1,22.6,94,75,27.8,0
Sant   Joan,2025-09-12,28.6,20.3,68,9,13.7,0.25
Sant   Llorenç,2025-09-12,31.6,20.3,99,60,6.3,1.27
Sencelles,2025-09-12,29.3,19.2,91,58,22.5,0
Santa   Eugènia,2025-09-12,32.2,17.5,99,48,19,0
Santa   Margalida,2025-09-12,30.4,20.3,93,55,19.4,0.79
Santa   Maria,2025-09-12,-,-,-,-,-,-
Santanyi,2025-09-12,31.6,21.5,99,68,0.3,0
Selva,2025-09-12,30.4,20.5,89,45,10,0
Sineu,2025-09-12,30.8,18,99,64,9,5.31
Sóller,2025-09-12,25.5,18.5,77,64,8,0
Son   Servera,2025-09-12,,,,,,
Valldemossa,2025-09-12,26.8,18.4,87,56,22.5,0
Villafranca,2025-09-12,,,,,0,0
