Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-28,24.9,12.6,47.9,0,0
Alcúdia,2026-04-28,24.1,10.9,74.7,13.3,0
Algaida,2026-04-28,24.7,11.6,65.3,20.2,0
Andratx,2026-04-28,26.2,13.1,51.2,20.2,0
Ariany,2026-04-28,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-28,23.4,10.2,73.6,16.3,0
Banyalbufar,2026-04-28,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-28,28.3,10.1,64.7,14.3,0
Búger,2026-04-28,26,9.9,68.3,17.5,0
Bunyola,2026-04-28,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-28,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-28,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-28,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-28,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-28,22.7,13.7,81.2,14,0
Consell,2026-04-28,NaN,NaN,NaN,NaN,NaN
Costitx,2026-04-28,28,10.6,67.9,9.3,0
Deià,2026-04-28,22.9,14.5,65.2,16.2,0
Escorca,2026-04-28,21.4,5.3,64.6,15.5,0
Esporles,2026-04-28,26.1,10.2,63.9,18.7,0
Estellencs,2026-04-28,23.5,11.7,69,18.7,0
Felanitx,2026-04-28,24.6,12.3,71.9,27.7,0
Fornalutx,2026-04-28,22.7,13.2,61.3,20.1,0
Inca,2026-04-28,28.9,14,59,12.6,0
Lloret de Vistalegre,2026-04-28,24.5,11.1,69.2,4.7,0
Lloseta,2026-04-28,25.3,11.7,61.4,29.5,0.1
Llubí,2026-04-28,27.7,9.7,61.1,11.5,0
Llucmajor,2026-04-28,,,,23,0
Manacor,2026-04-28,24.1,11.4,73.2,16.6,0
Mancor,2026-04-28,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-28,23.9,12.8,69.4,20.5,0
Marratxí,2026-04-28,28.4,12.6,61.6,26.6,0
Montuïri,2026-04-28,25.1,6.9,72.4,31.4,0
Muro,2026-04-28,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-28,25.7,14.3,62.7,22.3,0
Petra,2026-04-28,25.9,9.5,64.2,16.9,0
Pollença,2026-04-28,21.4,12.2,52.6,17.7,0
Porreres,2026-04-28,26.1,11.8,62,16.2,0
Sa Pobla,2026-04-28,23.9,10.8,66.5,15.4,0
Puigpunyent,2026-04-28,25.1,13.7,50.7,17.9,0
Ses Salines,2026-04-28,24.8,11.7,69.6,11.2,0
Sant Joan,2026-04-28,23.5,12.7,52,20.1,0
Sant Llorenç des Cardassar,2026-04-28,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-28,26.9,10.5,64.1,13.7,0
Santa Eugènia,2026-04-28,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-28,25.9,13.3,65.1,16.9,0
Santa María del Camí,2026-04-28,26.7,11,58.4,25.6,0
Santanyí,2026-04-28,,,,10.5,0
Selva,2026-04-28,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-28,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-28,22.5,11.6,71.8,19.4,0
Son Servera,2026-04-28,21.6,12.7,75.6,14.8,0
Valldemossa,2026-04-28,21.4,13.6,54.9,27.4,0
Vilafranca de Bonany,2026-04-28,23.7,11.7,68.8,18.4,0
