Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-21,15.6,10,79.6,0,5.08
Alcúdia,2026-01-21,17,11.4,81.2,20.5,1.3
Algaida,2026-01-21,15.3,8.7,87.5,23,2.31
Andratx,2026-01-21,17,8.6,80.7,19.8,8.89
Ariany,2026-01-21,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-21,17,9.4,88.8,21.2,0
Banyalbufar,2026-01-21,,,,18,4.8
Binissalem,2026-01-21,17.4,9.4,84.6,10.1,3.81
Búger,2026-01-21,18.8,9.8,83.4,22.5,1.78
Bunyola,2026-01-21,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-21,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-21,19.2,8.4,81.6,18.3,8.13
Campanet,2026-01-21,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-21,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-21,15.8,11.5,83.8,21.9,0
Consell,2026-01-21,16.6,9.4,87.1,16.9,5.33
Costitx,2026-01-21,15.8,7.9,92.9,11.1,1.8
Deià,2026-01-21,14.1,9.9,79.4,22,6.3
Escorca,2026-01-21,10.3,3.4,93.8,6.8,7.11
Esporles,2026-01-21,16.6,7.1,90,17.7,4.57
Estellencs,2026-01-21,16.1,9.2,77.6,25.9,6.1
Felanitx,2026-01-21,17.1,9,88,21.1,0.25
Fornalutx,2026-01-21,14.9,7.9,84.2,15.1,3.81
Inca,2026-01-21,16.8,10.4,86.2,15.1,2.49
Lloret de Vistalegre,2026-01-21,16.8,8.6,89.6,5.5,0
Lloseta,2026-01-21,15.6,10,85.1,33.8,3.71
Llubí,2026-01-21,16.9,8.7,85.1,13.3,1.3
Llucmajor,2026-01-21,16.3,9.5,89,20.2,1.3
Manacor,2026-01-21,16.9,9.8,82.9,17.3,0
Mancor,2026-01-21,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-21,16,10.2,84.5,16.2,0
Marratxí,2026-01-21,18.5,10,82.5,22.5,2.79
Montuïri,2026-01-21,16.5,7.5,92.3,16.3,1.3
Muro,2026-01-21,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-21,16.4,10,86,17.3,5.11
Petra,2026-01-21,17.1,7.8,84.4,14.6,13.46
Pollença,2026-01-21,14.7,10.3,66.3,17.7,1.52
Porreres,2026-01-21,16.1,8.8,85.8,16.9,1.3
Sa Pobla,2026-01-21,17.6,11,81.7,16.9,1.5
Puigpunyent,2026-01-21,14.9,8.5,87.9,20.1,8.38
Ses Salines,2026-01-21,17,8.9,85.6,9,0.3
Sant Joan,2026-01-21,16.1,9.3,60.4,15.4,0.51
Sant Llorenç des Cardassar,2026-01-21,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-21,17.4,9.4,88,17.7,2.29
Santa Eugènia,2026-01-21,17.5,8.1,90.8,16.6,2.79
Santa Margalida,2026-01-21,16.7,10.4,83.3,20.2,0.3
Santa María del Camí,2026-01-21,16.2,9.3,81.9,24.5,3.81
Santanyí,2026-01-21,18.1,9.7,90.9,7.6,0
Selva,2026-01-21,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-21,16.2,7.6,95,17.7,1.09
Sóller,2026-01-21,17.2,7.5,82.7,22,3.81
Son Servera,2026-01-21,16,11.1,80.8,21.6,0
Valldemossa,2026-01-21,13.2,8.1,85.4,34.2,1.5
Vilafranca de Bonany,2026-01-21,16.3,10.5,86.1,22,0
