Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-06,22.8,9.9,47.1,0,0
Alcúdia,2026-04-06,21.2,7.6,72.5,9,0
Algaida,2026-04-06,22.2,10.1,53.7,19.1,0
Andratx,2026-04-06,24.6,9.9,49.3,15.1,0
Ariany,2026-04-06,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-06,21.3,6.5,67.4,21.2,0
Banyalbufar,2026-04-06,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-06,24.4,5.8,63.4,13.7,0
Búger,2026-04-06,25.4,5.3,65,15.4,0
Bunyola,2026-04-06,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-06,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-06,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-06,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-06,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-06,20.2,10.6,67,14.8,0
Consell,2026-04-06,23.3,5.8,63.8,16.9,0
Costitx,2026-04-06,24.3,6.6,66,9.3,0
Deià,2026-04-06,22.9,13.2,49.4,8.6,0
Escorca,2026-04-06,18.7,1.9,64.5,12.2,0
Esporles,2026-04-06,24.4,7.7,65,19.8,0
Estellencs,2026-04-06,20.9,9.3,67.5,11.2,0
Felanitx,2026-04-06,20.8,9.8,60.8,19.8,0
Fornalutx,2026-04-06,21.5,11.1,52.9,12.2,0
Inca,2026-04-06,25.4,10.7,56.6,16.3,0
Lloret de Vistalegre,2026-04-06,22.1,10.1,62.1,5.5,0
Lloseta,2026-04-06,23.4,8.2,58.8,21.2,0
Llubí,2026-04-06,25.1,5.9,59.9,9.4,0
Llucmajor,2026-04-06,,,,19.4,0
Manacor,2026-04-06,21.8,8,67.9,19.4,0
Mancor,2026-04-06,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-06,21.4,11.3,57.8,17.6,0
Marratxí,2026-04-06,26,11,49.7,16.4,0
Montuïri,2026-04-06,21.5,3.3,74.7,28.8,0
Muro,2026-04-06,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-06,23.9,10.6,58.1,11.2,0
Petra,2026-04-06,23.5,6.7,61.5,15.8,0
Pollença,2026-04-06,19.7,9.5,52,19.3,0
Porreres,2026-04-06,23.8,9,56.2,9.7,0
Sa Pobla,2026-04-06,23.1,7.1,63,14.3,0
Puigpunyent,2026-04-06,22.7,12.7,43,15.4,0
Ses Salines,2026-04-06,22,7.6,69.3,9.7,0
Sant Joan,2026-04-06,21.5,8.8,60,12.6,0
Sant Llorenç des Cardassar,2026-04-06,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-06,24.5,6.6,62.3,15.1,0
Santa Eugènia,2026-04-06,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-06,23.8,9.8,57,14.4,0
Santa María del Camí,2026-04-06,23,8.2,57.8,18.7,0
Santanyí,2026-04-06,,,,9.3,0
Selva,2026-04-06,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-06,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-06,21.9,8.8,64,18.7,0
Son Servera,2026-04-06,18.5,10,66.8,13.3,0
Valldemossa,2026-04-06,21.8,11.8,44.9,15.5,0
Vilafranca de Bonany,2026-04-06,21.8,10.4,59.5,16.9,0
