Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-04,-,-,-,-,-,-
Alcúdia,2025-07-04,32.2,22.9,88,56,13,0
Algaida,2025-07-04,33.9,23.1,84,41,19.8,0
Andratx,2025-07-04,34.3,25.1,77,37,12.6,0
Ariany,2025-07-04,-,-,-,-,-,-
Artà,2025-07-04,33.7,20.5,90,49,27.8,0
Banyalbufar,2025-07-04,31.9,23.6,87,53,8.2,0
Binissalem,2025-07-04,37.3,21.2,89,44,14,0
Búger,2025-07-04,34.9,21.1,89,41,26.2,0
Bunyola,2025-07-04,36.7,22.8,81,36,16.3,0
Calvià,2025-07-04,33.9,23.2,81,36,17.5,0
Campanet,2025-07-04,-,-,-,-,-,-
Campos,2025-07-04,36.9,22.7,88,41,43.5,0
Capdepera,2025-07-04,33.3,23.7,89,46,15.1,0
Consell,2025-07-04,-,-,-,-,-,-
Costitx,2025-07-04,36.5,21.5,98,42,11.9,0
Deià,2025-07-04,33.3,24.6,75,35,13,0
Escorca,2025-07-04,30.6,16,86,49,14.8,0
Esporles,2025-07-04,34.8,22.7,91,45,15.1,0
Estellencs,2025-07-04,-,-,-,-,-,-
Felanitx,2025-07-04,31.3,23,90,49,37,0
Fornalutx,2025-07-04,34,23.5,76,39,15.4,0
Inca,2025-07-04,37.8,24.9,84,42,11.9,0
Lloret,2025-07-04,34.8,21.7,94,48,5,0
Lloseta,2025-07-04,33.9,22.1,87,46,23.8,0
Llubí,2025-07-04,35.3,22.1,89,41,11.9,0
Llucmajor,2025-07-04,34.6,23.5,83,43,19.4,0
Manacor,2025-07-04,37.2,21.9,94,40,16.2,0
Mancor,2025-07-04,-,-,-,-,-,-
Maria,2025-07-04,32.4,22.7,94,50,20.2,0
Marratxí,2025-07-04,37.6,23.9,85,31,16.1,0
Montuïri,2025-07-04,34.2,20.3,95,50,23.3,0
Muro,2025-07-04,32.7,23.5,92,52,0,0
Palma,2025-07-04,34.7,26.2,79,45,10.8,0
Petra,2025-07-04,36.6,21.7,93,36,15.4,0
Pollença,2025-07-04,30.7,23.9,65,38,27.8,0
Porreres,2025-07-04,35.7,22.9,83,38,19.8,0
Sa Pobla,2025-07-04,35.8,23.3,83,42,12.9,0
Puigpunyent,2025-07-04,35.3,21.3,79,38,19.3,0
Ses   Salines,2025-07-04,32.3,23.6,91,57,37,0
Sant   Joan,2025-07-04,33.1,22.6,68,35,15.9,0
Sant   Llorenç,2025-07-04,36.7,23.1,83,41,8.5,0
Sencelles,2025-07-04,34.4,22.6,88,44,25.9,0
Santa   Eugènia,2025-07-04,40,20.2,92,34,16.3,0
Santa   Margalida,2025-07-04,33.3,23.2,89,46,19.4,0
Santa   Maria,2025-07-04,-,-,-,-,-,-
Santanyi,2025-07-04,33.6,22.8,94,53,13.7,0
Selva,2025-07-04,34,23.6,87,39,11.1,0
Sineu,2025-07-04,35.1,21.3,99,49,11.1,0
Sóller,2025-07-04,33.8,23.5,76,37,24.1,0
Son   Servera,2025-07-04,,,,,,
Valldemossa,2025-07-04,31.4,22.3,84,44,22.5,0
Villafranca,2025-07-04,,,,,17.2,0
