Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-07,15.3,11.3,59.5,0,0
Alcúdia,2026-02-07,16.4,10.7,64.9,30.2,0
Algaida,2026-02-07,14.4,10.3,73.2,34.9,0.51
Andratx,2026-02-07,15.5,12.1,67.9,24.5,0
Ariany,2026-02-07,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-07,16.2,10.1,74.6,34.3,0
Banyalbufar,2026-02-07,,,,18.7,0
Binissalem,2026-02-07,16.1,9.4,70.5,14.3,0.25
Búger,2026-02-07,16.6,9.6,66.8,25.9,0
Bunyola,2026-02-07,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-07,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-07,1.5,1.5,15,18.3,0
Campanet,2026-02-07,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-07,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-07,17.1,11.2,68.2,23,0
Consell,2026-02-07,15.9,8.9,72.8,25.9,0.51
Costitx,2026-02-07,15.6,8.8,80.6,16.9,0.51
Deià,2026-02-07,14.2,11.5,69.2,27.7,0
Escorca,2026-02-07,7.5,5.2,89.2,14.8,0.3
Esporles,2026-02-07,14.4,9.9,77.6,26.7,0.25
Estellencs,2026-02-07,14.4,12.2,67,24.5,0
Felanitx,2026-02-07,16.3,10.8,74.9,26.6,0
Fornalutx,2026-02-07,13.9,9,75.9,18.7,0
Inca,2026-02-07,17.9,10.5,67.1,19.8,0
Lloret de Vistalegre,2026-02-07,16.5,9.7,77.4,7.2,0
Lloseta,2026-02-07,15.4,8.5,68.5,42.8,0.1
Llubí,2026-02-07,16.9,10,67.3,23,0
Llucmajor,2026-02-07,14.9,10.6,78.1,34.6,0.3
Manacor,2026-02-07,16.5,10.4,70.1,30.2,0
Mancor,2026-02-07,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-07,16.5,9.7,70.4,22,0
Marratxí,2026-02-07,16.7,9.9,68.5,24.5,0
Montuïri,2026-02-07,15.5,9.4,79.7,46.5,0.51
Muro,2026-02-07,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-07,17.1,12.1,70.6,15.5,0
Petra,2026-02-07,16.4,10.4,70.2,22.2,0
Pollença,2026-02-07,14.7,10.1,50.8,30.6,0
Porreres,2026-02-07,15.4,10.9,72.2,23.4,0.2
Sa Pobla,2026-02-07,18,10.3,64.8,21.6,0
Puigpunyent,2026-02-07,13.6,9,78.3,21.6,0
Ses Salines,2026-02-07,16,11.7,73.1,14,0
Sant Joan,2026-02-07,15.4,10.5,69.6,22.7,0
Sant Llorenç des Cardassar,2026-02-07,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-07,16.3,10,73.6,21.9,0.51
Santa Eugènia,2026-02-07,16.9,9,72.5,18.2,0.25
Santa Margalida,2026-02-07,16.8,10.7,68.2,27.7,0
Santa María del Camí,2026-02-07,14.6,9.1,68.9,37.8,0
Santanyí,2026-02-07,16.3,11.4,77.8,10.5,0
Selva,2026-02-07,NaN,NaN,NaN,NaN,NaN
Sineu,2026-02-07,16.2,9,83.4,28,0
Sóller,2026-02-07,15.3,10.6,67.4,31.7,0
Son Servera,2026-02-07,16.9,10.8,65.9,23.4,0
Valldemossa,2026-02-07,11.7,8.9,77.5,33.8,0
Vilafranca de Bonany,2026-02-07,16.1,9.2,74.9,29.2,0.2
