Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-08,NaN,NaN,NaN,NaN,NaN
Alcúdia,2026-01-08,17.1,5.9,69.7,30.6,0
Algaida,2026-01-08,13.8,7.7,76,34.6,0
Andratx,2026-01-08,14.8,10.2,70.2,20.5,0
Ariany,2026-01-08,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-08,16.4,4.5,76.2,31.7,0
Banyalbufar,2026-01-08,,,,18.3,0
Binissalem,2026-01-08,17.6,4.9,72.6,14,0
Búger,2026-01-08,17.2,2,77.5,25.1,0
Bunyola,2026-01-08,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-08,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-08,17.4,10.4,70.6,20.4,0
Campanet,2026-01-08,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-08,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-08,17.2,7.6,69.1,23.8,0
Consell,2026-01-08,16.8,4.7,73.8,21.2,0
Costitx,2026-01-08,15.4,6.4,82,15.4,0
Deià,2026-01-08,16.1,8.7,65.1,25.6,0
Escorca,2026-01-08,9,4.6,83.6,20.9,0
Esporles,2026-01-08,16.5,9.9,71.6,33.5,0
Estellencs,2026-01-08,15.6,8.8,65.6,20.5,0
Felanitx,2026-01-08,15.6,7.7,78.5,20.1,0
Fornalutx,2026-01-08,14.7,6.6,76.4,13.7,0
Inca,2026-01-08,17.3,7.5,70.5,17.2,0
Lloret de Vistalegre,2026-01-08,16.3,7.1,80,8.2,0
Lloseta,2026-01-08,16.7,7,68.6,49,0
Llubí,2026-01-08,16.8,6.3,72.2,19.1,0
Llucmajor,2026-01-08,14.4,6.7,81.6,30.2,0
Manacor,2026-01-08,15.6,4.5,75.3,30.2,0
Mancor,2026-01-08,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-08,15.9,6.7,76.2,27.4,0
Marratxí,2026-01-08,16.8,7.9,70.6,23,0
Montuïri,2026-01-08,15.1,8.4,81.8,39.9,0
Muro,2026-01-08,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-08,15.9,8.9,73.9,14.8,0
Petra,2026-01-08,16.1,6.3,72.6,22.2,0
Pollença,2026-01-08,16.9,8.9,49,27.4,0
Porreres,2026-01-08,15,8.4,73.9,26.6,0
Sa Pobla,2026-01-08,17.1,5,72.2,24.1,0
Puigpunyent,2026-01-08,14.5,8.5,77,23,0
Ses Salines,2026-01-08,15.9,8.5,75.8,11.9,0
Sant Joan,2026-01-08,15.4,7.6,72.5,20.6,0
Sant Llorenç des Cardassar,2026-01-08,13.2,1.1,90,199.7,0
Sencelles,2026-01-08,16.3,6.9,76.8,18.3,0
Santa Eugènia,2026-01-08,17.1,8.9,72.8,23.5,0
Santa Margalida,2026-01-08,16.6,6.4,72.3,24.5,0
Santa María del Camí,2026-01-08,16.6,5.4,67.4,35.3,0
Santanyí,2026-01-08,16.4,5,82.4,10.5,0
Selva,2026-01-08,17.5,5,65.7,23,0
Sineu,2026-01-08,16.3,5.9,84.9,23.8,0
Sóller,2026-01-08,17.4,6.2,69.8,24.8,0
Son Servera,2026-01-08,16.3,8.1,68.4,26.3,0
Valldemossa,2026-01-08,12.9,7.9,71.8,22.7,0
Vilafranca de Bonany,2026-01-08,15.7,7.3,76.8,27.4,0
