Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-17,32.7,20.9,76,38,0,0
Alcúdia,2025-06-17,30.5,20.5,86,45,13.7,0
Algaida,2025-06-17,32.3,21.1,93,37,23.4,0
Andratx,2025-06-17,32.3,22.5,85,41,10.4,0
Ariany,2025-06-17,-,-,-,-,-,-
Artà,2025-06-17,31.6,17.2,96,43,19.3,0
Banyalbufar,2025-06-17,28.8,20.9,83,69,6.4,0
Binissalem,2025-06-17,35.6,19.6,94,36,12.2,0
Búger,2025-06-17,32.3,18.5,91,42,18.7,0
Bunyola,2025-06-17,34.4,20.4,93,35,14.3,2.03
Calvià,2025-06-17,29.8,21,91,46,17.9,0
Campanet,2025-06-17,-,-,-,-,-,-
Campos,2025-06-17,33.9,33.9,47,47,9.3,0
Capdepera,2025-06-17,30.6,21.4,87,37,11.9,0
Consell,2025-06-17,17.2,17.2,51,51,3.9,0
Costitx,2025-06-17,35.8,19.4,98,35,13,0
Deià,2025-06-17,29.9,22.3,78,51,9.4,0
Escorca,2025-06-17,29.2,14.8,89,35,13.3,0
Esporles,2025-06-17,33,20.1,89,52,16.9,0
Estellencs,2025-06-17,29.5,21.2,76,55,18.5,0
Felanitx,2025-06-17,30.3,19.3,86,44,24.1,0
Fornalutx,2025-06-17,30.1,21,78,45,16.9,0
Inca,2025-06-17,35.7,21.7,87,39,16.6,0
Lloret,2025-06-17,35.5,19.3,94,37,5.5,0
Lloseta,2025-06-17,32.7,19.3,91,39,30.6,0
Llubí,2025-06-17,33.6,19.9,88,39,12.6,0
Llucmajor,2025-06-17,32.4,21.1,92,40,22.3,0
Manacor,2025-06-17,31.6,19.2,95,41,15.5,0
Mancor,2025-06-17,-,-,-,-,-,-
Maria,2025-06-17,31.2,20.2,95,46,18.7,0
Marratxí,2025-06-17,33.2,21.3,89,39,17.2,0
Montuïri,2025-06-17,33.9,17.8,96,41,11.9,0
Muro,2025-06-17,30.7,21,91,48,0,0
Palma,2025-06-17,31.4,23.5,88,44,13.3,0
Petra,2025-06-17,34.6,19.6,93,32,15,0
Pollença,2025-06-17,28.4,20.3,66,38,25.9,0
Porreres,2025-06-17,33.5,20.4,85,35,18,0
Sa Pobla,2025-06-17,34.5,21.2,83,38,12.2,0
Puigpunyent,2025-06-17,33,19.3,87,45,16.7,0
Ses   Salines,2025-06-17,30.3,20.8,90,50,25.9,0
Sant   Joan,2025-06-17,32.5,20.6,69,40,17.7,0
Sant   Llorenç,2025-06-17,33.8,19.4,90,39,0,0
Sencelles,2025-06-17,33,20.2,90,40,27.8,0
Santa   Eugènia,2025-06-17,35.8,18.6,93,33,20.3,0
Santa   Margalida,2025-06-17,31.3,21.1,88,44,18,0
Santa   Maria,2025-06-17,-,-,-,-,-,-
Santanyi,2025-06-17,32.6,20.3,95,46,1.8,0
Selva,2025-06-17,32.7,20.1,86,38,12.6,0
Sineu,2025-06-17,34.4,19.5,99,47,11.1,0
Sóller,2025-06-17,30.1,21.6,85,52,18.5,0
Son   Servera,2025-06-17,29.6,22,87,39,16.9,0
Valldemossa,2025-06-17,29.4,19.9,86,47,20.9,0
Villafranca,2025-06-17,,,,,17.2,0
