Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-17,31.3,20.8,84,49,0,0
Alcúdia,2025-09-17,30.4,20.9,94,59,10.8,0
Algaida,2025-09-17,31,21.1,94,46,18,0
Andratx,2025-09-17,31.1,22.4,89,54,15.1,0
Ariany,2025-09-17,-,-,-,-,-,-
Artà,2025-09-17,31.8,18.8,100,52,22.5,0
Banyalbufar,2025-09-17,28.9,20.2,98,73,6.1,0
Binissalem,2025-09-17,33.7,19.1,96,51,11.1,0
Búger,2025-09-17,32.4,19.7,95,51,20.1,0
Bunyola,2025-09-17,32.8,19.9,95,51,14.3,0
Calvià,2025-09-17,29.9,20.5,94,60,16.4,0
Campanet,2025-09-17,-,-,-,-,-,-
Campos,2025-09-17,32.4,20.5,95,56,32.2,0
Capdepera,2025-09-17,29.7,22,93,61,13.4,0
Consell,2025-09-17,-,-,-,-,-,-
Costitx,2025-09-17,33.3,19.8,99,50,8.7,0
Deià,2025-09-17,29.8,22,87,59,9,0
Escorca,2025-09-17,27.8,13.8,97,37,14.4,0
Esporles,2025-09-17,28.8,20.7,97,64,15.8,0.51
Estellencs,2025-09-17,-,-,-,-,-,-
Felanitx,2025-09-17,29.2,21.1,93,67,22.5,0
Fornalutx,2025-09-17,28.5,20.7,89,59,12.2,0
Inca,2025-09-17,33.6,21.4,92,51,10.5,0
Lloret,2025-09-17,32.2,19.8,97,52,5.8,0
Lloseta,2025-09-17,31.3,19.4,96,52,19.1,0
Llubí,2025-09-17,33.1,19.7,95,51,10.4,0
Llucmajor,2025-09-17,31.9,20.7,95,50,18.7,0
Manacor,2025-09-17,30.4,19.9,98,61,15.5,0
Mancor,2025-09-17,-,-,-,-,-,-
Maria,2025-09-17,-,-,-,-,-,-
Marratxí,2025-09-17,33.2,21.4,93,50,20.1,0
Montuïri,2025-09-17,32,18.5,99,58,16.3,0
Muro,2025-09-17,29.9,20.6,98,67,0,0
Palma,2025-09-17,30.7,23,89,68,13.7,0
Petra,2025-09-17,32.4,19.8,96,47,13.7,0
Pollença,2025-09-17,28.3,21.1,70,49,31.5,0
Porreres,2025-09-17,32.4,20.1,93,48,17.3,0
Sa Pobla,2025-09-17,33,21.5,92,54,12.2,0
Puigpunyent,2025-09-17,30.8,19.8,91,61,11.3,0.2
Ses   Salines,2025-09-17,28.9,21.3,94,71,27.8,0
Sant   Joan,2025-09-17,30.6,20.5,68,16,11.4,0.25
Sant   Llorenç,2025-09-17,33.1,20.2,96,50,6.3,0
Sencelles,2025-09-17,31.7,20.4,94,54,22.5,0
Santa   Eugènia,2025-09-17,35.2,19.2,99,42,19.3,0
Santa   Margalida,2025-09-17,30.4,21.5,92,57,14.8,0
Santa   Maria,2025-09-17,-,-,-,-,-,-
Santanyi,2025-09-17,33,20.9,99,62,1.1,0
Selva,2025-09-17,31.3,20.5,91,48,8.2,0
Sineu,2025-09-17,31.7,19.6,99,63,9.7,0
Sóller,2025-09-17,28.3,21.4,90,61,13,0
Son   Servera,2025-09-17,,,,,,
Valldemossa,2025-09-17,26.5,19.9,92,68,20.9,0
Villafranca,2025-09-17,,,,,0,0
