Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-18,34.9,22.8,60,26,0,0
Alcúdia,2025-07-18,36.2,23.1,88,28,20.5,0
Algaida,2025-07-18,35.3,23.2,88,24,22,0
Andratx,2025-07-18,35.1,24.8,73,28,15.5,0
Ariany,2025-07-18,-,-,-,-,-,-
Artà,2025-07-18,37.3,19.3,91,36,31.5,0
Banyalbufar,2025-07-18,33.2,23.8,79,24,15.1,0
Binissalem,2025-07-18,37.6,20.4,88,26,8.2,0
Búger,2025-07-18,39.7,21.5,87,20,22.2,0
Bunyola,2025-07-18,35.9,21.6,76,22,17.7,0
Calvià,2025-07-18,33.8,22.4,80,29,17.5,0
Campanet,2025-07-18,-,-,-,-,-,-
Campos,2025-07-18,34.6,21.4,91,43,37,0
Capdepera,2025-07-18,33.5,24.4,84,39,26.2,0
Consell,2025-07-18,-,-,-,-,-,-
Costitx,2025-07-18,38,21,98,28,12.6,0
Deià,2025-07-18,34.5,25.5,74,17,17.6,0
Escorca,2025-07-18,33,15.8,70,24,13.7,0
Esporles,2025-07-18,35.2,20.5,83,36,17.2,0
Estellencs,2025-07-18,-,-,-,-,-,-
Felanitx,2025-07-18,34.1,22.2,89,33,29.6,0
Fornalutx,2025-07-18,35.7,24.5,62,26,14.3,0
Inca,2025-07-18,36.6,23.9,83,28,22.7,0
Lloret,2025-07-18,36.6,21.7,93,25,7.2,0
Lloseta,2025-07-18,34.8,21.8,82,26,36.4,0
Llubí,2025-07-18,37.7,22.2,90,26,15.1,0
Llucmajor,2025-07-18,34.7,22.6,93,30,18.7,0
Manacor,2025-07-18,37.1,21.4,94,27,20.5,0
Mancor,2025-07-18,-,-,-,-,-,-
Maria,2025-07-18,-,-,-,-,-,-
Marratxí,2025-07-18,34.5,23,93,27,16.1,0
Montuïri,2025-07-18,36.7,19.4,95,27,13.7,0
Muro,2025-07-18,37.6,23.9,92,31,0,0
Palma,2025-07-18,32.6,24.9,86,61,12.6,0
Petra,2025-07-18,37.6,22,91,21,15.4,0
Pollença,2025-07-18,35.7,22.3,59,12,35.4,0
Porreres,2025-07-18,35.3,22.3,87,24,18.4,0
Sa Pobla,2025-07-18,38.8,23.5,84,21,15.4,0
Puigpunyent,2025-07-18,35.7,20,78,29,16.7,0
Ses   Salines,2025-07-18,32.6,22.7,92,52,27.8,0
Sant   Joan,2025-07-18,35.1,22.2,68,27,16.1,0
Sant   Llorenç,2025-07-18,37.8,21.9,86,36,7.1,0
Sencelles,2025-07-18,34.4,22.5,92,32,27.8,0
Santa   Eugènia,2025-07-18,37.7,19.9,94,25,17.1,0
Santa   Margalida,2025-07-18,38,23.1,87,26,17.6,0
Santa   Maria,2025-07-18,-,-,-,-,-,-
Santanyi,2025-07-18,34.7,22,96,64,2.1,0
Selva,2025-07-18,35.7,23,77,22,8.9,0
Sineu,2025-07-18,38.5,22.4,96,29,15.4,0
Sóller,2025-07-18,36.8,23.6,77,17,44.4,0
Son   Servera,2025-07-18,,,,,,
Valldemossa,2025-07-18,32.8,22.7,76,23,24.1,0
Villafranca,2025-07-18,,,,,0,0
