Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-04,15.7,9.8,72,50,0,2.79
Alcúdia,2025-12-04,17.1,8.6,88,47,38.5,0.3
Algaida,2025-12-04,14.8,9.3,89,56,33.1,0.3
Andratx,2025-12-04,16,10.2,81,50,23,0.51
Ariany,2025-12-04,-,-,-,-,-,-
Artà,2025-12-04,-,-,-,-,-,-
Banyalbufar,2025-12-04,14.7,11.9,90,60,16.3,0.3
Binissalem,2025-12-04,16.2,7.2,93,53,18.3,3.81
Búger,2025-12-04,16.5,6.5,94,52,23,3.56
Bunyola,2025-12-04,16.3,7.7,87,50,39.6,0.51
Calvià,2025-12-04,17.7,9.2,86,46,21.6,0
Campanet,2025-12-04,-,-,-,-,-,-
Campos,2025-12-04,-,-,-,-,-,-
Capdepera,2025-12-04,15.9,10.5,85,54,25.9,0
Consell,2025-12-04,-,-,-,-,-,-
Costitx,2025-12-04,15.4,7.2,99,64,18.3,3.3
Deià,2025-12-04,14.2,11.1,79,49,23.8,0
Escorca,2025-12-04,8.4,5.4,97,75,31.7,0.79
Esporles,2025-12-04,15.1,8.2,88,63,26.2,0.25
Estellencs,2025-12-04,-,-,-,-,-,-
Felanitx,2025-12-04,-,-,-,-,-,-
Fornalutx,2025-12-04,13.2,8.4,88,62,11.9,0
Inca,2025-12-04,17.3,10.6,90,50,18.7,3.1
Lloret,2025-12-04,16.5,8.3,96,59,11.1,0
Lloseta,2025-12-04,15.4,8.8,92,52,45.7,2.79
Llubí,2025-12-04,16.5,7.7,88,51,17.6,0.99
Llucmajor,2025-12-04,15.7,8.6,94,59,30.6,2.49
Manacor,2025-12-04,16.1,6.5,90,55,20.5,0.51
Mancor,2025-12-04,-,-,-,-,-,-
Maria,2025-12-04,15.8,8.1,98,60,16.6,0
Marratxí,2025-12-04,16.4,10,89,51,19.3,0
Montuïri,2025-12-04,15.2,5.3,95,66,21.2,0.79
Muro,2025-12-04,16.2,9.3,96,57,0,2.31
Palma,2025-12-04,17.2,11.5,89,54,23,3.1
Petra,2025-12-04,16.4,7.6,91,54,18.7,1.02
Pollença,2025-12-04,14.7,11.1,57,42,37,0
Porreres,2025-12-04,15.7,10.2,85,53,26.3,0
Sa Pobla,2025-12-04,-,-,-,-,-,-
Puigpunyent,2025-12-04,-,-,-,-,-,-
Ses   Salines,2025-12-04,-,-,-,-,-,-
Sant   Joan,2025-12-04,15.4,8.9,74,47,20.3,1.27
Sant   Llorenç,2025-12-04,15.8,4.7,92,55,8,0.25
Sencelles,2025-12-04,-,-,-,-,-,-
Santa   Eugènia,2025-12-04,17.3,8.7,91,51,20.1,0
Santa   Margalida,2025-12-04,15.9,9.1,91,54,24.8,2.59
Santa   Maria,2025-12-04,-,-,-,-,-,-
Santanyi,2025-12-04,16.9,7.2,98,63,0,3.81
Selva,2025-12-04,16.7,10,91,48,17.2,6.6
Sineu,2025-12-04,15.8,8.7,99,67,17.2,1.3
Sóller,2025-12-04,-,-,-,-,-,-
Son   Servera,2025-12-04,-,-,-,-,-,-
Valldemossa,2025-12-04,-,-,-,-,-,-
Villafranca,2025-12-04,,,,,0,0.51
