Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-04,-,-,-,-,-,-
Alcúdia,2025-08-04,30.9,19.4,84,41,12.6,0
Algaida,2025-08-04,31.2,19.9,80,36,21.2,0
Andratx,2025-08-04,31.6,20.4,78,37,14.4,0
Ariany,2025-08-04,-,-,-,-,-,-
Artà,2025-08-04,32.2,16.4,94,31,24.1,0
Banyalbufar,2025-08-04,29.1,20.6,89,62,7.6,0
Binissalem,2025-08-04,34.9,16.2,88,30,9.3,0
Búger,2025-08-04,32.5,16.1,90,39,28.6,0
Bunyola,2025-08-04,34.3,18.8,80,27,15.8,0
Calvià,2025-08-04,30.3,18,85,29,22.5,0
Campanet,2025-08-04,-,-,-,-,-,-
Campos,2025-08-04,32,18.3,87,41,38.9,0
Capdepera,2025-08-04,30.9,21.3,78,36,16.3,0
Consell,2025-08-04,-,-,-,-,-,-
Costitx,2025-08-04,35,17.4,94,34,15.1,0
Deià,2025-08-04,29.6,21.8,77,51,11.9,0
Escorca,2025-08-04,27.6,12.3,92,38,8.6,0
Esporles,2025-08-04,30.7,19,90,56,18.3,0
Estellencs,2025-08-04,-,-,-,-,-,-
Felanitx,2025-08-04,30.2,18.4,83,42,27.8,0
Fornalutx,2025-08-04,28.6,20.3,85,54,18,0
Inca,2025-08-04,34.4,20.7,74,38,14.8,0
Lloret,2025-08-04,33,18.7,87,38,5.8,0.2
Lloseta,2025-08-04,32.1,18.2,81,34,29.9,0
Llubí,2025-08-04,33.8,18.2,83,32,12.2,0
Llucmajor,2025-08-04,31.1,19.2,85,38,18,0
Manacor,2025-08-04,32.2,17.7,87,31,20.5,0
Mancor,2025-08-04,-,-,-,-,-,-
Maria,2025-08-04,-,-,-,-,-,-
Marratxí,2025-08-04,32.5,20,81,30,17.5,0
Montuïri,2025-08-04,32,15.3,96,43,14.3,0
Muro,2025-08-04,30.6,20.3,83,45,0,0
Palma,2025-08-04,32,22.4,75,42,11.2,0
Petra,2025-08-04,21.1,18.4,86,76,4.2,0
Pollença,2025-08-04,28.1,20.3,61,39,25.9,0
Porreres,2025-08-04,31.7,18.8,81,36,20.5,0
Sa Pobla,2025-08-04,33.6,19.5,81,37,10.8,0
Puigpunyent,2025-08-04,-,-,-,-,-,-
Ses   Salines,2025-08-04,29.5,19.6,84,49,27.8,0
Sant   Joan,2025-08-04,30.7,19.3,70,43,13.8,0
Sant   Llorenç,2025-08-04,33.9,18.6,87,32,6.3,0
Sencelles,2025-08-04,32.4,19.1,83,38,29.6,0
Santa   Eugènia,2025-08-04,35.6,15.5,92,31,21.1,0
Santa   Margalida,2025-08-04,31.4,20.6,77,38,16.9,0
Santa   Maria,2025-08-04,-,-,-,-,-,-
Santanyi,2025-08-04,32.8,18.9,88,49,4,0
Selva,2025-08-04,32.6,19.6,78,31,11.4,0
Sineu,2025-08-04,34.2,17.7,95,39,10.5,0
Sóller,2025-08-04,29.3,20.7,82,53,20.9,0
Son   Servera,2025-08-04,,,,,,
Valldemossa,2025-08-04,27.6,18.8,84,50,20.9,0
Villafranca,2025-08-04,,,,,0,0
