Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-31,12.4,7.5,64.4,0,13.72
Alcúdia,2026-01-31,14.3,9.1,65.8,64.4,4.6
Algaida,2026-01-31,12.6,7.2,73.5,61.2,9.7
Andratx,2026-01-31,14.5,10,65.3,45.4,14
Ariany,2026-01-31,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-31,13.2,7.1,82.5,55.4,9.4
Banyalbufar,2026-01-31,,,,23,5.31
Binissalem,2026-01-31,13.5,7.4,73.4,30.9,27.18
Búger,2026-01-31,14.2,8.9,72.3,34.1,12.95
Bunyola,2026-01-31,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-31,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-31,14.6,9.4,65.2,43.5,12.45
Campanet,2026-01-31,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-31,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-31,13.4,8.1,74.5,40.7,10.21
Consell,2026-01-31,14.1,7,75.3,35.6,17.78
Costitx,2026-01-31,14,6.6,82.4,28.8,15.29
Deià,2026-01-31,13.4,7.6,69.6,30.2,10.49
Escorca,2026-01-31,7.7,2.5,89.4,39.6,22.61
Esporles,2026-01-31,13.2,8.4,77.3,50.7,3.05
Estellencs,2026-01-31,14,9,69.4,32.8,3.61
Felanitx,2026-01-31,14.4,8.6,76.4,37.3,6.6
Fornalutx,2026-01-31,11.2,6.5,82.5,30.3,12.5
Inca,2026-01-31,14.5,7.7,74,25.6,14.2
Lloret de Vistalegre,2026-01-31,12.7,6.2,84.7,4.7,0
Lloseta,2026-01-31,13.1,7.6,69.8,91.1,19.51
Llubí,2026-01-31,14.2,8.3,71,27.7,9.4
Llucmajor,2026-01-31,12.8,7,79.8,50.8,11.71
Manacor,2026-01-31,13.9,7.1,78.7,26.3,10.9
Mancor,2026-01-31,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-31,12.9,7.1,75.1,34.6,0
Marratxí,2026-01-31,14.3,7.4,73.4,41,14.73
Montuïri,2026-01-31,13.3,7.4,81.8,43.9,15.49
Muro,2026-01-31,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-31,14.1,9.1,71.5,46.4,15.01
Petra,2026-01-31,13.6,7.8,74.6,28.3,7.11
Pollença,2026-01-31,14.6,8.1,51.7,35.4,15.75
Porreres,2026-01-31,13.2,7.9,72.2,40.7,14
Sa Pobla,2026-01-31,14.1,8.6,70.6,35.2,12.5
Puigpunyent,2026-01-31,12,7.2,73.6,27.4,6.6
Ses Salines,2026-01-31,15,8,75.6,13.3,3.1
Sant Joan,2026-01-31,13.8,8.2,62.1,29.8,8.89
Sant Llorenç des Cardassar,2026-01-31,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-31,14.3,7.7,74.7,32,17.53
Santa Eugènia,2026-01-31,15.3,7.8,73.1,27.4,12.7
Santa Margalida,2026-01-31,14.3,8.3,72.3,31,8.41
Santa María del Camí,2026-01-31,13.3,7.6,68.9,66.2,12.4
Santanyí,2026-01-31,14.6,9,80.2,39.6,1.5
Selva,2026-01-31,13,7.3,64.6,24.5,3.56
Sineu,2026-01-31,11.2,8.1,86.8,24.1,11.4
Sóller,2026-01-31,14,8.7,70.4,55.1,15.8
Son Servera,2026-01-31,13.6,8.5,72.4,36.7,8.71
Valldemossa,2026-01-31,10.4,6,79.2,18.7,8.31
Vilafranca de Bonany,2026-01-31,13.7,7.2,79.3,36.4,12.19
