Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-11,18.2,10.5,80.2,0,0
Alcúdia,2026-03-11,18.2,12.1,87.6,13.7,0
Algaida,2026-03-11,18.2,10.5,88,14.4,0
Andratx,2026-03-11,19.9,12.5,76.7,14.4,0
Ariany,2026-03-11,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-11,18.1,9.6,92.3,12.6,0
Banyalbufar,2026-03-11,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-11,19.7,9.5,88.3,11.6,0
Búger,2026-03-11,19.1,10.1,90,15.4,0
Bunyola,2026-03-11,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-11,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-11,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-11,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-11,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-11,17,11.7,93.2,14,0
Consell,2026-03-11,19.5,9.5,90.3,16.6,0
Costitx,2026-03-11,20.3,9.7,93.8,9.3,0
Deià,2026-03-11,16.3,11.1,82.9,6.8,0
Escorca,2026-03-11,14.2,5.2,84.5,4.3,0
Esporles,2026-03-11,16.5,9.6,93.8,14.3,0
Estellencs,2026-03-11,17.7,11,85.8,9.4,0
Felanitx,2026-03-11,19.5,11.9,92.3,14.6,5.84
Fornalutx,2026-03-11,16.4,9.6,86.1,11.6,0
Inca,2026-03-11,19.9,11.9,88,10.5,0.71
Lloret de Vistalegre,2026-03-11,18.8,10.5,92.9,5,0
Lloseta,2026-03-11,18,10.4,90.7,20.2,2.9
Llubí,2026-03-11,20.2,10.8,88.6,10.4,0.51
Llucmajor,2026-03-11,,,,13.7,0
Manacor,2026-03-11,20.2,10.6,89.5,9.7,2.11
Mancor,2026-03-11,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-11,17.2,11.1,94.7,15.5,0
Marratxí,2026-03-11,22.6,11.4,81.4,14.6,0
Montuïri,2026-03-11,19,9.1,95.1,16.9,0
Muro,2026-03-11,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-11,20.3,13.3,79.7,17.6,0
Petra,2026-03-11,19.5,10.9,87.9,12.9,1.78
Pollença,2026-03-11,14.8,11,69.9,16.1,0
Porreres,2026-03-11,19.7,11,88.4,12.2,6.3
Sa Pobla,2026-03-11,18.1,11.6,87.3,11.9,0
Puigpunyent,2026-03-11,18.8,10.8,78.6,14,0
Ses Salines,2026-03-11,20,10.9,87,6.5,0.2
Sant Joan,2026-03-11,18.2,11.5,42.6,13,1.52
Sant Llorenç des Cardassar,2026-03-11,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-11,20.2,11.2,91.2,13.7,1.78
Santa Eugènia,2026-03-11,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-11,17.7,11.1,91.1,14,0
Santa María del Camí,2026-03-11,18.8,9.7,84.1,15.5,0
Santanyí,2026-03-11,21.2,11.7,91.8,0.6,0
Selva,2026-03-11,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-11,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-11,17.3,10.3,88.5,17.3,0
Son Servera,2026-03-11,18.5,12,85.9,12.2,0
Valldemossa,2026-03-11,13.6,9.5,89.7,6.1,0
Vilafranca de Bonany,2026-03-11,18.1,11.2,92,17.3,10.21
