Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-24,30.3,18,40.3,0,0
Alcúdia,2026-05-24,27,15.5,70.4,11.9,0
Algaida,2026-05-24,30.7,17.1,48.1,18.7,0
Andratx,2026-05-24,31.7,17.8,49.2,14.8,0
Ariany,2026-05-24,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-24,30.9,13.5,60.6,14.8,0
Banyalbufar,2026-05-24,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-24,32,13.2,57.4,14.3,0
Búger,2026-05-24,30.7,12.3,60.7,17.5,0
Bunyola,2026-05-24,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-24,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-24,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-24,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-24,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-24,28.4,17.2,62.8,10.5,0
Consell,2026-05-24,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-24,33,14.6,62.1,8.7,0
Deià,2026-05-24,26.4,19.6,61.3,10.4,0
Escorca,2026-05-24,26.6,8.2,64.3,9.7,0
Esporles,2026-05-24,29.9,15.5,67.6,18.3,10.41
Estellencs,2026-05-24,26.7,17.3,66.5,9.7,0
Felanitx,2026-05-24,29.1,16.3,57.6,21.1,0
Fornalutx,2026-05-24,26.6,18.2,59.6,13,0
Inca,2026-05-24,NaN,NaN,NaN,NaN,NaN
Lloret de Vistalegre,2026-05-24,30.3,14.7,62.6,6.4,0
Lloseta,2026-05-24,30.6,15.4,52.9,25.2,0.1
Llubí,2026-05-24,31.8,14,59.2,11.5,0
Llucmajor,2026-05-24,,,,16.9,0
Manacor,2026-05-24,30.5,15.2,64.8,17.6,0
Mancor,2026-05-24,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-24,29.4,17,62.1,19.8,0
Marratxí,2026-05-24,32,18.1,48.4,16.4,0
Montuïri,2026-05-24,30.2,11.1,64.6,27,0
Muro,2026-05-24,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-24,28.9,18.8,62.4,10.4,0
Petra,2026-05-24,31.5,14.1,58.8,15,0
Pollença,2026-05-24,27,16.9,42.8,17.7,0
Porreres,2026-05-24,32,16,51,15.5,0
Sa Pobla,2026-05-24,29.7,14.9,60.3,15.8,0
Puigpunyent,2026-05-24,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-24,30.6,15.6,59.3,11.5,0
Sant Joan,2026-05-24,29.3,16.1,51.8,16.7,0
Sant Llorenç des Cardassar,2026-05-24,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-24,32.6,14.4,57.8,14.3,0.51
Santa Eugènia,2026-05-24,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-24,29.2,16.8,64.3,17.6,0
Santa María del Camí,2026-05-24,29.9,15.4,46.8,18,0
Santanyí,2026-05-24,,,,4,0
Selva,2026-05-24,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-24,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-24,26.5,16,70.9,21.2,0
Son Servera,2026-05-24,28.6,16.8,59.7,16.2,0
Valldemossa,2026-05-24,26.1,18.8,52.6,7.9,0
Vilafranca de Bonany,2026-05-24,30.3,16.7,56,17.3,0
