Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-04,35.2,24.9,65.8,0,0
Alcúdia,2026-08-04,33.4,25.6,79.1,14.8,0
Algaida,2026-08-04,35.5,24.6,77.8,31.7,0
Andratx,2026-08-04,36.8,24.6,67.1,15.1,0
Ariany,2026-08-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-04,34.2,23.8,83.6,14.8,0
Banyalbufar,2026-08-04,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-04,37.2,23.3,79.4,15.1,7.62
Búger,2026-08-04,35.9,23.9,78.4,22.5,0
Bunyola,2026-08-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-04,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-04,32.8,26.3,81.9,14.3,0
Consell,2026-08-04,36.2,22.9,78.1,27,0
Costitx,2026-08-04,37.8,23.4,83,10.5,0
Deià,2026-08-04,32.7,24.7,78.8,9.7,0
Escorca,2026-08-04,31.2,19.6,68.9,13.7,0
Esporles,2026-08-04,34.3,22.7,82.5,20.1,0
Estellencs,2026-08-04,32.3,24.4,74.3,11.2,0
Felanitx,2026-08-04,36.6,25.5,78.6,18.7,0.25
Fornalutx,2026-08-04,31.6,23.6,75.7,15.4,0
Inca,2026-08-04,37.2,25.9,76.9,9.3,5.79
Lloret de Vistalegre,2026-08-04,37.3,24,84.4,6.1,0
Lloseta,2026-08-04,32.4,24.7,82.9,21.6,11.91
Llubí,2026-08-04,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-04,,,,23.8,0
Manacor,2026-08-04,34.3,24,80.6,18.7,0.79
Mancor,2026-08-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-04,34,24.5,83.9,18.7,6.4
Marratxí,2026-08-04,37.6,25.1,74.6,16.4,0
Montuïri,2026-08-04,36.1,22.2,85.7,19.5,0.2
Muro,2026-08-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-04,35.1,26.3,79.4,13,0
Petra,2026-08-04,36.1,24.5,77.4,15.4,5.59
Pollença,2026-08-04,30.5,25.7,62.4,20.9,0
Porreres,2026-08-04,36.2,24.1,78,19.8,27.51
Sa Pobla,2026-08-04,34,25.3,76.4,8.7,0
Puigpunyent,2026-08-04,35.7,24,71.2,15.4,0
Ses Salines,2026-08-04,36.7,23.8,77,0,0
Sant Joan,2026-08-04,34.6,24.6,51.7,16.6,0
Sant Llorenç des Cardassar,2026-08-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-04,37.5,24,79.7,17.2,8.89
Santa Eugènia,2026-08-04,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-04,33.1,25,78.5,18.7,0
Santa María del Camí,2026-08-04,36.1,23.1,72.4,24.8,0
Santanyí,2026-08-04,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-04,34.8,24.6,77.5,12.6,2.29
Sineu,2026-08-04,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-04,32.2,24.9,79.1,23,0
Son Servera,2026-08-04,32.6,25.6,76.7,15.8,0
Valldemossa,2026-08-04,31.8,22.4,85.1,10.4,0
Vilafranca de Bonany,2026-08-04,35.9,24.4,83.8,20.2,12.19
