Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-17,36.3,24.5,46.4,0,0
Alcúdia,2026-08-17,34.2,23.4,70.5,12.6,0
Algaida,2026-08-17,36.7,23.2,61.9,21.2,0
Andratx,2026-08-17,35.3,25.8,54.7,10.8,0
Ariany,2026-08-17,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-17,34.6,21.4,69,16.9,0
Banyalbufar,2026-08-17,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-17,38.2,21.2,61,12.2,0
Búger,2026-08-17,35.6,22.1,60.9,17.5,0
Bunyola,2026-08-17,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-17,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-17,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-17,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-17,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-17,34.1,25.1,74.7,17.2,0
Consell,2026-08-17,36.9,21.1,61.7,18,0
Costitx,2026-08-17,38.4,22,68,10.8,0
Deià,2026-08-17,35.4,26,64.1,10.8,0
Escorca,2026-08-17,32.7,16.8,70.9,13,0
Esporles,2026-08-17,35.9,23.8,72,23,0
Estellencs,2026-08-17,33.7,25.6,66.3,12.2,0
Felanitx,2026-08-17,36.6,23.4,63.3,21.1,0
Fornalutx,2026-08-17,35.4,24.8,60.8,13.7,0
Inca,2026-08-17,38.8,26.2,54.2,12.2,0
Lloret de Vistalegre,2026-08-17,37.2,22.6,67.4,8.7,0
Lloseta,2026-08-17,37,23.5,55.3,30.2,0
Llubí,2026-08-17,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-17,,,,19.8,0
Manacor,2026-08-17,34.9,22.6,69.8,18,0
Mancor,2026-08-17,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-17,36.1,24.3,67.1,19.8,0
Marratxí,2026-08-17,37.8,25.5,57.4,17.9,0
Montuïri,2026-08-17,37,20.3,70,16.6,0
Muro,2026-08-17,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-17,36.8,27,64.1,13.3,0
Petra,2026-08-17,37.6,22.5,62.2,14.6,0
Pollença,2026-08-17,32.7,24.8,50.2,16.1,0
Porreres,2026-08-17,37.9,23.5,61.4,19.8,0
Sa Pobla,2026-08-17,35,23.3,63.2,8.2,0
Puigpunyent,2026-08-17,34.9,25.2,54.2,14.6,0
Ses Salines,2026-08-17,35.6,23.5,68,0,0
Sant Joan,2026-08-17,35.3,23.6,51,12.2,0
Sant Llorenç des Cardassar,2026-08-17,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-17,38.3,22.6,61.9,13,0
Santa Eugènia,2026-08-17,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-17,34.6,24.3,65.5,19.1,0
Santa María del Camí,2026-08-17,36.5,22.8,54.5,23.4,0
Santanyí,2026-08-17,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-17,NaN,NaN,NaN,NaN,NaN
Sineu,2026-08-17,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-17,33.8,25.1,66.7,22.7,0
Son Servera,2026-08-17,32.1,24.9,71,16.6,0
Valldemossa,2026-08-17,32.9,23.1,71.5,14,0
Vilafranca de Bonany,2026-08-17,35.4,23.7,66.1,17.6,0
