Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-06,19.3,8.6,78,58,0,0
Alcúdia,2025-12-06,21.7,7.7,93,57,11.9,0
Algaida,2025-12-06,18.4,10.9,96,74,16.9,0
Andratx,2025-12-06,19.7,9.9,93,68,12.6,0
Ariany,2025-12-06,-,-,-,-,-,-
Artà,2025-12-06,-,-,-,-,-,-
Banyalbufar,2025-12-06,18.4,11.7,88,58,10.1,0
Binissalem,2025-12-06,20.9,6.6,95,66,7.6,0
Búger,2025-12-06,21.8,7.2,93,64,18.7,0
Bunyola,2025-12-06,21.7,8.3,91,46,16.9,0
Calvià,2025-12-06,22.2,9.1,94,56,8.2,0
Campanet,2025-12-06,-,-,-,-,-,-
Campos,2025-12-06,-,-,-,-,-,-
Capdepera,2025-12-06,22.6,12.2,88,53,16.3,0
Consell,2025-12-06,-,-,-,-,-,-
Costitx,2025-12-06,19.6,8.7,99,81,11.1,0
Deià,2025-12-06,20.6,12.6,75,46,14,0
Escorca,2025-12-06,14.5,5.3,94,68,13.7,0
Esporles,2025-12-06,20.9,7.1,96,56,15.8,0
Estellencs,2025-12-06,-,-,-,-,-,-
Felanitx,2025-12-06,-,-,-,-,-,-
Fornalutx,2025-12-06,20.1,9.5,84,52,10.5,0
Inca,2025-12-06,21.1,9.6,91,68,13.4,0
Lloret,2025-12-06,20.3,9.8,96,77,6.4,0
Lloseta,2025-12-06,20.7,8.3,91,52,24.5,0
Llubí,2025-12-06,21,8.2,97,60,12.2,0
Llucmajor,2025-12-06,18.7,8.2,99,82,16.6,0
Manacor,2025-12-06,20.7,7.8,97,66,16.2,0
Mancor,2025-12-06,-,-,-,-,-,-
Maria,2025-12-06,20.5,12.9,92,63,16.2,0
Marratxí,2025-12-06,20.6,10.4,93,68,19.8,0
Montuïri,2025-12-06,20,6,99,77,20.6,0
Muro,2025-12-06,21,9.1,99,65,0,0
Palma,2025-12-06,20.4,10,92,65,10.4,0
Petra,2025-12-06,21.2,7.8,94,63,13.7,0
Pollença,2025-12-06,21.3,9.2,62,35,19.3,0
Porreres,2025-12-06,20.1,9.2,93,70,13.3,0
Sa Pobla,2025-12-06,-,-,-,-,-,-
Puigpunyent,2025-12-06,-,-,-,-,-,-
Ses   Salines,2025-12-06,-,-,-,-,-,-
Sant   Joan,2025-12-06,20.1,8.8,74,28,12.1,0.25
Sant   Llorenç,2025-12-06,21.3,5.3,99,62,5.6,12.95
Sencelles,2025-12-06,-,-,-,-,-,-
Santa   Eugènia,2025-12-06,20.5,7.8,99,67,17.9,0
Santa   Margalida,2025-12-06,21.4,9.1,93,58,12.2,0
Santa   Maria,2025-12-06,-,-,-,-,-,-
Santanyi,2025-12-06,19.7,7.6,99,81,0,0
Selva,2025-12-06,21.3,7.9,89,50,10.3,1.78
Sineu,2025-12-06,20.7,8,99,76,13.7,0
Sóller,2025-12-06,-,-,-,-,-,-
Son   Servera,2025-12-06,-,-,-,-,-,-
Valldemossa,2025-12-06,-,-,-,-,-,-
Villafranca,2025-12-06,,,,,0,0
