Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-07,30.2,18.2,76,42,0,0
Alcúdia,2025-06-07,28.8,18.8,94,62,19.1,0
Algaida,2025-06-07,30.1,18.9,95,39,22,0
Andratx,2025-06-07,28.8,19.3,85,54,10.1,0
Ariany,2025-06-07,-,-,-,-,-,-
Artà,2025-06-07,29.8,15.4,100,58,22.2,0
Banyalbufar,2025-06-07,28,17.8,94,70,12.6,0
Binissalem,2025-06-07,33,16.4,95,40,7.9,0
Búger,2025-06-07,35.7,17,93,29,19.3,0
Bunyola,2025-06-07,31.7,17.4,94,43,13.7,0
Calvià,2025-06-07,26.7,17.2,93,55,16.9,0
Campanet,2025-06-07,-,-,-,-,-,-
Campos,2025-06-07,-,-,-,-,-,-
Capdepera,2025-06-07,29.2,19.7,94,49,18,0
Consell,2025-06-07,17.2,17.2,51,51,3.9,0
Costitx,2025-06-07,32.9,17.7,99,38,11.6,0
Deià,2025-06-07,27.2,19.4,87,48,9.7,0
Escorca,2025-06-07,28.3,11,88,41,15.8,0
Esporles,2025-06-07,30.6,17.3,95,55,18.7,0
Estellencs,2025-06-07,28.4,18,90,61,18.5,0
Felanitx,2025-06-07,27.2,17.2,71,71,20.9,0
Fornalutx,2025-06-07,27.1,17.8,92,47,13.7,0
Inca,2025-06-07,33.2,19.1,93,44,16.9,0
Lloret,2025-06-07,33.1,17.7,97,35,6.4,0
Lloseta,2025-06-07,30.4,17.5,94,44,28.1,0
Llubí,2025-06-07,32.4,17.8,94,35,13,0
Llucmajor,2025-06-07,30,18.3,96,48,19.4,0
Manacor,2025-06-07,31.9,17.6,98,45,16.9,0.2
Mancor,2025-06-07,-,-,-,-,-,-
Maria,2025-06-07,32.5,18.7,98,43,19.8,0
Marratxí,2025-06-07,29,19,94,49,15,0
Montuïri,2025-06-07,33.1,15.9,99,39,18,0
Muro,2025-06-07,31.8,18.6,99,41,0,0
Palma,2025-06-07,27.7,20.4,91,71,12.2,0
Petra,2025-06-07,33.4,16.9,96,38,20.4,0
Pollença,2025-06-07,27.6,19.6,69,47,24.1,0
Porreres,2025-06-07,30.4,17.9,94,45,17.6,0
Sa Pobla,2025-06-07,35.1,19.3,90,32,11.7,0
Puigpunyent,2025-06-07,31.1,15.4,87,44,13,0
Ses   Salines,2025-06-07,25.8,18.8,96,75,25.9,0
Sant   Joan,2025-06-07,31.4,18.3,69,12,19.2,0.25
Sant   Llorenç,2025-06-07,31.9,17.8,95,51,0,0
Sencelles,2025-06-07,29.8,17.6,95,46,24.1,0
Santa   Eugènia,2025-06-07,32,16.4,99,43,18.7,0
Santa   Margalida,2025-06-07,32.9,18.6,94,40,18.7,0
Santa   Maria,2025-06-07,-,-,-,-,-,-
Santanyi,2025-06-07,30.1,18.4,99,62,3.5,0
Selva,2025-06-07,-,-,-,-,-,-
Sineu,2025-06-07,33.1,17.3,99,42,13,0
Sóller,2025-06-07,27.9,19.2,89,47,19.3,0
Son   Servera,2025-06-07,28.7,18.8,92,55,14.6,0
Valldemossa,2025-06-07,28,17.3,93,48,20.9,0
Villafranca,2025-06-07,,,,,15.4,0
