Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-28,31.5,23.8,78,47,0,0
Alcúdia,2025-08-28,29.6,20.3,95,63,46.4,32.99
Algaida,2025-08-28,31.1,23.3,90,50,34.6,0
Andratx,2025-08-28,30.9,25.2,83,53,22,0
Ariany,2025-08-28,-,-,-,-,-,-
Artà,2025-08-28,30.2,21.9,97,60,57.9,0.2
Banyalbufar,2025-08-28,28.8,22.9,95,67,16.9,0
Binissalem,2025-08-28,34.3,23.4,90,51,15.1,0
Búger,2025-08-28,32.5,21.5,91,57,26.9,2.79
Bunyola,2025-08-28,32.6,23.6,86,46,32,0
Calvià,2025-08-28,31.4,24,86,50,31.5,0
Campanet,2025-08-28,-,-,-,-,-,-
Campos,2025-08-28,33.2,24.7,91,56,46.7,0
Capdepera,2025-08-28,29.7,20.6,95,64,37,1.5
Consell,2025-08-28,-,-,-,-,-,-
Costitx,2025-08-28,33.8,23.3,95,51,15.8,0
Deià,2025-08-28,30.3,21.8,89,53,17.6,0.51
Escorca,2025-08-28,-,-,-,-,-,-
Esporles,2025-08-28,30.4,22.6,91,66,23.8,1.02
Estellencs,2025-08-28,-,-,-,-,-,-
Felanitx,2025-08-28,33.1,23.6,91,57,50.1,0
Fornalutx,2025-08-28,29,20.9,87,56,19.2,0
Inca,2025-08-28,33.6,24.6,89,50,17.2,0
Lloret,2025-08-28,33.4,22.7,92,59,6.9,0
Lloseta,2025-08-28,31.4,23.3,89,55,38.5,0
Llubí,2025-08-28,33.1,22,87,51,21.2,0
Llucmajor,2025-08-28,32.4,23.6,92,53,29.5,0
Manacor,2025-08-28,32.8,22.7,91,46,42.8,0
Mancor,2025-08-28,-,-,-,-,-,-
Maria,2025-08-28,-,-,-,-,-,-
Marratxí,2025-08-28,34.5,24,87,40,27.7,0
Montuïri,2025-08-28,32.5,23.3,96,63,32.8,0
Muro,2025-08-28,30.5,20.4,98,69,0,2.49
Palma,2025-08-28,33.6,25,84,54,31.3,0
Petra,2025-08-28,33.7,23.3,89,48,23.3,1.52
Pollença,2025-08-28,28.7,19.8,74,46,76,13.21
Porreres,2025-08-28,33,23.6,88,50,29.5,0
Sa Pobla,2025-08-28,32.3,21.1,92,61,18.7,25.4
Puigpunyent,2025-08-28,30.1,22.9,83,58,35.4,0
Ses   Salines,2025-08-28,30.4,24.6,92,67,35.4,0
Sant   Joan,2025-08-28,30.8,22.4,69,31,27.7,0
Sant   Llorenç,2025-08-28,35.2,23.9,93,48,14.2,0
Sencelles,2025-08-28,31.3,24,89,56,33.8,0
Santa   Eugènia,2025-08-28,36.9,24.2,89,40,17.4,0
Santa   Margalida,2025-08-28,31.4,20.9,90,61,44.3,0
Santa   Maria,2025-08-28,-,-,-,-,-,-
Santanyi,2025-08-28,33.4,24.2,94,60,11.1,0
Selva,2025-08-28,31.6,23.5,89,52,16.1,2.29
Sineu,2025-08-28,31.9,21.9,97,61,14,0
Sóller,2025-08-28,29.8,22.9,83,56,46.3,0.25
Son   Servera,2025-08-28,,,,,,
Valldemossa,2025-08-28,27.6,19.9,95,63,53.8,2.21
Villafranca,2025-08-28,,,,,0,0
