Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-29,15.2,8.2,89.4,0,9.65
Alcúdia,2025-12-29,14.7,7.7,93,13.7,4.8
Algaida,2025-12-29,13.9,8.3,93.9,15.5,0.51
Andratx,2025-12-29,17.3,8,86.1,11.9,12.4
Ariany,2025-12-29,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-29,14.4,7.5,97.6,19.5,3.3
Banyalbufar,2025-12-29,12.8,8,97.3,7.9,3.99
Binissalem,2025-12-29,16.6,5.9,92.6,8.2,3.05
Búger,2025-12-29,17.7,6.4,93.4,10,1.02
Bunyola,2025-12-29,NaN,NaN,NaN,NaN,NaN
Cabrera,2025-12-29,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-29,18.2,7.6,88.7,18.3,6.35
Campanet,2025-12-29,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-29,NaN,NaN,NaN,NaN,NaN
Capdepera,2025-12-29,17.9,11,87.3,9,0
Consell,2025-12-29,15.2,5.7,96.1,12.6,17.02
Costitx,2025-12-29,15.7,6.4,96.6,6.4,0.3
Deià,2025-12-29,13.2,9.3,79.8,15.5,0.51
Escorca,2025-12-29,8.5,1.9,97.4,2.2,6.1
Esporles,2025-12-29,15.6,7.4,97.3,11.6,5.59
Estellencs,2025-12-29,17.5,9.1,85.3,9.7,10.49
Felanitx,2025-12-29,14,8.5,95.5,13.2,4.57
Fornalutx,2025-12-29,14.1,8.2,85.9,9.3,0
Inca,2025-12-29,17.6,8.5,91.3,7.2,10.9
Lloret de Vistalegre,2025-12-29,15.4,7.5,96.3,0,0
Lloseta,2025-12-29,15.8,7.3,90.7,24.5,4.29
Llubí,2025-12-29,15.4,6.1,94.7,6.5,0.3
Llucmajor,2025-12-29,15.8,7.5,93.5,16.6,0.51
Manacor,2025-12-29,16.9,7,90.6,13,0.79
Mancor,2025-12-29,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-29,14.5,8,95.3,8.3,0
Marratxí,2025-12-29,17.4,8.4,90,14.3,0.76
Montuïri,2025-12-29,13.5,4,98,16.6,0.99
Muro,2025-12-29,NaN,NaN,NaN,NaN,NaN
Palma,2025-12-29,17,9.4,90.4,15.1,5.59
Petra,2025-12-29,15.5,6.8,92.9,13.2,5.59
Pollença,2025-12-29,13.6,9.1,75.3,8,3.81
Porreres,2025-12-29,15.9,7.8,92.2,9.4,0.51
Sa Pobla,2025-12-29,16,7.3,91.6,7.9,2.11
Puigpunyent,2025-12-29,16.2,8.2,88.9,12.6,14.99
Ses Salines,2025-12-29,15.4,7.1,94.6,6.1,7.7
Sant Joan,2025-12-29,14.4,8.5,37.3,10.8,0.25
Sant Llorenç des Cardassar,2025-12-29,13.6,-20.6,94.3,199.7,405.38
Sencelles,2025-12-29,15.6,6.1,94.5,9,1.27
Santa Eugènia,2025-12-29,17.8,5,95.7,6.9,5.08
Santa Margalida,2025-12-29,14.3,8.4,93.6,5.4,0.51
Santa María del Camí,2025-12-29,15.4,7.1,90.7,15.5,2.79
Santanyí,2025-12-29,17.7,7.6,95.5,0,2.59
Selva,2025-12-29,17.8,8.5,88.4,10,1.52
Sineu,2025-12-29,14.9,6.2,98.2,0,0
Sóller,2025-12-29,13.3,7.8,89.9,13.3,0
Son Servera,2025-12-29,16.5,10,88.1,11.9,8.41
Valldemossa,2025-12-29,15.2,7.6,86.7,9.4,4.6
Vilafranca de Bonany,2025-12-29,15.9,7.7,90.5,12.6,0
