Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-01,13,4.4,76.7,0,0
Alcúdia,2026-01-01,14.4,2.7,81.3,11.9,0
Algaida,2026-01-01,13,5.3,80,16.2,0
Andratx,2026-01-01,15.2,5.1,80.4,9,0
Ariany,2026-01-01,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-01,14.7,3.9,87.1,11.9,0.3
Banyalbufar,2026-01-01,,,,9.7,0
Binissalem,2026-01-01,14.4,0.6,86.5,7.6,0.25
Búger,2026-01-01,15,2.9,85.3,12.9,0
Bunyola,2026-01-01,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-01,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-01,15.3,5,80.2,10,0
Campanet,2026-01-01,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-01,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-01,14.7,7.4,77,16.6,0
Consell,2026-01-01,14.1,0.8,88.2,13,0
Costitx,2026-01-01,14,1.8,90.9,7.2,0.3
Deià,2026-01-01,13.9,7,68,12.2,0
Escorca,2026-01-01,7.9,-2.3,88.7,11.2,0.2
Esporles,2026-01-01,13.6,3.7,89.4,10.1,0
Estellencs,2026-01-01,15.1,6.4,76.2,9.4,0
Felanitx,2026-01-01,14.2,5.7,83.4,10.8,0
Fornalutx,2026-01-01,13,4.8,77.9,12.2,0
Inca,2026-01-01,14.4,5.5,78.3,9.7,0
Lloret de Vistalegre,2026-01-01,14,3.1,86.8,0,0
Lloseta,2026-01-01,13.5,3.5,81.3,24.5,0
Llubí,2026-01-01,14.6,1.1,84.2,8.6,0
Llucmajor,2026-01-01,13.1,5.9,82.5,14.8,0
Manacor,2026-01-01,14,2.8,83.5,11.2,0
Mancor,2026-01-01,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-01,13.6,5,82.2,13.7,0
Marratxí,2026-01-01,16,4.6,75.7,13.7,0
Montuïri,2026-01-01,14,-0.2,93.3,13.7,0.3
Muro,2026-01-01,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-01,14,5.8,81.7,14.8,0
Petra,2026-01-01,14.2,2.7,84.1,10.8,0.25
Pollença,2026-01-01,12.6,5.7,62.4,14.5,0
Porreres,2026-01-01,14.4,4.1,81.6,11.9,0
Sa Pobla,2026-01-01,14.9,2,81.9,12.2,0
Puigpunyent,2026-01-01,13.1,5.7,80.2,13.2,0
Ses Salines,2026-01-01,15.9,5.1,82.4,3.6,0
Sant Joan,2026-01-01,13.7,4.5,68.3,10,0
Sant Llorenç des Cardassar,2026-01-01,14.2,2.9,87.2,199.7,153.67
Sencelles,2026-01-01,14.5,1.2,87.1,9.3,0.25
Santa Eugènia,2026-01-01,14.4,-1,89.9,12.9,0
Santa Margalida,2026-01-01,14.4,4.9,79.2,10.4,0
Santa María del Camí,2026-01-01,13.2,3.1,81,12.2,0.3
Santanyí,2026-01-01,16.9,4.8,86.9,0,0
Selva,2026-01-01,15.4,5.6,75.1,8.2,0
Sineu,2026-01-01,14.3,2.2,93.3,0,0
Sóller,2026-01-01,16.2,3.5,83.3,10.8,0
Son Servera,2026-01-01,15,6.3,74.7,14,0
Valldemossa,2026-01-01,11.3,5.4,75.3,18,0
Vilafranca de Bonany,2026-01-01,14.3,3.8,81.1,13.3,0
