Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-24,36,25.9,70.1,0,0
Alcúdia,2026-07-24,34.8,26.8,78,22.7,0
Algaida,2026-07-24,36,25.4,76.4,28.1,0
Andratx,2026-07-24,34.5,27.4,73.4,13.7,0
Ariany,2026-07-24,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-24,33,23.8,84.8,20.9,0
Banyalbufar,2026-07-24,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-24,37.7,25.4,76.7,10.5,0
Búger,2026-07-24,41.1,25.8,73.8,33.5,0
Bunyola,2026-07-24,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-24,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-24,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-24,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-24,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-24,32.5,25.8,84,21.2,0
Consell,2026-07-24,37.4,25.8,77.7,18.7,0
Costitx,2026-07-24,38.9,25.8,78.4,11.1,0
Deià,2026-07-24,33.6,26.3,75.2,18.7,0
Escorca,2026-07-24,33.2,19.9,66.9,15.5,0
Esporles,2026-07-24,34.9,24.3,81.2,19.8,2.29
Estellencs,2026-07-24,33.5,25.2,72.8,21.2,0
Felanitx,2026-07-24,35.1,26,78.7,21.6,0
Fornalutx,2026-07-24,33.4,24.7,70.2,12.2,0
Inca,2026-07-24,37.4,26.7,76.4,15.4,0
Lloret de Vistalegre,2026-07-24,36.8,25.2,80.7,7.9,0
Lloseta,2026-07-24,35.7,25.5,79.1,36,0
Llubí,2026-07-24,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-24,,,,22,0
Manacor,2026-07-24,33,24.5,80.2,20.2,0
Mancor,2026-07-24,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-24,35.2,25.7,80.4,26.3,0
Marratxí,2026-07-24,35.4,26.2,78.2,18.7,0
Montuïri,2026-07-24,36.1,25.6,83.9,18.7,0
Muro,2026-07-24,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-24,34.6,27.4,81.4,14.4,0
Petra,2026-07-24,36.4,25.9,73.1,17.2,0
Pollença,2026-07-24,35.4,25.2,61.1,24.1,0
Porreres,2026-07-24,36,26.1,74.7,18.7,0
Sa Pobla,2026-07-24,38.3,26.8,73.7,9.7,0
Puigpunyent,2026-07-24,34.9,24.7,80.9,15.4,0
Ses Salines,2026-07-24,34.8,25.9,78,2.9,0
Sant Joan,2026-07-24,35.2,26.3,51.9,15,0
Sant Llorenç des Cardassar,2026-07-24,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-24,37.8,26.3,75.9,16.3,0
Santa Eugènia,2026-07-24,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-24,36.8,26.1,75.4,19.8,0
Santa María del Camí,2026-07-24,35.9,25.1,77.6,24.8,0
Santanyí,2026-07-24,,,,3.5,0
Selva,2026-07-24,36.8,25.3,73,9.3,0
Sineu,2026-07-24,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-24,32.5,26.1,76.6,25.9,0
Son Servera,2026-07-24,31.7,25.9,80.3,19.8,0
Valldemossa,2026-07-24,34.1,24.3,73.9,29.9,0
Vilafranca de Bonany,2026-07-24,34.9,25.9,81.3,24.5,0
