Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-20,16.2,8.8,53,0,0
Alcúdia,2026-02-20,16.9,8.7,58.8,59.8,0
Algaida,2026-02-20,15.2,8.8,63.1,59,0
Andratx,2026-02-20,15.8,11,63.5,29.2,0
Ariany,2026-02-20,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-20,18.2,7.2,69.3,41.7,0
Banyalbufar,2026-02-20,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-02-20,18.6,5.8,64.1,23,0
Búger,2026-02-20,18.9,7.6,61.9,34.1,0
Bunyola,2026-02-20,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-20,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-20,1.5,1.5,15,47.5,0
Campanet,2026-02-20,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-20,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-20,16.6,10.3,63.6,37.8,0
Consell,2026-02-20,17.3,6.1,63.2,46.5,0
Costitx,2026-02-20,18,6.6,70.4,24.5,0
Deià,2026-02-20,15.1,9.8,65.9,21.2,0
Escorca,2026-02-20,10.2,4.6,73,37.4,0
Esporles,2026-02-20,13.6,10.3,75.2,31.4,0
Estellencs,2026-02-20,14.6,8,69.5,24.5,0
Felanitx,2026-02-20,18.6,8.7,66.5,21.9,0
Fornalutx,2026-02-20,13.3,8.4,71.7,13.7,0
Inca,2026-02-20,19.4,9.1,61.9,28.8,0
Lloret de Vistalegre,2026-02-20,19.5,7.7,68.3,5.5,0
Lloseta,2026-02-20,17.7,7.3,63.4,66.2,0.1
Llubí,2026-02-20,19.6,7.1,59.4,23,0
Llucmajor,2026-02-20,15,8.1,69.8,33.8,0
Manacor,2026-02-20,18.2,7,66.4,18,0
Mancor,2026-02-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-20,17.9,7.6,67.3,18.4,0
Marratxí,2026-02-20,16.4,9.3,60.8,31.2,0
Montuïri,2026-02-20,17.2,5,72.6,32.8,0
Muro,2026-02-20,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-20,15.3,11.8,63.3,40.3,0
Petra,2026-02-20,19.2,7.3,62.7,26.9,0
Pollença,2026-02-20,15.8,10.7,45,48.3,0
Porreres,2026-02-20,17.4,8.3,62.1,33.8,0
Sa Pobla,2026-02-20,19.4,9.5,60.4,36.4,0
Puigpunyent,2026-02-20,15.2,8.3,68.5,29.1,0
Ses Salines,2026-02-20,18.4,6.1,65,8.6,0
Sant Joan,2026-02-20,17.1,8.9,63.2,22.2,0
Sant Llorenç des Cardassar,2026-02-20,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-20,18.3,7.6,63.6,25.9,0
Santa Eugènia,2026-02-20,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-02-20,20,8.7,61.7,26.3,0
Santa María del Camí,2026-02-20,15.2,6.4,60.2,48.2,0
Santanyí,2026-02-20,20.7,7.5,68.7,19.5,0
Selva,2026-02-20,19.5,7.3,61,23.7,0
Sineu,2026-02-20,NaN,NaN,NaN,NaN,NaN
Sóller,2026-02-20,15.5,8.4,67,31,0
Son Servera,2026-02-20,17.6,9.2,59,36.4,0
Valldemossa,2026-02-20,12,7.9,74.6,14,0
Vilafranca de Bonany,2026-02-20,18.2,8.5,67.3,25.9,0
