Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-27,24.5,11.5,49.5,0,0
Alcúdia,2026-04-27,24,9.5,72.1,10.4,0
Algaida,2026-04-27,25,10.9,59.5,19.8,0
Andratx,2026-04-27,24.1,10.9,56.6,14.4,0
Ariany,2026-04-27,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-27,23.2,7.2,64,17.2,0
Banyalbufar,2026-04-27,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-27,27.1,6.7,65.1,13,0
Búger,2026-04-27,24.8,6.7,67.2,30.9,0
Bunyola,2026-04-27,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-27,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-27,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-27,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-27,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-27,22.4,11.5,72.5,14.3,0
Consell,2026-04-27,NaN,NaN,NaN,NaN,NaN
Costitx,2026-04-27,27.4,8,66.6,7.2,0
Deià,2026-04-27,21.9,13.3,73.2,10.4,0
Escorca,2026-04-27,21.2,3,59,13.7,0
Esporles,2026-04-27,25.7,9.3,74.2,14.8,0
Estellencs,2026-04-27,21.7,12.2,72.9,14.8,0
Felanitx,2026-04-27,22.9,10.3,65,20.8,0
Fornalutx,2026-04-27,21.4,12.2,73.3,12.2,0
Inca,2026-04-27,28.5,12.5,54.2,19.2,0
Lloret de Vistalegre,2026-04-27,24.1,9,65.1,5.5,0
Lloseta,2026-04-27,24.6,9.8,58.3,19.8,0
Llubí,2026-04-27,27.2,7.8,61.6,11.2,0
Llucmajor,2026-04-27,,,,21.6,0
Manacor,2026-04-27,24.2,8.2,70.9,15.1,0.3
Mancor,2026-04-27,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-27,23.7,10.3,64.3,18,0
Marratxí,2026-04-27,26.1,11.4,60.5,18.3,0
Montuïri,2026-04-27,23.8,4,67.6,28,0
Muro,2026-04-27,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-27,24.4,12.4,65.7,11.2,0
Petra,2026-04-27,26.8,7.7,61.8,12.9,0
Pollença,2026-04-27,21.4,12.2,49.5,12.9,0
Porreres,2026-04-27,26.3,9.1,53.8,11.9,0
Sa Pobla,2026-04-27,23.9,9,65.8,15.4,0
Puigpunyent,2026-04-27,23.2,12.5,50.3,7.1,0
Ses Salines,2026-04-27,23.9,9.7,68,9.4,0
Sant Joan,2026-04-27,23.5,9.7,53.8,12.6,0
Sant Llorenç des Cardassar,2026-04-27,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-27,26.9,8.1,65.5,14,0
Santa Eugènia,2026-04-27,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-27,25.7,10.5,63.1,17.3,0
Santa María del Camí,2026-04-27,24.9,9.4,59.7,21.2,0
Santanyí,2026-04-27,,,,4.3,0
Selva,2026-04-27,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-27,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-27,20.4,11.2,78.4,23,0
Son Servera,2026-04-27,21.2,10.9,70.5,15.1,0
Valldemossa,2026-04-27,19.8,12,69.1,6.1,0
Vilafranca de Bonany,2026-04-27,23.8,10.1,63.7,18,0
