Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-06,23.6,12.4,73.1,0,4.06
Alcúdia,2026-05-06,22.3,14,80.1,19.4,0
Algaida,2026-05-06,22.5,12.8,82.1,19.1,0
Andratx,2026-05-06,24.7,13.5,67.7,15.8,0
Ariany,2026-05-06,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-06,21.8,12.2,88.7,12.2,2.59
Banyalbufar,2026-05-06,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-06,25.4,11.4,85,14,4.32
Búger,2026-05-06,23.1,11.6,84.1,19,1.52
Bunyola,2026-05-06,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-06,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-06,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-06,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-06,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-06,22.1,14.9,83.9,9.7,0.51
Consell,2026-05-06,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-06,24.2,12.6,93.3,10.1,11.51
Deià,2026-05-06,20.8,14.3,76.7,8.6,1.5
Escorca,2026-05-06,16.3,6.3,90.4,3.6,2.79
Esporles,2026-05-06,20.6,11.5,87.9,16.9,4.32
Estellencs,2026-05-06,20.9,13.1,72.6,13.3,0
Felanitx,2026-05-06,22.2,13.3,80.7,20.4,2.29
Fornalutx,2026-05-06,20.1,11.6,81,13.7,0.79
Inca,2026-05-06,25.4,14.2,83.4,10.1,7.59
Lloret de Vistalegre,2026-05-06,23.4,11.9,90.1,9.3,0
Lloseta,2026-05-06,22,12.1,85.4,33.8,6.71
Llubí,2026-05-06,23.9,12.4,81.3,14.8,5.11
Llucmajor,2026-05-06,,,,18.7,0.99
Manacor,2026-05-06,23.5,13.3,81.5,14.4,0
Mancor,2026-05-06,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-06,21.4,12.7,89.9,24.1,0
Marratxí,2026-05-06,26.1,13.8,78.4,17.9,0.76
Montuïri,2026-05-06,21.9,10.9,92.5,16.3,19.3
Muro,2026-05-06,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-06,25.8,14.9,80.1,22,7.39
Petra,2026-05-06,22.7,12.3,82.3,13.7,8.38
Pollença,2026-05-06,19.1,13.3,64.2,19.3,3.81
Porreres,2026-05-06,24.1,14.6,77.3,18,13
Sa Pobla,2026-05-06,22.1,13.1,80.5,13.7,1.09
Puigpunyent,2026-05-06,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-06,24.6,12.9,77.3,10.4,0
Sant Joan,2026-05-06,20.8,13.6,48.5,18.2,0
Sant Llorenç des Cardassar,2026-05-06,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-06,24.2,12.6,83.9,20.6,12.19
Santa Eugènia,2026-05-06,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-06,22.1,13.7,82.2,18.7,3.61
Santa María del Camí,2026-05-06,24.4,11.3,81.1,22,3.61
Santanyí,2026-05-06,,,,7.9,0
Selva,2026-05-06,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-06,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-06,20.8,12.6,80.3,21.2,3
Son Servera,2026-05-06,20.4,13.8,81.7,18.4,0
Valldemossa,2026-05-06,18,12.9,80.1,10.8,0
Vilafranca de Bonany,2026-05-06,22.5,13.1,86.7,16.9,19
