Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-01,23,15.8,92,72,0,0
Alcúdia,2025-11-01,24.5,14.6,97,62,16.9,0
Algaida,2025-11-01,23,16.1,97,68,24.5,0.51
Andratx,2025-11-01,20.9,16.9,92,84,3.2,0
Ariany,2025-11-01,-,-,-,-,-,-
Artà,2025-11-01,25.6,13.2,100,65,24.1,0.2
Banyalbufar,2025-11-01,24.7,16.2,92,51,20.9,0
Binissalem,2025-11-01,23.9,13.1,98,72,6.9,0
Búger,2025-11-01,24.7,12.7,98,69,17.9,0.25
Bunyola,2025-11-01,23.9,15.1,98,70,13.4,0
Calvià,2025-11-01,23.3,16.4,96,74,16.4,0
Campanet,2025-11-01,-,-,-,-,-,-
Campos,2025-11-01,23.9,14.3,99,75,40.7,0
Capdepera,2025-11-01,25,18.3,94,61,24.5,0
Consell,2025-11-01,-,-,-,-,-,-
Costitx,2025-11-01,23.9,14.5,99,76,10.5,0.2
Deià,2025-11-01,26.5,18.8,77,32,14.8,0
Escorca,2025-11-01,19.9,9.6,95,59,8.3,0
Esporles,2025-11-01,23.1,13.8,99,72,11.1,0
Estellencs,2025-11-01,-,-,-,-,-,-
Felanitx,2025-11-01,22.8,18.3,92,70,33.8,0.2
Fornalutx,2025-11-01,23.6,15.2,88,56,11.9,0
Inca,2025-11-01,23.9,15.3,97,70,17.2,0
Lloret,2025-11-01,24.2,15.3,99,70,8.2,0
Lloseta,2025-11-01,22.4,13.7,98,75,34.6,0
Llubí,2025-11-01,24.1,13.6,99,64,13.3,0.3
Llucmajor,2025-11-01,23.4,15.1,99,75,21.2,0
Manacor,2025-11-01,24.4,16.4,97,63,15.5,0.2
Mancor,2025-11-01,-,-,-,-,-,-
Maria,2025-11-01,23.9,14.7,99,67,19.1,0.3
Marratxí,2025-11-01,24.4,16.6,95,70,15.4,0
Montuïri,2025-11-01,24.1,12.2,99,73,26.2,0.3
Muro,2025-11-01,23.9,14.8,99,71,0,0.3
Palma,2025-11-01,24.4,17.1,93,74,8.6,0
Petra,2025-11-01,24.9,14.2,98,60,14.6,0.25
Pollença,2025-11-01,23.2,14.1,70,53,33.8,0
Porreres,2025-11-01,24.3,14.9,97,63,18,0.2
Sa Pobla,2025-11-01,24.6,14.9,96,67,16.4,0
Puigpunyent,2025-11-01,23.2,15.2,91,72,18.5,0.2
Ses   Salines,2025-11-01,22.9,16.2,90,77,29.6,0
Sant   Joan,2025-11-01,23.6,14.9,70,11,15,0.25
Sant   Llorenç,2025-11-01,29.2,13,99,60,2.7,0
Sencelles,2025-11-01,22.7,14.6,97,75,27.8,0
Santa   Eugènia,2025-11-01,24.4,11.2,99,71,18.2,0
Santa   Margalida,2025-11-01,24.7,15.4,98,62,16.2,0.2
Santa   Maria,2025-11-01,-,-,-,-,-,-
Santanyi,2025-11-01,26.6,15.8,99,65,3.2,0
Selva,2025-11-01,-,-,-,-,-,-
Sineu,2025-11-01,23.7,15,99,79,16.3,0.2
Sóller,2025-11-01,24.6,16.7,86,54,18.5,0
Son   Servera,2025-11-01,,,,,,
Valldemossa,2025-11-01,21.4,13.8,94,68,19.3,0.2
Villafranca,2025-11-01,,,,,0,0.3
