Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-02,15.9,9.9,88,63,0,0.25
Alcúdia,2025-12-02,17.9,9.4,95,61,15.5,0
Algaida,2025-12-02,15.7,9.3,97,66,24.5,0.51
Andratx,2025-12-02,17.7,12,91,58,15.5,0
Ariany,2025-12-02,-,-,-,-,-,-
Artà,2025-12-02,-,-,-,-,-,-
Banyalbufar,2025-12-02,16.1,12.9,84,67,14.8,0
Binissalem,2025-12-02,16.7,7.6,97,67,10.1,0
Búger,2025-12-02,17.8,8.6,95,64,20.1,0
Bunyola,2025-12-02,16.9,9.5,97,60,16.6,0
Calvià,2025-12-02,17.3,10.1,95,62,15.8,0
Campanet,2025-12-02,-,-,-,-,-,-
Campos,2025-12-02,-,-,-,-,-,-
Capdepera,2025-12-02,17.4,11.8,94,67,16.9,0
Consell,2025-12-02,-,-,-,-,-,-
Costitx,2025-12-02,15.9,7.9,99,77,13,0.99
Deià,2025-12-02,15.8,12.6,76,55,19.4,0
Escorca,2025-12-02,9.9,4.7,97,76,16.2,0
Esporles,2025-12-02,16.2,8.3,99,71,18,0
Estellencs,2025-12-02,-,-,-,-,-,-
Felanitx,2025-12-02,-,-,-,-,-,-
Fornalutx,2025-12-02,14.7,10.5,87,70,10.1,0
Inca,2025-12-02,17.2,10.3,93,64,14.3,0
Lloret,2025-12-02,16.2,9.2,97,74,18,0
Lloseta,2025-12-02,16,9.1,97,64,36,0
Llubí,2025-12-02,16.8,8.3,98,64,14.4,0.51
Llucmajor,2025-12-02,16.2,9.7,99,72,23.4,2.59
Manacor,2025-12-02,17,8.7,97,66,18.4,0.79
Mancor,2025-12-02,-,-,-,-,-,-
Maria,2025-12-02,16.3,8.8,99,71,19.8,0
Marratxí,2025-12-02,17.1,11,93,61,22.2,0
Montuïri,2025-12-02,16,6.5,99,77,19.8,0.99
Muro,2025-12-02,16.7,9.5,99,72,0,0
Palma,2025-12-02,17.3,11.3,92,66,9.7,0
Petra,2025-12-02,17,8.5,95,67,16.1,0.76
Pollença,2025-12-02,16.2,9.3,70,51,9.7,0
Porreres,2025-12-02,16.6,9.4,95,66,18,2.11
Sa Pobla,2025-12-02,-,-,-,-,-,-
Puigpunyent,2025-12-02,-,-,-,-,-,-
Ses   Salines,2025-12-02,-,-,-,-,-,-
Sant   Joan,2025-12-02,16.3,9.4,73,18,17.1,0.51
Sant   Llorenç,2025-12-02,17.1,7.9,99,66,6.6,2.29
Sencelles,2025-12-02,-,-,-,-,-,-
Santa   Eugènia,2025-12-02,17.5,6.4,99,64,16.6,1.78
Santa   Margalida,2025-12-02,16.6,9.6,95,67,21.2,0.2
Santa   Maria,2025-12-02,-,-,-,-,-,-
Santanyi,2025-12-02,18.3,9.3,99,69,0,0
Selva,2025-12-02,16.6,9.5,93,62,9.3,0
Sineu,2025-12-02,16.3,8.1,99,80,16.9,0.2
Sóller,2025-12-02,-,-,-,-,-,-
Son   Servera,2025-12-02,,,,,,
Valldemossa,2025-12-02,-,-,-,-,-,-
Villafranca,2025-12-02,,,,,0,0.51
