Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-19,34.9,24.1,61,0,0
Alcúdia,2026-08-19,37.3,25,65.4,28.1,0
Algaida,2026-08-19,35.3,24.9,71.3,27.7,0
Andratx,2026-08-19,34.8,26.5,72.2,13.3,0
Ariany,2026-08-19,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-19,37.5,20.8,73.4,23,0
Banyalbufar,2026-08-19,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-19,36.3,22,73,8.2,0
Búger,2026-08-19,38.3,24.1,68.1,26.6,0
Bunyola,2026-08-19,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-19,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-19,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-19,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-19,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-19,34.3,25.4,79.4,33.2,0
Consell,2026-08-19,35.2,23.1,76.6,23.8,0
Costitx,2026-08-19,37.6,23.7,77.5,14.8,0
Deià,2026-08-19,38,26.5,43.8,22.3,0
Escorca,2026-08-19,34.6,19.9,44,6.5,0
Esporles,2026-08-19,33.4,22,76,15.4,0
Estellencs,2026-08-19,36.5,25,45.5,26.3,0
Felanitx,2026-08-19,36.7,25.8,72.7,18.7,0
Fornalutx,2026-08-19,36.6,25.4,45.4,16.3,0
Inca,2026-08-19,35.8,25.4,71.6,21.2,0
Lloret de Vistalegre,2026-08-19,36.8,24.1,73.6,9.7,0
Lloseta,2026-08-19,34.8,23.5,72.4,43.2,0
Llubí,2026-08-19,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-19,,,,22.3,0
Manacor,2026-08-19,36.7,23.5,69.9,22.3,0
Mancor,2026-08-19,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-19,36.9,24.6,70.2,26.3,0
Marratxí,2026-08-19,34.4,25.2,76.6,20.1,0
Montuïri,2026-08-19,36.6,22.7,78.5,16.3,0
Muro,2026-08-19,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-19,34.3,26.5,79.1,12.2,0
Petra,2026-08-19,37.4,24.7,68.9,19.8,0
Pollença,2026-08-19,35.9,24,49.6,22.5,0
Porreres,2026-08-19,35.3,24.7,72.3,22.3,0
Sa Pobla,2026-08-19,37.7,25.4,66.8,14.8,0
Puigpunyent,2026-08-19,33.4,24.1,76.7,15.4,0
Ses Salines,2026-08-19,36.6,23.8,77.5,0,0
Sant Joan,2026-08-19,35.3,24.7,42,17.9,0
Sant Llorenç des Cardassar,2026-08-19,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-19,35.6,24.7,75.1,18.3,0
Santa Eugènia,2026-08-19,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-19,37.8,25.1,67.1,20.5,0
Santa María del Camí,2026-08-19,34,23.1,76,23.8,0
Santanyí,2026-08-19,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-19,NaN,NaN,NaN,NaN,NaN
Sineu,2026-08-19,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-19,36.3,24.1,58.6,30.6,0
Son Servera,2026-08-19,34.6,25.9,75.9,23.8,0
Valldemossa,2026-08-19,33.6,26,51.5,28.1,0
Vilafranca de Bonany,2026-08-19,35.2,24.9,76.1,34.2,0
