Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-24,25.5,23.3,74,63,0,0
Alcúdia,2025-07-24,26.7,20.8,86,61,23.8,0
Algaida,2025-07-24,25.9,19.4,90,64,34.2,0
Andratx,2025-07-24,29.3,22.3,77,52,24.8,0.3
Ariany,2025-07-24,-,-,-,-,-,-
Artà,2025-07-24,26.4,19.9,94,67,42.6,2.59
Banyalbufar,2025-07-24,27.2,19.2,97,68,28.8,5.31
Binissalem,2025-07-24,27.1,19.1,91,63,19.5,4.57
Búger,2025-07-24,26.7,19.6,91,61,21.9,2.29
Bunyola,2025-07-24,28.3,19.6,91,52,32.3,0
Calvià,2025-07-24,26.8,20.8,84,57,27.7,0
Campanet,2025-07-24,-,-,-,-,-,-
Campos,2025-07-24,27.6,22.2,84,63,56.3,0
Capdepera,2025-07-24,26.3,20.7,89,65,18,0
Consell,2025-07-24,-,-,-,-,-,-
Costitx,2025-07-24,28.2,18.6,99,63,15.8,0
Deià,2025-07-24,27.2,19.5,89,60,16.2,4.29
Escorca,2025-07-24,22.8,15.3,97,72,16.9,6.4
Esporles,2025-07-24,26.6,20.1,94,66,14.3,1.27
Estellencs,2025-07-24,-,-,-,-,-,-
Felanitx,2025-07-24,26.8,21.5,86,67,44.4,3
Fornalutx,2025-07-24,27.3,18.4,95,55,17.2,8.41
Inca,2025-07-24,28,19.5,93,61,11.1,2.01
Lloret,2025-07-24,26.1,18.9,95,70,9.3,0
Lloseta,2025-07-24,25.6,18.7,92,66,40,4.8
Llubí,2025-07-24,26.8,19.8,91,62,19.8,3.81
Llucmajor,2025-07-24,26.8,20.4,89,64,32,0
Manacor,2025-07-24,27,20.9,86,61,17.6,0
Mancor,2025-07-24,-,-,-,-,-,-
Maria,2025-07-24,-,-,-,-,-,-
Marratxí,2025-07-24,27.4,19.9,87,60,28,1.02
Montuïri,2025-07-24,26.4,19.7,96,73,21.9,0.2
Muro,2025-07-24,26.1,19.7,95,70,0,3.1
Palma,2025-07-24,28.2,21.5,81,60,29.9,0
Petra,2025-07-24,26.8,20.3,88,64,20.4,0.25
Pollença,2025-07-24,25.4,19.6,70,53,37,3.2
Porreres,2025-07-24,27.5,20.6,87,56,30.6,0
Sa Pobla,2025-07-24,27.5,20.6,90,60,17.2,2.79
Puigpunyent,2025-07-24,27.7,19.7,89,61,24.1,0.99
Ses   Salines,2025-07-24,26.4,22.7,87,70,40.7,0.76
Sant   Joan,2025-07-24,25.6,20.1,69,43,29,1.02
Sant   Llorenç,2025-07-24,26.9,21.1,88,65,11.3,0
Sencelles,2025-07-24,26.2,19.7,91,67,38.9,1.6
Santa   Eugènia,2025-07-24,30,19.9,90,53,10.3,0
Santa   Margalida,2025-07-24,26.5,20.1,90,64,30.2,3.61
Santa   Maria,2025-07-24,-,-,-,-,-,-
Santanyi,2025-07-24,27.5,22.8,87,68,19.5,0
Selva,2025-07-24,26.4,18.6,91,60,14,2.79
Sineu,2025-07-24,27.4,18.6,99,70,14.8,1.6
Sóller,2025-07-24,27.9,19.4,94,57,53.8,3.4
Son   Servera,2025-07-24,,,,,,
Valldemossa,2025-07-24,25.8,17.6,96,61,33.8,3.99
Villafranca,2025-07-24,,,,,0,0
