Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-06,20,15,90,59,0,7.11
Alcúdia,2025-11-06,21.4,14.2,94,56,30.2,9.91
Algaida,2025-11-06,19.1,13,98,64,47.2,9.19
Andratx,2025-11-06,19.4,18.8,64,56,19.8,3.99
Ariany,2025-11-06,-,-,-,-,-,-
Artà,2025-11-06,21.2,11.9,96,62,43.5,8.2
Banyalbufar,2025-11-06,20.2,14.1,97,65,36.7,8.41
Binissalem,2025-11-06,21.2,11.3,96,61,19.5,19.56
Búger,2025-11-06,21.7,13.8,95,58,19.3,19.56
Bunyola,2025-11-06,20.8,12.6,96,60,30.9,18.29
Calvià,2025-11-06,21.1,14.1,94,59,21.6,10.67
Campanet,2025-11-06,-,-,-,-,-,-
Campos,2025-11-06,20.4,14.9,96,68,69.2,10.59
Capdepera,2025-11-06,21.1,15,92,60,22.4,7.11
Consell,2025-11-06,-,-,-,-,-,-
Costitx,2025-11-06,20.2,12.1,99,70,15.4,14.2
Deià,2025-11-06,19.9,13.8,92,60,33.1,28.8
Escorca,2025-11-06,14.6,8,97,79,25.9,25.91
Esporles,2025-11-06,19.8,13.4,97,73,22.4,2.29
Estellencs,2025-11-06,-,-,-,-,-,-
Felanitx,2025-11-06,20.3,15.1,92,66,53.8,3.2
Fornalutx,2025-11-06,19.4,12.3,96,61,20.9,20.6
Inca,2025-11-06,21.3,14.2,93,58,16.9,9.19
Lloret,2025-11-06,20,12.3,99,67,25.9,0.51
Lloseta,2025-11-06,20,13.7,95,59,50,6.1
Llubí,2025-11-06,20.7,13.9,97,56,21.6,10.39
Llucmajor,2025-11-06,19.5,13.3,99,70,41.4,12.7
Manacor,2025-11-06,20.5,13.2,93,63,27.7,4.9
Mancor,2025-11-06,-,-,-,-,-,-
Maria,2025-11-06,20.5,13.5,99,65,28.1,4.8
Marratxí,2025-11-06,20.8,13.7,95,61,42,11.18
Montuïri,2025-11-06,19.6,12.2,99,72,33.5,10.39
Muro,2025-11-06,20.7,14.3,99,63,0,10.69
Palma,2025-11-06,20.7,14.3,96,65,27,22.91
Petra,2025-11-06,20.4,14.1,97,59,16.9,7.11
Pollença,2025-11-06,-,-,-,-,-,-
Porreres,2025-11-06,19.7,14.3,96,63,32.8,7.8
Sa Pobla,2025-11-06,21.9,14.9,95,58,15.4,13.97
Puigpunyent,2025-11-06,19.4,13.6,88,65,29.6,18.59
Ses   Salines,2025-11-06,20.8,15.4,88,67,50.1,3.05
Sant   Joan,2025-11-06,19.6,14.2,73,12,20.6,9.91
Sant   Llorenç,2025-11-06,21,11.4,99,86,4.8,3.3
Sencelles,2025-11-06,20.1,13.9,95,62,83.7,12.7
Santa   Eugènia,2025-11-06,21.9,13.1,99,59,22.7,11.43
Santa   Margalida,2025-11-06,20.6,14.5,96,59,31.3,10.11
Santa   Maria,2025-11-06,-,-,-,-,-,-
Santanyi,2025-11-06,21.8,14.8,99,70,10.1,4.8
Selva,2025-11-06,-,-,-,-,-,-
Sineu,2025-11-06,20.7,13.2,99,73,24.5,8.89
Sóller,2025-11-06,21.2,13.3,94,65,66.6,20.07
Son   Servera,2025-11-06,,,,,,
Valldemossa,2025-11-06,17.7,13.2,96,66,48.3,30.2
Villafranca,2025-11-06,,,,,0,5.89
