Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-04,14.5,7.5,76.8,0,3.05
Alcúdia,2026-02-04,15.9,7.3,86.7,18.4,2.49
Algaida,2026-02-04,13.5,8.1,90.4,31.3,13.21
Andratx,2026-02-04,15.1,10.5,79.9,18,4.8
Ariany,2026-02-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-04,14.2,7.3,91.8,24.1,1.8
Banyalbufar,2026-02-04,,,,19.5,0.51
Binissalem,2026-02-04,15.4,4.6,88.5,13.4,4.32
Búger,2026-02-04,16.1,5.1,86.4,20.4,3.05
Bunyola,2026-02-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-04,10.6,1.5,27.1,17.2,5.84
Campanet,2026-02-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-04,14.2,9.7,86,16.6,1.19
Consell,2026-02-04,14.2,5,90.8,25.9,6.86
Costitx,2026-02-04,14.1,6.9,94.8,14,4.6
Deià,2026-02-04,14.7,10,72.3,24.1,0.71
Escorca,2026-02-04,8.5,1.9,92.2,16.9,5
Esporles,2026-02-04,14.8,5.4,88.4,29.5,2.29
Estellencs,2026-02-04,15.7,9.7,72.9,22.3,2.01
Felanitx,2026-02-04,14.7,9.6,90.4,20.1,4.57
Fornalutx,2026-02-04,12.8,7.6,85.5,15.8,1.5
Inca,2026-02-04,16.2,8,86,16.3,2.49
Lloret de Vistalegre,2026-02-04,14.3,7.5,93.8,6.4,0.3
Lloseta,2026-02-04,15.2,6.3,85.7,48.6,1.91
Llubí,2026-02-04,15.7,6.7,86.4,16.2,2.79
Llucmajor,2026-02-04,13.5,7.2,94.2,28.1,5.79
Manacor,2026-02-04,14.9,8.5,85.9,22.7,2.31
Mancor,2026-02-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-04,15.2,7.3,91.6,18,0
Marratxí,2026-02-04,15.5,8.2,85.3,20.8,5.59
Montuïri,2026-02-04,14.5,5.7,95.1,27,6.1
Muro,2026-02-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-04,15.5,8.8,84.5,16.6,12.19
Petra,2026-02-04,15.1,7.1,87.7,20.1,1.78
Pollença,2026-02-04,14.7,6.6,62.2,17.7,1.78
Porreres,2026-02-04,14.9,8,86.7,20.2,5.59
Sa Pobla,2026-02-04,16.2,6.8,85.4,18.3,2.49
Puigpunyent,2026-02-04,12.2,7.8,88.9,19.3,6.6
Ses Salines,2026-02-04,14.8,7.2,88.8,13,3.81
Sant Joan,2026-02-04,14.3,8,53.9,24.3,1.78
Sant Llorenç des Cardassar,2026-02-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-04,14.8,7.2,90.7,18.7,5.33
Santa Eugènia,2026-02-04,15.9,3.7,90.3,17.9,5.59
Santa Margalida,2026-02-04,16.2,8.2,85.4,19.8,1.5
Santa María del Camí,2026-02-04,14.1,5.6,86.3,31.3,3.61
Santanyí,2026-02-04,15.3,7.7,94.4,11.1,5.11
Selva,2026-02-04,14.7,7.2,82.1,12.2,2.79
Sineu,2026-02-04,15,6.7,95.6,21.2,3.1
Sóller,2026-02-04,16.4,7.9,76.8,31.3,0
Son Servera,2026-02-04,15.3,9.7,83.1,22.7,2.31
Valldemossa,2026-02-04,12.5,7.6,82.3,27.7,0.51
Vilafranca de Bonany,2026-02-04,14.9,7.6,91.9,24.8,4.09
