Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-26,18.5,12.4,94,69,0,32.51
Alcúdia,2025-10-26,20.8,13.9,94,73,21.2,20.29
Algaida,2025-10-26,19.5,13.2,99,79,28.8,25.91
Andratx,2025-10-26,22.2,13.1,93,62,16.2,11.1
Ariany,2025-10-26,-,-,-,-,-,-
Artà,2025-10-26,18.2,13.4,99,87,33.8,17.6
Banyalbufar,2025-10-26,20.1,12.5,99,78,24.8,34.01
Binissalem,2025-10-26,17.6,11.2,97,92,13,27.69
Búger,2025-10-26,19,13.2,96,91,14.6,27.18
Bunyola,2025-10-26,20.1,11.4,97,65,16.6,15.24
Calvià,2025-10-26,21.6,12,96,65,24,14.22
Campanet,2025-10-26,-,-,-,-,-,-
Campos,2025-10-26,20.3,14.7,95,85,50.1,11.4
Capdepera,2025-10-26,20.6,14.2,97,79,14.8,22.4
Consell,2025-10-26,-,-,-,-,-,-
Costitx,2025-10-26,18.4,12.8,99,88,15.4,30.2
Deià,2025-10-26,20.2,12.8,95,65,10.8,39.6
Escorca,2025-10-26,13.5,8.9,98,97,9.7,32
Esporles,2025-10-26,20.1,11.2,99,80,16.3,11.43
Estellencs,2025-10-26,-,-,-,-,-,-
Felanitx,2025-10-26,20.4,14,95,80,35.2,14.81
Fornalutx,2025-10-26,18.4,11.8,98,76,15.8,35.61
Inca,2025-10-26,19.9,13.1,99,80,7.2,23.29
Lloret,2025-10-26,18.1,13.3,99,89,16.9,0
Lloseta,2025-10-26,18.2,12.3,99,85,30.2,23.6
Llubí,2025-10-26,18.8,13.9,98,78,13,27.71
Llucmajor,2025-10-26,21.1,13.7,98,71,39.6,12.4
Manacor,2025-10-26,19.6,12.9,98,80,11.9,19.3
Mancor,2025-10-26,-,-,-,-,-,-
Maria,2025-10-26,19.3,13.3,99,83,28.1,28.19
Marratxí,2025-10-26,19.3,12.4,96,82,24.8,18.8
Montuïri,2025-10-26,18.2,13.3,99,91,20.9,28.5
Muro,2025-10-26,19.7,14,99,79,0.3,27.41
Palma,2025-10-26,21.8,14.4,97,70,19.4,21.89
Petra,2025-10-26,18.6,13.6,96,84,15,21.59
Pollença,2025-10-26,20.4,12.9,82,53,38.9,42.39
Porreres,2025-10-26,19.8,14,96,78,30.2,19.61
Sa Pobla,2025-10-26,20,14.4,96,81,12.2,28.96
Puigpunyent,2025-10-26,20.8,11.6,90,70,32.2,14.2
Ses   Salines,2025-10-26,20.4,14.6,93,83,40.7,14.22
Sant   Joan,2025-10-26,19.8,14.2,69,15,22.7,19.3
Sant   Llorenç,2025-10-26,18,13.1,99,91,3.2,16.76
Sencelles,2025-10-26,18.6,13.4,97,87,31.5,19.41
Santa   Eugènia,2025-10-26,17.5,13,99,98,7.2,20.57
Santa   Margalida,2025-10-26,19.9,14.2,97,77,24.8,31.7
Santa   Maria,2025-10-26,-,-,-,-,-,-
Santanyi,2025-10-26,20.5,14.5,99,84,12.2,9.4
Selva,2025-10-26,-,-,-,-,-,-
Sineu,2025-10-26,18.9,13,99,94,10.5,30.71
Sóller,2025-10-26,20.1,12.4,95,74,20.9,22.86
Son   Servera,2025-10-26,,,,,,
Valldemossa,2025-10-26,19.2,10.7,97,70,37,27.61
Villafranca,2025-10-26,,,,,0,18.01
