Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-22,30.9,24,63.5,0,0
Alcúdia,2026-08-22,31.3,26,67.5,14.4,0
Algaida,2026-08-22,30.5,21.9,74.5,24.1,0
Andratx,2026-08-22,32.5,25.4,64.8,23,0
Ariany,2026-08-22,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-22,30.2,28.7,65.6,18.7,0
Banyalbufar,2026-08-22,29,25.4,73.8,12.6,0
Binissalem,2026-08-22,31.7,23.2,71.8,16.9,0
Búger,2026-08-22,31.2,24.1,72,26.2,0
Bunyola,2026-08-22,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-22,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-22,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-22,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-22,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-22,31.2,25.3,71.3,10.1,0
Consell,2026-08-22,31.7,23.1,71.8,23,0
Costitx,2026-08-22,33.9,22.3,77.1,9.3,0
Deià,2026-08-22,33.6,23.9,62.7,12.6,0
Escorca,2026-08-22,27.5,17,83.9,12.2,0
Esporles,2026-08-22,31.3,22.5,73,18.7,0
Estellencs,2026-08-22,33.4,24.9,63.1,14.4,0
Felanitx,2026-08-22,30.1,24.1,77.9,25.4,0
Fornalutx,2026-08-22,31,22.6,63.6,20.9,0.3
Inca,2026-08-22,34.2,24.5,69,9.3,1.8
Lloret de Vistalegre,2026-08-22,31.1,22.2,77.4,5,0
Lloseta,2026-08-22,30.7,23,74.5,27.4,0
Llubí,2026-08-22,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-22,,,,22.3,0.2
Manacor,2026-08-22,31.2,22.9,74.7,16.6,0
Mancor,2026-08-22,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-22,30.7,23.3,74.7,19.8,0
Marratxí,2026-08-22,33.2,23.6,68.4,23.7,0
Montuïri,2026-08-22,30.4,22.2,84.3,22.4,0
Muro,2026-08-22,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-22,33.1,25,70,21.2,0
Petra,2026-08-22,33.2,22.2,69.1,15,0
Pollença,2026-08-22,28.3,25,54.9,22.5,0
Porreres,2026-08-22,30.1,22.9,77.4,13.7,0
Sa Pobla,2026-08-22,30.7,25.5,68.6,13,0
Puigpunyent,2026-08-22,30.2,22,75.2,19.3,0
Ses Salines,2026-08-22,31.8,24.5,72,1.4,0
Sant Joan,2026-08-22,30.4,23.3,63.1,16.6,0
Sant Llorenç des Cardassar,2026-08-22,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-22,32.6,22.7,75,17.2,0
Santa Eugènia,2026-08-22,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-22,31.7,24.2,69.2,21.6,0
Santa María del Camí,2026-08-22,31.2,24,67.1,26.6,0
Santanyí,2026-08-22,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-22,NaN,NaN,NaN,NaN,NaN
Sineu,2026-08-22,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-22,34.2,25.1,62.1,27.4,0.41
Son Servera,2026-08-22,29.3,25.3,70,18.4,0
Valldemossa,2026-08-22,30.5,21.7,69.6,12.2,0
Vilafranca de Bonany,2026-08-22,30.2,23.1,77.8,23,0
