Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-17,20.7,14.7,86,68,0,0.25
Alcúdia,2025-10-17,24.7,13.9,95,50,11.5,0
Algaida,2025-10-17,23.4,14,93,50,13.3,7.9
Andratx,2025-10-17,25.6,16.8,83,50,11.2,1.09
Ariany,2025-10-17,-,-,-,-,-,-
Artà,2025-10-17,25.1,11.6,100,58,16.7,0.2
Banyalbufar,2025-10-17,23.3,15.1,94,68,4.3,0
Binissalem,2025-10-17,26.2,12.3,98,50,7.6,0.25
Búger,2025-10-17,25.7,13.5,96,48,12.9,0
Bunyola,2025-10-17,25.3,13.9,96,48,10.1,3.3
Calvià,2025-10-17,24.1,15.5,93,52,17.2,10.67
Campanet,2025-10-17,-,-,-,-,-,-
Campos,2025-10-17,25.4,12.6,98,56,29.6,0
Capdepera,2025-10-17,24.4,16.2,91,53,13,0
Consell,2025-10-17,17.2,17.2,51,51,3.9,0
Costitx,2025-10-17,26,12.3,99,50,6.9,0
Deià,2025-10-17,23.4,17.1,75,58,6.1,0
Escorca,2025-10-17,18.7,6.2,99,74,9,0.2
Esporles,2025-10-17,24.3,13.6,97,59,11.9,0
Estellencs,2025-10-17,-,-,-,-,-,-
Felanitx,2025-10-17,24.6,15.1,92,55,22.5,0
Fornalutx,2025-10-17,22.6,14.9,83,55,12.2,0
Inca,2025-10-17,24.9,16,87,54,9.3,0
Lloret,2025-10-17,24.3,13.9,96,53,3.5,0
Lloseta,2025-10-17,23.9,15,93,54,17.6,0
Llubí,2025-10-17,24.5,12.3,97,50,8.6,0
Llucmajor,2025-10-17,23.7,14.7,93,55,12.2,0
Manacor,2025-10-17,24.3,13.1,98,55,15.1,0
Mancor,2025-10-17,-,-,-,-,-,-
Maria,2025-10-17,23.4,16.8,86,54,9.7,0
Marratxí,2025-10-17,27.1,15.9,89,47,10,1.78
Montuïri,2025-10-17,23.4,10.3,99,63,24.5,10.9
Muro,2025-10-17,25.1,15,94,57,0,0
Palma,2025-10-17,25,15.9,89,54,10.4,0
Petra,2025-10-17,25.5,12.6,97,43,12.2,0.25
Pollença,2025-10-17,22.2,15.4,70,43,19.3,0.2
Porreres,2025-10-17,25.4,14.1,93,48,16.2,16.99
Sa Pobla,2025-10-17,26.6,14.1,92,48,8.5,0
Puigpunyent,2025-10-17,23.3,12.6,91,60,9.7,0
Ses   Salines,2025-10-17,23.1,15.4,91,63,20.9,0.25
Sant   Joan,2025-10-17,23.4,14.8,71,28,11.9,8.13
Sant   Llorenç,2025-10-17,32.8,12.9,99,44,3.2,0
Sencelles,2025-10-17,23.7,13,94,55,18.5,0
Santa   Eugènia,2025-10-17,26.9,10.6,99,44,9.7,7.87
Santa   Margalida,2025-10-17,24,16.3,86,52,9.7,5.79
Santa   Maria,2025-10-17,-,-,-,-,-,-
Santanyi,2025-10-17,25.9,14.7,98,56,3.2,0
Selva,2025-10-17,17.3,16.8,79,74,9.3,0
Sineu,2025-10-17,25.2,12.8,99,55,6.1,0
Sóller,2025-10-17,23.4,15.2,83,56,13,0
Son   Servera,2025-10-17,,,,,,
Valldemossa,2025-10-17,21.1,13.6,90,60,13,0
Villafranca,2025-10-17,,,,,0,1.8
