Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-21,37.2,24,23.1,0,0
Alcúdia,2026-06-21,33.6,22.6,55.8,9.7,0
Algaida,2026-06-21,35.9,21.4,44.3,23,0
Andratx,2026-06-21,38.2,28.1,29.6,27,0
Ariany,2026-06-21,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-21,34.6,21.4,51.9,17.2,0
Banyalbufar,2026-06-21,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-21,37.9,21.3,36.8,14.3,0
Búger,2026-06-21,39.3,21.6,38.1,15.4,0
Bunyola,2026-06-21,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-21,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-21,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-21,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-21,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-21,33.1,23.2,56.8,15.4,0
Consell,2026-06-21,38.2,22.7,34.9,18.3,0
Costitx,2026-06-21,39.9,21.6,44.6,10.8,0
Deià,2026-06-21,36.6,25.3,36.9,15.1,0
Escorca,2026-06-21,32.8,19.3,39.6,11.9,0
Esporles,2026-06-21,38.6,23.7,38.6,20.6,0
Estellencs,2026-06-21,33.6,24.1,36.6,20.2,0
Felanitx,2026-06-21,34.6,21.9,51.4,25.1,0
Fornalutx,2026-06-21,35.9,25.4,31.9,0.6,0
Inca,2026-06-21,39,25.1,36.3,15.4,0
Lloret de Vistalegre,2026-06-21,36.3,20.4,48.2,6.1,0
Lloseta,2026-06-21,37.5,22.5,34.5,21.6,0
Llubí,2026-06-21,38.9,20.9,39.5,10.4,0
Llucmajor,2026-06-21,,,,23.8,0
Manacor,2026-06-21,35.6,20.2,54.7,17.3,0
Mancor,2026-06-21,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-21,35.4,22.7,45,21.6,0
Marratxí,2026-06-21,39.8,24.9,33,23,0
Montuïri,2026-06-21,35.6,17.5,54.8,22.7,0
Muro,2026-06-21,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-21,37.1,26.7,41.2,16.2,0
Petra,2026-06-21,37,20.4,46.5,15.4,0
Pollença,2026-06-21,33.3,23.7,31.4,17.7,0
Porreres,2026-06-21,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-21,37.4,22,41.2,8.7,0
Puigpunyent,2026-06-21,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-21,35.8,22.7,49.9,11.2,0
Sant Joan,2026-06-21,34.9,22.2,45.5,16.3,0
Sant Llorenç des Cardassar,2026-06-21,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-21,38.3,23.3,39.6,14.8,0
Santa Eugènia,2026-06-21,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-21,37.3,23.2,43.1,14.4,0
Santa María del Camí,2026-06-21,37.4,22.9,32.3,20.5,0
Santanyí,2026-06-21,,,,9.7,0
Selva,2026-06-21,37.2,22.2,32,10.3,0
Sineu,2026-06-21,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-21,35.4,26.4,37.2,23,0
Son Servera,2026-06-21,31.6,22.8,54.6,13,0
Valldemossa,2026-06-21,36,25.8,28.4,15.5,0
Vilafranca de Bonany,2026-06-21,34.9,23.3,51,20.5,0
