Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-14,18,8.6,71.8,0,0
Alcúdia,2026-01-14,19,6.8,87.1,7.9,0.2
Algaida,2026-01-14,18.1,8.7,86.3,13.7,0.3
Andratx,2026-01-14,19.1,10.1,77.8,10.4,0
Ariany,2026-01-14,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-14,18.9,7.6,92,13,0
Banyalbufar,2026-01-14,,,,12.2,0
Binissalem,2026-01-14,19.2,4.7,87.1,6.1,0
Búger,2026-01-14,19.2,5.1,85,13.7,0
Bunyola,2026-01-14,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-14,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-14,19.9,8.9,81.7,11.7,0
Campanet,2026-01-14,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-14,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-14,18,11.3,88.3,15.1,0
Consell,2026-01-14,18.3,4.1,89.6,11.1,0.25
Costitx,2026-01-14,18.9,7.3,94.2,7.2,0.2
Deià,2026-01-14,17.3,10.8,63.4,16.2,0
Escorca,2026-01-14,11.4,1.2,85.2,0,0
Esporles,2026-01-14,17.9,6.1,92.3,12.6,0
Estellencs,2026-01-14,18.4,9.2,70,13.7,0
Felanitx,2026-01-14,19.3,9.4,86.3,12.9,0
Fornalutx,2026-01-14,16.4,9.3,71,10.1,0
Inca,2026-01-14,19.4,8.6,77.5,7.9,0
Lloret de Vistalegre,2026-01-14,20.3,8.6,91,2.1,0
Lloseta,2026-01-14,17.8,7.9,78.8,20.9,0
Llubí,2026-01-14,19.8,4.9,87.4,7.2,0
Llucmajor,2026-01-14,18.3,9.1,91.4,11.5,0.2
Manacor,2026-01-14,19.9,7.3,83.6,11.2,0
Mancor,2026-01-14,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-14,18.9,9.3,90,10.4,0
Marratxí,2026-01-14,20.2,9.7,82.8,11.4,0
Montuïri,2026-01-14,19.2,2.9,92,13,0.3
Muro,2026-01-14,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-14,18.1,9.5,87.7,9.7,0
Petra,2026-01-14,19.4,6.3,87.3,11.7,0.25
Pollença,2026-01-14,17.9,7.9,59.9,11.3,0
Porreres,2026-01-14,18.8,7.5,86.2,12.2,0.2
Sa Pobla,2026-01-14,19.9,6.2,81.9,9.7,0
Puigpunyent,2026-01-14,17.6,10.1,75,10.8,0
Ses Salines,2026-01-14,19,7.9,92.4,4.7,0.3
Sant Joan,2026-01-14,18.9,7.3,43.4,9.5,0.25
Sant Llorenç des Cardassar,2026-01-14,13.3,5.1,97,0,22.35
Sencelles,2026-01-14,19,5.9,89.5,9.3,0
Santa Eugènia,2026-01-14,19.7,2.5,90.6,10.9,0
Santa Margalida,2026-01-14,20.2,8,85.9,9,0.3
Santa María del Camí,2026-01-14,18,7,82,13,0
Santanyí,2026-01-14,19.5,9.4,94.7,0,0
Selva,2026-01-14,19.6,9,72.8,10.3,0
Sineu,2026-01-14,19.7,5.4,95.1,4,0.3
Sóller,2026-01-14,18.4,9.3,74,16.9,0
Son Servera,2026-01-14,17.9,10.4,87.7,12.6,0.3
Valldemossa,2026-01-14,15.7,8.9,71.1,27.7,0
Vilafranca de Bonany,2026-01-14,18.3,9.1,89.3,14.8,0.51
