Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-11,29.7,17.7,60,0,0
Alcúdia,2026-09-11,29.8,16.9,67.3,11.9,0
Algaida,2026-09-11,29.6,17.1,61.1,22,0
Andratx,2026-09-11,29.8,19.6,60.7,14.8,0
Ariany,2026-09-11,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-11,30.7,15.9,70.2,15.1,0
Banyalbufar,2026-09-11,28,18.5,74.7,6.1,0
Binissalem,2026-09-11,32.1,15.4,68.9,11.6,0
Búger,2026-09-11,30.7,16.1,67.4,23,0
Bunyola,2026-09-11,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-11,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-11,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-11,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-11,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-11,29.1,19.1,62.4,14.3,0
Consell,2026-09-11,30.9,15.3,68.3,19.8,0
Costitx,2026-09-11,31.7,15.4,69.3,10.5,0
Deià,2026-09-11,28.8,20.4,61.8,11.5,0
Escorca,2026-09-11,24.9,10.6,78.8,2.2,0
Esporles,2026-09-11,27.8,22.8,59.1,16.3,0
Estellencs,2026-09-11,28.8,20.1,60.8,14.8,0
Felanitx,2026-09-11,30,17.8,61.6,14.6,0
Fornalutx,2026-09-11,27.8,18.2,67.9,14.3,0
Inca,2026-09-11,33,18.9,61,16.3,0
Lloret de Vistalegre,2026-09-11,31.6,16,66.9,6.9,0
Lloseta,2026-09-11,30.1,16.8,66,23,0
Llubí,2026-09-11,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-09-11,,,,17.3,0
Manacor,2026-09-11,29.6,16.1,65.9,18,0
Mancor,2026-09-11,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-11,28.9,17.9,66.8,18,0
Marratxí,2026-09-11,31.8,18.8,61.8,16.1,0
Montuïri,2026-09-11,30.4,14.6,73.5,11.9,0
Muro,2026-09-11,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-11,29.8,20.1,66.2,13.7,0
Petra,2026-09-11,32,16.2,63.4,13.2,0
Pollença,2026-09-11,27.2,18.6,50.1,17.7,0
Porreres,2026-09-11,30.3,17,62.4,16.2,0
Sa Pobla,2026-09-11,30.1,17.1,65.3,7.9,0
Puigpunyent,2026-09-11,29,18.5,65.5,14,0
Ses Salines,2026-09-11,31.1,16.9,62.2,0,0
Sant Joan,2026-09-11,29.2,17.3,54.7,13.8,0
Sant Llorenç des Cardassar,2026-09-11,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-11,32.1,16.1,66.4,11.9,0
Santa Eugènia,2026-09-11,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-11,30.3,18.1,62.2,19.4,0
Santa María del Camí,2026-09-11,30.3,16.7,63.2,18.7,0
Santanyí,2026-09-11,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-11,NaN,NaN,NaN,NaN,NaN
Sineu,2026-09-11,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-11,28.4,19.1,66.3,21.2,0
Son Servera,2026-09-11,29,18.3,60.4,17.6,0
Valldemossa,2026-09-11,26,18.9,64.9,7.2,0
Vilafranca de Bonany,2026-09-11,29.8,18.4,64.3,24.8,0
