Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-28,37.5,24,35.4,0,0
Alcúdia,2026-06-28,33.7,22.1,70.3,13.3,0
Algaida,2026-06-28,36.5,21.8,54.7,22,0
Andratx,2026-06-28,36.7,24.1,48.4,16.2,0
Ariany,2026-06-28,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-28,34.7,20.2,67.4,19.8,0
Banyalbufar,2026-06-28,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-28,38.8,20.2,50.5,14.8,0
Búger,2026-06-28,39.2,21,55.1,25.9,0
Bunyola,2026-06-28,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-28,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-28,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-28,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-28,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-28,32.2,24.2,76.7,16.6,0
Consell,2026-06-28,38.1,20.2,50,21.6,0
Costitx,2026-06-28,39.9,21,61,10.1,0
Deià,2026-06-28,34.3,24.4,57.2,11.2,0
Escorca,2026-06-28,32.8,15.9,54.2,14.8,0
Esporles,2026-06-28,36.9,22.2,59.1,20.6,0
Estellencs,2026-06-28,35.2,22,65.1,13,0
Felanitx,2026-06-28,35.2,23.4,62.8,20.1,0
Fornalutx,2026-06-28,36,23.1,53.7,0,0
Inca,2026-06-28,38.7,23.9,51.1,22.4,0
Lloret de Vistalegre,2026-06-28,36.5,21.5,63.5,6.4,0
Lloseta,2026-06-28,37.5,21.6,48.4,27.4,0
Llubí,2026-06-28,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-06-28,,,,23.4,0
Manacor,2026-06-28,34.8,22.7,67.8,16.9,0
Mancor,2026-06-28,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-28,35.4,22.7,64.4,21.6,0
Marratxí,2026-06-28,38.3,23.8,49.3,18.3,0
Montuïri,2026-06-28,36.3,21.4,64,15.4,0
Muro,2026-06-28,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-28,36.6,25.6,58.3,18.7,0
Petra,2026-06-28,38.2,23,58.2,21.1,0
Pollença,2026-06-28,33.5,23.5,43,22.5,0
Porreres,2026-06-28,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-28,37.7,22.6,57.9,10.5,0
Puigpunyent,2026-06-28,35.1,23.9,46,17.2,0
Ses Salines,2026-06-28,35.1,22.6,64.9,9.4,0
Sant Joan,2026-06-28,35.1,22.6,33.9,14.6,0
Sant Llorenç des Cardassar,2026-06-28,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-28,38.7,21.3,54.8,16.9,0
Santa Eugènia,2026-06-28,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-28,37.1,23.1,61.7,17.3,0
Santa María del Camí,2026-06-28,37.3,21,47.4,28.1,0
Santanyí,2026-06-28,,,,7.2,0
Selva,2026-06-28,37.7,22.9,45.5,10.3,0
Sineu,2026-06-28,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-28,37.8,22.6,62.8,28.4,0
Son Servera,2026-06-28,30.9,24.1,73,14.4,0
Valldemossa,2026-06-28,35.1,23.4,51.1,19.4,0
Vilafranca de Bonany,2026-06-28,35.1,22.9,64.9,21.2,0
