Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-07,20.9,12,76,49,0,0
Alcúdia,2025-11-07,21.9,12,93,49,28.1,0
Algaida,2025-11-07,19.8,13,82,51,20.5,0
Andratx,2025-11-07,21.7,14.1,75,45,15.8,0
Ariany,2025-11-07,-,-,-,-,-,-
Artà,2025-11-07,21.8,10.1,95,52,20.9,0
Banyalbufar,2025-11-07,19.6,13.1,91,61,11.1,0
Binissalem,2025-11-07,22.1,9.2,94,49,10.1,0
Búger,2025-11-07,22.9,9.6,93,48,20.4,0
Bunyola,2025-11-07,20.9,11.7,96,48,17.7,0.25
Calvià,2025-11-07,22.8,12.2,85,43,16.4,0
Campanet,2025-11-07,-,-,-,-,-,-
Campos,2025-11-07,-,-,-,-,-,-
Capdepera,2025-11-07,21.2,14.5,79,54,17.7,0
Consell,2025-11-07,-,-,-,-,-,-
Costitx,2025-11-07,20.6,10.6,99,58,10.5,0.3
Deià,2025-11-07,20.7,14.5,78,54,12.2,0
Escorca,2025-11-07,13.9,9.9,90,73,19.4,0
Esporles,2025-11-07,19.5,11.7,93,66,20.9,0
Estellencs,2025-11-07,-,-,-,-,-,-
Felanitx,2025-11-07,20.2,14.9,79,52,33.3,0
Fornalutx,2025-11-07,18.4,12.5,86,60,10.5,0
Inca,2025-11-07,23,13.1,86,48,12.2,0
Lloret,2025-11-07,21.9,10.9,98,56,5.5,0
Lloseta,2025-11-07,20.2,10.1,90,53,36,0
Llubí,2025-11-07,21.8,11.4,91,45,11.5,0
Llucmajor,2025-11-07,20.4,12.2,90,55,18.7,0
Manacor,2025-11-07,21.2,10.6,95,48,14.8,0
Mancor,2025-11-07,-,-,-,-,-,-
Maria,2025-11-07,21.6,13,89,52,18,0
Marratxí,2025-11-07,22.9,13.1,84,46,17.5,0
Montuïri,2025-11-07,20.9,8.8,99,55,24.8,0.3
Muro,2025-11-07,21.8,12.8,88,54,0,0
Palma,2025-11-07,21.8,14.7,86,53,13,0
Petra,2025-11-07,21.7,11.6,93,45,13.7,7.11
Pollença,2025-11-07,-,-,-,-,-,-
Porreres,2025-11-07,21.3,12.6,82,47,15.8,0
Sa Pobla,2025-11-07,22,12.4,88,48,12.9,0
Puigpunyent,2025-11-07,19.1,11.1,86,57,22.5,0
Ses   Salines,2025-11-07,20.5,11.3,86,62,29.6,0
Sant   Joan,2025-11-07,20.2,12.9,73,49,14.8,0
Sant   Llorenç,2025-11-07,23.6,9.7,99,64,3.5,0
Sencelles,2025-11-07,20.2,12.3,90,56,22.5,0.25
Santa   Eugènia,2025-11-07,22,9.6,99,53,19,0
Santa   Margalida,2025-11-07,21.9,12.8,84,48,14.8,0
Santa   Maria,2025-11-07,-,-,-,-,-,-
Santanyi,2025-11-07,21.8,11.2,97,62,0,0.51
Selva,2025-11-07,-,-,-,-,-,-
Sineu,2025-11-07,20.9,10.4,99,63,14.8,0
Sóller,2025-11-07,19.6,12.9,87,61,19.3,0
Son   Servera,2025-11-07,,,,,,
Valldemossa,2025-11-07,17.4,12.5,82,62,22.5,0
Villafranca,2025-11-07,,,,,0,0.2
