Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-27,13.6,6,68,43,0,0
Alcúdia,2025-11-27,14.3,5.9,81,45,32.8,0
Algaida,2025-11-27,13.5,4.8,81,48,25.6,0
Andratx,2025-11-27,14.3,6.2,87,55,20.5,2.01
Ariany,2025-11-27,-,-,-,-,-,-
Artà,2025-11-27,-,-,-,-,-,-
Banyalbufar,2025-11-27,12.1,7.1,93,62,13,3.99
Binissalem,2025-11-27,15.6,2.8,92,45,14,0.25
Búger,2025-11-27,20.6,5.2,86,37,16.9,0
Bunyola,2025-11-27,13.9,4.7,85,48,29.9,0
Calvià,2025-11-27,14.1,4.9,93,54,22.2,2.03
Campanet,2025-11-27,-,-,-,-,-,-
Campos,2025-11-27,-,-,-,-,-,-
Capdepera,2025-11-27,12.5,10.3,68,50,34.6,0
Consell,2025-11-27,-,-,-,-,-,-
Costitx,2025-11-27,14.3,3.8,98,57,11.9,0.79
Deià,2025-11-27,13.9,8.6,67,48,14.8,0
Escorca,2025-11-27,7.1,3.6,84,66,21.6,0
Esporles,2025-11-27,12.9,5.1,94,64,21.2,0.51
Estellencs,2025-11-27,-,-,-,-,-,-
Felanitx,2025-11-27,-,-,-,-,-,-
Fornalutx,2025-11-27,13,6.4,79,54,25.3,0
Inca,2025-11-27,16,7,83,47,7.9,1.19
Lloret,2025-11-27,15.1,6.2,87,56,9.7,0
Lloseta,2025-11-27,14,5.2,88,44,34.9,1.4
Llubí,2025-11-27,14.2,4.8,82,53,14.8,0
Llucmajor,2025-11-27,14,5.6,80,50,29.9,0
Manacor,2025-11-27,13.3,5.3,84,46,20.9,0
Mancor,2025-11-27,-,-,-,-,-,-
Maria,2025-11-27,13.7,7.3,77,56,27,0
Marratxí,2025-11-27,16.8,6,80,36,17.5,0
Montuïri,2025-11-27,13.6,2,98,65,25.3,0.51
Muro,2025-11-27,12.9,6.1,82,60,0,0
Palma,2025-11-27,14,7.4,86,50,22,0.2
Petra,2025-11-27,13.5,5.9,81,47,17.9,2.79
Pollença,2025-11-27,12.3,8.8,51,37,45.1,0
Porreres,2025-11-27,14.2,5.7,78,51,28.4,0
Sa Pobla,2025-11-27,-,-,-,-,-,-
Puigpunyent,2025-11-27,-,-,-,-,-,-
Ses   Salines,2025-11-27,-,-,-,-,-,-
Sant   Joan,2025-11-27,13.3,6.8,74,55,21.2,0
Sant   Llorenç,2025-11-27,,,0,0,6.6,0
Sencelles,2025-11-27,-,-,-,-,-,-
Santa   Eugènia,2025-11-27,17.8,2.1,97,42,8.2,0
Santa   Margalida,2025-11-27,13.2,7.6,72,50,28.4,0
Santa   Maria,2025-11-27,-,-,-,-,-,-
Santanyi,2025-11-27,14,3.3,96,58,0,0
Selva,2025-11-27,15.6,6.6,88,44,11.7,1.78
Sineu,2025-11-27,14.3,4.8,93,66,13,0
Sóller,2025-11-27,-,-,-,-,-,-
Son   Servera,2025-11-27,,,,,,
Valldemossa,2025-11-27,-,-,-,-,-,-
Villafranca,2025-11-27,,,,,0,0
