Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-19,15.7,12.4,46.7,0,0
Alcúdia,2026-02-19,17.1,12.7,52.4,59.8,0
Algaida,2026-02-19,13.9,11.9,56.7,49.3,0
Andratx,2026-02-19,16.3,13.4,53.3,27.7,0
Ariany,2026-02-19,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-19,14.9,12.2,59.2,49.7,0
Banyalbufar,2026-02-19,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-02-19,15.6,12.6,52.7,34.9,78.23
Búger,2026-02-19,17.6,13.5,49.3,49.2,0
Bunyola,2026-02-19,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-19,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-19,1.5,1.5,15,32.7,0
Campanet,2026-02-19,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-19,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-19,15.6,12.8,52.6,43.1,0
Consell,2026-02-19,15.8,12.5,53.7,49.7,0
Costitx,2026-02-19,15.6,11.3,60,24.5,0
Deià,2026-02-19,15.2,11.2,58.1,26.6,0
Escorca,2026-02-19,9.4,5.1,77.6,41.4,0
Esporles,2026-02-19,15.1,12.3,64.8,39.3,0
Estellencs,2026-02-19,16,11.7,60,24.1,0
Felanitx,2026-02-19,16.5,12.2,56.7,32.3,0
Fornalutx,2026-02-19,14,9.3,65.5,22.4,0
Inca,2026-02-19,16.3,13.2,52.4,36.7,0
Lloret de Vistalegre,2026-02-19,15.7,11.6,59.4,7.6,0
Lloseta,2026-02-19,16.8,12,51.6,103.3,0.1
Llubí,2026-02-19,16.2,12.5,49,28.8,0
Llucmajor,2026-02-19,14.9,12.7,53,39.2,0
Manacor,2026-02-19,16.2,11.3,57.1,23.4,0
Mancor,2026-02-19,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-19,15.2,11.9,55.8,24.1,0
Marratxí,2026-02-19,16.2,12.6,53.1,43.8,0
Montuïri,2026-02-19,14.4,10.5,63.2,43.1,0
Muro,2026-02-19,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-19,16.8,14,53.1,38.2,0
Petra,2026-02-19,16.5,12.2,52,42,0
Pollença,2026-02-19,15.8,11.9,41,41.8,0
Porreres,2026-02-19,15.5,12.2,54.1,46.8,0
Sa Pobla,2026-02-19,17,13.3,51.7,46.8,0
Puigpunyent,2026-02-19,13.7,10.5,58.9,23.3,0
Ses Salines,2026-02-19,16.2,11.9,62.2,12.6,0
Sant Joan,2026-02-19,15,12.3,54.7,37.7,0
Sant Llorenç des Cardassar,2026-02-19,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-19,16.3,12.8,54.1,32.3,0
Santa Eugènia,2026-02-19,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-02-19,16.4,13.3,51.5,30.6,0
Santa María del Camí,2026-02-19,15.5,12.5,52.4,78.5,0
Santanyí,2026-02-19,16.9,12.6,64.4,21.9,0
Selva,2026-02-19,15.9,11.9,50.3,26.9,0
Sineu,2026-02-19,NaN,NaN,NaN,NaN,NaN
Sóller,2026-02-19,16.9,12.5,56.9,41,0
Son Servera,2026-02-19,15.9,12.7,50.4,34.6,0
Valldemossa,2026-02-19,12.8,9.3,66.4,23.8,0
Vilafranca de Bonany,2026-02-19,15.4,12.1,58.9,40.7,0
