Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-16,16.4,9.9,42.6,0,0
Alcúdia,2026-03-16,18.1,8.1,50.5,47.9,0
Algaida,2026-03-16,17.5,9.2,49.4,29.5,0
Andratx,2026-03-16,17.7,9.4,58,22.7,0
Ariany,2026-03-16,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-16,16.5,8.5,60.9,40.7,0
Banyalbufar,2026-03-16,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-16,20.2,5.9,47.7,16.3,0
Búger,2026-03-16,18.8,5.5,52.6,29.5,0
Bunyola,2026-03-16,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-16,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-16,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-16,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-16,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-16,17.3,10.3,55,33.2,0
Consell,2026-03-16,19,8.3,48.8,21.9,0
Costitx,2026-03-16,18.9,8,56.9,14.3,0
Deià,2026-03-16,17.5,9.6,56,13.7,0
Escorca,2026-03-16,11.5,5.3,57.4,27,0
Esporles,2026-03-16,16.2,7.7,67.6,24.1,0
Estellencs,2026-03-16,16.2,8.7,60.7,14.4,0
Felanitx,2026-03-16,18.4,10.2,49.9,32,0
Fornalutx,2026-03-16,15.2,8.5,60,23,0
Inca,2026-03-16,20.8,9.6,48.8,12.2,0
Lloret de Vistalegre,2026-03-16,19.6,8.4,56.3,6.9,0
Lloseta,2026-03-16,18.3,6.5,47.4,44.6,0
Llubí,2026-03-16,19.3,7.5,48.8,18.7,0
Llucmajor,2026-03-16,,,,42.5,0
Manacor,2026-03-16,17.7,7.1,51.6,27.7,0
Mancor,2026-03-16,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-16,17,9.5,52.6,33.5,0
Marratxí,2026-03-16,19.7,9,48.1,22.5,0
Montuïri,2026-03-16,17.9,5.6,62.7,44.6,0
Muro,2026-03-16,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-16,18.4,11.3,49.4,25.2,0
Petra,2026-03-16,18.4,8,51.7,25.9,2.29
Pollença,2026-03-16,16.7,11.1,38.7,45.1,0
Porreres,2026-03-16,18.3,9.4,47.8,36.4,0
Sa Pobla,2026-03-16,18.7,7.9,51.4,30.6,0
Puigpunyent,2026-03-16,17.6,9,49.2,23,0
Ses Salines,2026-03-16,20.2,8.7,54.7,7.2,0
Sant Joan,2026-03-16,17.7,10.6,51.8,19.3,0
Sant Llorenç des Cardassar,2026-03-16,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-16,19.9,8.5,50.8,16.3,0
Santa Eugènia,2026-03-16,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-16,18,9.5,50.3,29.9,0
Santa María del Camí,2026-03-16,18.4,8.5,46.8,33.8,0
Santanyí,2026-03-16,19.2,9.1,56.2,24.5,0
Selva,2026-03-16,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-16,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-16,16.1,7.5,61.2,37.1,0
Son Servera,2026-03-16,17.7,11.1,47.3,41.4,0
Valldemossa,2026-03-16,13.6,8.7,63.2,27,0
Vilafranca de Bonany,2026-03-16,18.1,9.7,54.1,36.7,0
