Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-18,22.3,11.6,60.8,0,0
Alcúdia,2026-05-18,23.5,11,69.6,18,0
Algaida,2026-05-18,22.3,12.7,67.2,22,0
Andratx,2026-05-18,22.6,13.2,70.9,10.4,0
Ariany,2026-05-18,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-18,25,9.6,73.4,18.7,0
Banyalbufar,2026-05-18,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-18,25.1,9.2,71.8,9.3,0
Búger,2026-05-18,27.4,8.1,66,17.5,0
Bunyola,2026-05-18,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-18,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-18,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-18,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-18,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-18,22.2,14.2,69.1,24.5,0
Consell,2026-05-18,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-18,24.2,10.7,73.9,11.9,0
Deià,2026-05-18,22.6,14.2,59.2,15.5,0
Escorca,2026-05-18,17.9,3.6,81.5,0,0
Esporles,2026-05-18,23.9,10.3,78.2,14.3,0
Estellencs,2026-05-18,23,12.3,62.7,19.1,0
Felanitx,2026-05-18,23.4,13.3,65.7,17.9,0
Fornalutx,2026-05-18,22.1,12.1,66.9,18.3,0
Inca,2026-05-18,23.3,12.3,66.8,15.4,0
Lloret de Vistalegre,2026-05-18,23.5,10.9,72.7,7.2,0
Lloseta,2026-05-18,21.8,10.4,71.5,35.6,0
Llubí,2026-05-18,24.4,9.9,65.5,14.8,0
Llucmajor,2026-05-18,,,,19.8,0
Manacor,2026-05-18,23.3,10.4,68.2,19.8,0
Mancor,2026-05-18,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-18,23.8,12,73.9,16.9,0
Marratxí,2026-05-18,21.8,12.8,70,17.2,0
Montuïri,2026-05-18,23.6,7.3,75.7,29.5,0
Muro,2026-05-18,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-18,22.9,14.1,74.6,11.5,0
Petra,2026-05-18,23.2,16.2,64.1,11.4,0
Pollença,2026-05-18,21.3,11.9,55.1,20.9,0
Porreres,2026-05-18,23.2,11.7,67,22.3,0
Sa Pobla,2026-05-18,25.7,10.8,65.2,14.8,0
Puigpunyent,2026-05-18,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-18,24.1,11.5,70,7.9,0
Sant Joan,2026-05-18,22.3,11.6,61.1,14.2,0
Sant Llorenç des Cardassar,2026-05-18,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-18,24,10.9,68.8,16.3,0
Santa Eugènia,2026-05-18,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-18,24.9,11.9,66.3,13,0
Santa María del Camí,2026-05-18,22.6,10.3,69.5,20.5,0
Santanyí,2026-05-18,,,,3.5,0
Selva,2026-05-18,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-18,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-18,24.2,11.9,65.9,22.3,0
Son Servera,2026-05-18,22.4,12,68.1,29.9,0
Valldemossa,2026-05-18,19.9,12.3,71.9,18.7,0
Vilafranca de Bonany,2026-05-18,23.3,12.2,70.8,29.5,0
