Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-30,33,21,56.9,0,0
Alcúdia,2026-08-30,32.7,20.7,70.7,13.3,0
Algaida,2026-08-30,32.5,21.5,67,28.4,0
Andratx,2026-08-30,32.1,21.7,65.4,12.2,0
Ariany,2026-08-30,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-30,,,,24.5,0
Banyalbufar,2026-08-30,29.8,21.2,76.8,8.7,0
Binissalem,2026-08-30,35.1,17.8,68.4,10.1,0
Búger,2026-08-30,36,18.6,64.4,19,0
Bunyola,2026-08-30,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-30,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-30,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-30,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-30,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-30,30.9,24.5,70.6,21.9,0
Consell,2026-08-30,33.2,18.1,69.4,18.3,0
Costitx,2026-08-30,35.4,19,73.9,12.2,0
Deià,2026-08-30,31.2,22.7,65.4,11.5,0
Escorca,2026-08-30,28.5,12,71.5,10.4,0
Esporles,2026-08-30,32.3,19.9,73.6,14.3,0
Estellencs,2026-08-30,30.2,22.4,67.3,12.2,0
Felanitx,2026-08-30,33.1,21.3,69,19,0
Fornalutx,2026-08-30,30.6,21.3,68,15.4,0
Inca,2026-08-30,34.9,22.2,62.9,20.9,0
Lloret de Vistalegre,2026-08-30,33.8,19.7,71.7,6.9,0
Lloseta,2026-08-30,32.6,19.5,67.5,31.3,0
Llubí,2026-08-30,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-30,,,,0,0
Manacor,2026-08-30,33,19.2,70.3,23,0
Mancor,2026-08-30,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-30,34.4,21.1,68.9,19.4,0
Marratxí,2026-08-30,33.4,21.9,67.3,18.3,0
Montuïri,2026-08-30,32.9,17.9,76.9,12.6,0
Muro,2026-08-30,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-30,31.9,23.3,70.7,9,0
Petra,2026-08-30,34.7,19.4,64.8,17.2,0
Pollença,2026-08-30,30.6,22.2,52.2,20.9,0
Porreres,2026-08-30,32.9,20.7,67.3,20.2,0
Sa Pobla,2026-08-30,34.2,20.1,64.5,8.7,0
Puigpunyent,2026-08-30,30.9,21.2,69.8,14.3,0
Ses Salines,2026-08-30,33.5,20.3,70.2,0,0
Sant Joan,2026-08-30,32.1,21.1,59.1,14.2,0
Sant Llorenç des Cardassar,2026-08-30,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-30,34.4,19.9,69.6,16.6,0
Santa Eugènia,2026-08-30,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-30,33.8,22.2,65.8,18.7,0
Santa María del Camí,2026-08-30,32.2,19.4,67.3,22.3,0
Santanyí,2026-08-30,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-30,33.7,21.9,56.3,7.9,0
Sineu,2026-08-30,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-30,29.8,21.5,69.5,20.2,0
Son Servera,2026-08-30,30.8,22.5,67.2,20.5,0
Valldemossa,2026-08-30,27.9,22.3,72.6,15.5,0
Vilafranca de Bonany,2026-08-30,32.8,20.8,70.7,24.8,0
