Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-19,17.1,10.8,68.6,0,0
Alcúdia,2026-03-19,18.3,12.2,73,15.5,0
Algaida,2026-03-19,16,8.3,83.3,22,0
Andratx,2026-03-19,19.2,11.2,73,19.1,3.99
Ariany,2026-03-19,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-19,15.3,8.1,83.5,16.6,0
Banyalbufar,2026-03-19,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-19,17.5,8.4,79.8,13.4,0
Búger,2026-03-19,17.1,9.5,81.8,30.1,0
Bunyola,2026-03-19,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-19,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-19,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-19,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-19,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-19,17,11.2,78,13,0
Consell,2026-03-19,16.5,9.2,81.7,23.8,0
Costitx,2026-03-19,17.8,7.9,90.5,11.6,0
Deià,2026-03-19,16.9,10.2,72,7.6,0
Escorca,2026-03-19,10.8,2.6,87,0.4,0
Esporles,2026-03-19,17.3,7.2,83.8,18.7,0
Estellencs,2026-03-19,17.1,11.5,70.1,14,0
Felanitx,2026-03-19,16.1,9.1,83.5,26.2,0
Fornalutx,2026-03-19,17.4,9.1,68.7,0.6,0
Inca,2026-03-19,19.2,11.3,75.4,7.2,0
Lloret de Vistalegre,2026-03-19,15.8,7.8,87.9,5.8,0
Lloseta,2026-03-19,16.3,9.7,81.1,33.5,0
Llubí,2026-03-19,17.5,9,79.1,14.4,0
Llucmajor,2026-03-19,,,,22.3,0
Manacor,2026-03-19,17.4,10.2,80.1,18,0
Mancor,2026-03-19,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-19,15.7,9.9,84.3,16.2,0
Marratxí,2026-03-19,18.5,10.4,76,22.2,0
Montuïri,2026-03-19,15.6,8.2,90.8,19.5,0
Muro,2026-03-19,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-19,18.8,12,76.2,23,0
Petra,2026-03-19,18.2,8.1,78.1,15,0
Pollença,2026-03-19,13.9,9.7,60.5,20.9,0
Porreres,2026-03-19,17.7,8.7,78.5,15.5,0
Sa Pobla,2026-03-19,16.7,10.9,75.5,19.8,0
Puigpunyent,2026-03-19,16.4,9,82.5,20.1,0
Ses Salines,2026-03-19,17.7,8.3,80.5,9.7,0
Sant Joan,2026-03-19,15.7,10.9,69.3,17.9,0
Sant Llorenç des Cardassar,2026-03-19,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-19,17.4,8.9,83.5,14,0
Santa Eugènia,2026-03-19,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-19,16.6,10.5,78.4,19.4,0
Santa María del Camí,2026-03-19,16.8,10.1,75.3,25.9,0
Santanyí,2026-03-19,18.1,10,83.8,11.1,0
Selva,2026-03-19,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-19,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-19,19.2,10.5,66.5,24.5,0
Son Servera,2026-03-19,15.7,10.3,75.6,24.5,0
Valldemossa,2026-03-19,13.8,8.6,76.8,12.2,0
Vilafranca de Bonany,2026-03-19,15.9,10.3,83.2,23.8,0
