Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-07,-,-,-,-,-,-
Alcúdia,2025-07-07,31.6,26.4,86,64,15.5,0
Algaida,2025-07-07,31.7,23.6,88,51,20.5,0
Andratx,2025-07-07,33.1,25.2,82,52,14.8,0
Ariany,2025-07-07,-,-,-,-,-,-
Artà,2025-07-07,30.5,22.4,96,69,29.6,0.79
Banyalbufar,2025-07-07,31.8,24.3,89,66,10.5,0
Binissalem,2025-07-07,35.7,24.4,89,45,13.4,0
Búger,2025-07-07,33.3,24.6,93,54,17.5,7.11
Bunyola,2025-07-07,34.3,23.4,88,43,16.6,0
Calvià,2025-07-07,31.5,24,86,51,17.5,0
Campanet,2025-07-07,-,-,-,-,-,-
Campos,2025-07-07,33,25.4,88,59,37,0
Capdepera,2025-07-07,30.1,25.5,88,68,22.4,0
Consell,2025-07-07,-,-,-,-,-,-
Costitx,2025-07-07,32.8,23.8,90,50,11.1,0
Deià,2025-07-07,31.6,25.2,82,59,9.7,0
Escorca,2025-07-07,28.2,18.4,96,63,15.5,0
Esporles,2025-07-07,32.5,23,91,59,23,0
Estellencs,2025-07-07,21.8,21.8,75,75,0,0
Felanitx,2025-07-07,31.2,25,88,68,35.4,0
Fornalutx,2025-07-07,30.1,24,84,61,14.3,0
Inca,2025-07-07,34.4,26,86,47,8.7,0
Lloret,2025-07-07,31.9,23.4,91,59,5.5,0
Lloseta,2025-07-07,33.6,24.3,91,46,28.8,1.91
Llubí,2025-07-07,32.9,24.7,85,49,10.8,0.79
Llucmajor,2025-07-07,31.6,24.2,90,59,23,0
Manacor,2025-07-07,29.9,23.9,93,67,20.2,0
Mancor,2025-07-07,-,-,-,-,-,-
Maria,2025-07-07,30.7,24.2,92,62,26.6,0
Marratxí,2025-07-07,33.9,24.8,87,45,19.8,0
Montuïri,2025-07-07,31.4,22.9,98,63,18,0.2
Muro,2025-07-07,32.8,25.4,98,63,0,7.11
Palma,2025-07-07,33.4,26.1,85,58,18,0
Petra,2025-07-07,33.1,23.7,91,54,15.4,0
Pollença,2025-07-07,28.4,24.7,67,56,27.8,0
Porreres,2025-07-07,32.5,24.6,86,54,19.8,0
Sa Pobla,2025-07-07,34,26.1,91,56,14,2.79
Puigpunyent,2025-07-07,32.9,22.8,87,53,24.1,0
Ses   Salines,2025-07-07,30.6,25.1,90,72,32.2,0
Sant   Joan,2025-07-07,30.2,24.3,68,36,16.3,1.02
Sant   Llorenç,2025-07-07,31.7,24.9,89,66,7.4,0
Sencelles,2025-07-07,32.4,24.6,87,52,25.9,0
Santa   Eugènia,2025-07-07,36.1,23.6,85,43,16.3,0
Santa   Margalida,2025-07-07,32.2,24.6,95,54,15.1,24.41
Santa   Maria,2025-07-07,-,-,-,-,-,-
Santanyi,2025-07-07,35,25.3,93,62,4.7,0
Selva,2025-07-07,31.3,24.8,89,47,10,3.05
Sineu,2025-07-07,34.2,23.4,96,60,9.3,0
Sóller,2025-07-07,31.1,25.2,82,60,18.5,0
Son   Servera,2025-07-07,,,,,,
Valldemossa,2025-07-07,29.4,22.4,89,61,22.2,0
Villafranca,2025-07-07,,,,,18.7,19.81
