Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-13,31.4,21.1,87,47,0,0
Alcúdia,2025-09-13,31.2,20.7,95,54,15.5,0
Algaida,2025-09-13,31.4,20.5,95,44,18,0
Andratx,2025-09-13,31.7,23.6,82,49,15.5,0
Ariany,2025-09-13,-,-,-,-,-,-
Artà,2025-09-13,29.7,19.1,100,68,22.5,0
Banyalbufar,2025-09-13,29.9,20.6,92,57,12.2,0
Binissalem,2025-09-13,33.4,20,97,45,7.2,0
Búger,2025-09-13,35.1,20.7,94,41,15.4,0
Bunyola,2025-09-13,32.3,20.1,94,46,14,0
Calvià,2025-09-13,29.3,21.7,92,42,15.8,0
Campanet,2025-09-13,-,-,-,-,-,-
Campos,2025-09-13,31.1,21.2,94,57,32.2,0
Capdepera,2025-09-13,27.3,22.8,94,73,19.2,0
Consell,2025-09-13,-,-,-,-,-,-
Costitx,2025-09-13,32.5,19.5,99,52,9.3,0
Deià,2025-09-13,29.3,22.4,78,49,14.8,0
Escorca,2025-09-13,27.8,13,98,50,20.2,0
Esporles,2025-09-13,30.5,20.5,96,51,17.2,0
Estellencs,2025-09-13,-,-,-,-,-,-
Felanitx,2025-09-13,28.7,21.5,90,65,25.9,0
Fornalutx,2025-09-13,31.3,20.7,81,43,15.8,0
Inca,2025-09-13,32.9,21.9,90,46,14.3,0
Lloret,2025-09-13,30.7,20.1,97,56,6.1,0
Lloseta,2025-09-13,31.4,20.7,94,48,25.6,0
Llubí,2025-09-13,33.1,20.2,96,45,9.4,0
Llucmajor,2025-09-13,30.5,21.8,95,56,16.9,0
Manacor,2025-09-13,28.9,20.3,97,66,15.5,0
Mancor,2025-09-13,-,-,-,-,-,-
Maria,2025-09-13,-,-,-,-,-,-
Marratxí,2025-09-13,31.6,21.6,91,54,15,0
Montuïri,2025-09-13,31.3,18.4,99,57,14.8,0
Muro,2025-09-13,32.3,21.3,98,53,0,0
Palma,2025-09-13,30.2,23,86,67,8.6,0
Petra,2025-09-13,32,19.7,97,53,16.9,0
Pollença,2025-09-13,30.7,21.7,69,40,31.5,0
Porreres,2025-09-13,31,20.4,95,50,17.3,0
Sa Pobla,2025-09-13,34.3,21.6,93,46,10,0
Puigpunyent,2025-09-13,31.3,20.9,90,50,14.8,0
Ses   Salines,2025-09-13,27.8,23.1,93,76,27.8,0
Sant   Joan,2025-09-13,29.9,20.8,68,11,13.5,0.25
Sant   Llorenç,2025-09-13,32,20.5,97,60,6.4,0
Sencelles,2025-09-13,31.7,20.5,93,50,19.3,0
Santa   Eugènia,2025-09-13,34.4,19.7,99,45,12.1,0
Santa   Margalida,2025-09-13,31.3,21.2,93,55,16.2,0
Santa   Maria,2025-09-13,-,-,-,-,-,-
Santanyi,2025-09-13,30.7,23.4,96,70,1.4,0
Selva,2025-09-13,32.3,21.4,89,40,8.2,0
Sineu,2025-09-13,33,20,99,56,12.6,0
Sóller,2025-09-13,-,-,-,-,-,-
Son   Servera,2025-09-13,,,,,,
Valldemossa,2025-09-13,28.3,19.8,88,45,20.9,0
Villafranca,2025-09-13,,,,,0,0
