Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-15,16.3,7.1,79,0,0
Alcúdia,2026-01-15,18.4,6.1,88.6,11.9,0.3
Algaida,2026-01-15,16.1,8.2,90.3,16.2,0.51
Andratx,2026-01-15,17.7,8.7,84.1,9.4,0
Ariany,2026-01-15,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-15,16.8,7.6,92.3,11.1,0.3
Banyalbufar,2026-01-15,,,,8.7,0
Binissalem,2026-01-15,17.2,3.6,89.9,6.4,0.25
Búger,2026-01-15,18,4.5,88.6,16.9,0
Bunyola,2026-01-15,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-15,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-15,18.3,7,85.6,12.9,0
Campanet,2026-01-15,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-15,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-15,16.1,10.4,89.9,14.3,0.3
Consell,2026-01-15,16.7,4.2,92.6,12.6,0.25
Costitx,2026-01-15,17.1,6.7,95.3,7.9,0.3
Deià,2026-01-15,16.8,9.8,70.3,9.7,0
Escorca,2026-01-15,11.4,3.5,80.8,0.4,0
Esporles,2026-01-15,16.8,6.5,93.1,12.2,0
Estellencs,2026-01-15,18,8.4,73.3,14,0
Felanitx,2026-01-15,17,7.5,91.8,14.3,0.25
Fornalutx,2026-01-15,16.3,7.8,77.2,10.5,0
Inca,2026-01-15,17.7,7.9,84.8,9,0
Lloret de Vistalegre,2026-01-15,17.6,7.1,93.2,3.5,0
Lloseta,2026-01-15,16.1,5.9,88.7,20.9,0
Llubí,2026-01-15,18.5,5.3,90.6,8.6,0.51
Llucmajor,2026-01-15,15.8,8.2,93.1,17.3,0.3
Manacor,2026-01-15,17.7,6.4,90.6,12.2,0.3
Mancor,2026-01-15,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-15,16.6,6.8,92.6,12.2,0
Marratxí,2026-01-15,18.1,8.3,86.9,13.7,0
Montuïri,2026-01-15,17.3,3.3,94.6,10.5,0.2
Muro,2026-01-15,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-15,16.6,7.8,88.4,12.2,0
Petra,2026-01-15,17.3,5.4,90,11.7,0.25
Pollença,2026-01-15,16.2,8.7,65.1,12.9,0
Porreres,2026-01-15,16.8,6.5,89.7,14.4,0.51
Sa Pobla,2026-01-15,18.1,5.8,86.5,11.9,0
Puigpunyent,2026-01-15,17.6,8.3,80.1,14.3,0
Ses Salines,2026-01-15,17.8,6.8,91.9,4.3,0.2
Sant Joan,2026-01-15,16.9,6.7,43.7,9,0.51
Sant Llorenç des Cardassar,2026-01-15,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-15,17.7,5.7,92.8,9.7,0.25
Santa Eugènia,2026-01-15,32.2,3.7,93,11.3,0.25
Santa Margalida,2026-01-15,17.7,7.2,89.1,10.1,0.2
Santa María del Camí,2026-01-15,16.2,5.3,86.8,14,0.3
Santanyí,2026-01-15,18.6,6.7,94.3,0,0
Selva,2026-01-15,17.7,7.5,87,5.6,0
Sineu,2026-01-15,18,5.7,95.9,6.1,0.2
Sóller,2026-01-15,18,7.4,83.5,20.9,0
Son Servera,2026-01-15,16.7,9.2,87.3,15.5,0
Valldemossa,2026-01-15,14.3,8.2,82.3,18.4,0
Vilafranca de Bonany,2026-01-15,16.1,6.5,92.6,16.9,0.2
