Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-29,25.7,21.1,80,54,0,0
Alcúdia,2025-09-29,26.7,18.7,94,62,15.5,2.01
Algaida,2025-09-29,27,18.3,94,53,22,0
Andratx,2025-09-29,29,22.4,78,51,20.2,0
Ariany,2025-09-29,-,-,-,-,-,-
Artà,2025-09-29,26.4,16.1,100,64,22.5,0.61
Banyalbufar,2025-09-29,27.1,19.4,89,63,16.9,0.2
Binissalem,2025-09-29,26.7,18.3,94,62,15.8,3.3
Búger,2025-09-29,27.6,17.8,96,64,25.9,19.05
Bunyola,2025-09-29,27.8,18.1,92,49,20.6,0
Calvià,2025-09-29,26.4,19.2,86,54,21.1,0
Campanet,2025-09-29,-,-,-,-,-,-
Campos,2025-09-29,28.3,18.7,91,57,38.9,0
Capdepera,2025-09-29,27,21.1,88,62,9.7,0
Consell,2025-09-29,-,-,-,-,-,-
Costitx,2025-09-29,30.2,18.4,98,51,11.9,0
Deià,2025-09-29,27.3,19.7,91,52,26.3,6.91
Escorca,2025-09-29,21.9,10.7,98,62,10.4,0.3
Esporles,2025-09-29,25.3,17.2,97,67,20.6,0.25
Estellencs,2025-09-29,-,-,-,-,-,-
Felanitx,2025-09-29,27.8,18.4,90,59,33.3,0
Fornalutx,2025-09-29,27.4,19.8,73,47,20.1,0
Inca,2025-09-29,27,17.6,93,61,16.9,24.41
Lloret,2025-09-29,28.3,17.7,96,56,6.4,0
Lloseta,2025-09-29,25.5,16.6,94,62,42.8,20.4
Llubí,2025-09-29,27.9,17.4,92,53,16.9,0
Llucmajor,2025-09-29,27.5,19.6,91,56,23.8,0
Manacor,2025-09-29,27.6,18,94,55,24.8,0
Mancor,2025-09-29,-,-,-,-,-,-
Maria,2025-09-29,27.1,19.5,93,58,28.8,0
Marratxí,2025-09-29,28.9,19.8,89,48,21.1,0
Montuïri,2025-09-29,27.1,14.9,99,63,29.9,0
Muro,2025-09-29,25.9,16.7,96,67,0.3,17.3
Palma,2025-09-29,28.4,20.6,86,55,22.3,0
Petra,2025-09-29,28.3,16.9,97,51,17.2,0
Pollença,2025-09-29,22.6,18.7,70,63,31.5,4.19
Porreres,2025-09-29,28.9,18.4,91,50,16.2,0
Sa Pobla,2025-09-29,27.3,19.5,93,66,16.9,22.35
Puigpunyent,2025-09-29,27.7,17.1,89,58,22.5,0
Ses   Salines,2025-09-29,26.3,19.2,91,66,31.5,0
Sant   Joan,2025-09-29,26.5,19.2,70,31,16.6,0
Sant   Llorenç,2025-09-29,28.9,17.2,96,59,6.4,0
Sencelles,2025-09-29,27.1,18.4,92,57,35.4,0
Santa   Eugènia,2025-09-29,30.3,16.1,99,51,12.6,0.25
Santa   Margalida,2025-09-29,27.2,17,90,60,32,3.1
Santa   Maria,2025-09-29,-,-,-,-,-,-
Santanyi,2025-09-29,28.9,19.9,93,59,11.1,0
Selva,2025-09-29,26.5,13.3,93,52,23.7,35.05
Sineu,2025-09-29,29.6,17.2,99,58,16.3,0
Sóller,2025-09-29,26.9,20.1,73,50,40.7,0
Son   Servera,2025-09-29,,,,,,
Valldemossa,2025-09-29,24.4,16.7,95,62,38.9,15.8
Villafranca,2025-09-29,,,,,0,0
