Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-27,16.1,12.3,78.9,0,2.03
Alcúdia,2026-01-27,17.2,11.6,84.6,28.8,0.71
Algaida,2026-01-27,16.2,11.5,89.1,45.4,9.91
Andratx,2026-01-27,16.5,11.6,82.5,31.3,0.99
Ariany,2026-01-27,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-27,17.2,11.5,88.1,42.2,0.2
Banyalbufar,2026-01-27,,,,27.4,2.11
Binissalem,2026-01-27,16.5,8.4,92,17.7,3.05
Búger,2026-01-27,17.8,13.1,85.9,30.9,2.79
Bunyola,2026-01-27,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-27,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-27,16.4,10.4,85.6,20.4,0.76
Campanet,2026-01-27,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-27,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-27,17.5,13,82.5,33.5,0
Consell,2026-01-27,15.8,10.1,92.6,32.3,4.83
Costitx,2026-01-27,17.1,11,95.2,21.6,5.79
Deià,2026-01-27,18.3,13.4,65.7,37.1,1.3
Escorca,2026-01-27,12.9,7.3,84.4,18,1.5
Esporles,2026-01-27,17.4,9.7,83.7,28,2.29
Estellencs,2026-01-27,18.5,13.8,67.7,34.2,2.01
Felanitx,2026-01-27,16.7,12.8,92.2,32,0.76
Fornalutx,2026-01-27,17.8,11.2,77.1,19.5,1.19
Inca,2026-01-27,16.4,11.7,90.8,21.9,5.11
Lloret de Vistalegre,2026-01-27,17.4,11.2,91.6,6.4,0
Lloseta,2026-01-27,15.9,11,90.2,63.4,5.31
Llubí,2026-01-27,17.3,11.6,87.3,29.9,2.59
Llucmajor,2026-01-27,16.4,11.4,92.7,36.7,2.01
Manacor,2026-01-27,16.7,11.9,85.9,34.6,0.51
Mancor,2026-01-27,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-27,16.7,11.1,89.2,35.6,0
Marratxí,2026-01-27,16.5,11.8,88.6,34.8,1.52
Montuïri,2026-01-27,17.3,10.9,92.8,37.5,2.31
Muro,2026-01-27,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-27,17,11.6,87.7,17.3,3.3
Petra,2026-01-27,17.5,10.7,84.3,37,0.25
Pollença,2026-01-27,16.8,8.7,58.6,37,0.51
Porreres,2026-01-27,16.6,11.8,87,32.8,3.1
Sa Pobla,2026-01-27,18.3,12.4,84,28.8,2.21
Puigpunyent,2026-01-27,14.2,10.3,91.6,26.2,3.05
Ses Salines,2026-01-27,17.6,12.9,88.1,12.6,0
Sant Joan,2026-01-27,17.1,12.1,62.3,26.4,2.03
Sant Llorenç des Cardassar,2026-01-27,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-27,16.6,12,92.2,23.8,3.81
Santa Eugènia,2026-01-27,16.7,11.5,93.3,25.1,3.3
Santa Margalida,2026-01-27,17.4,11.3,84.7,35.3,2.79
Santa María del Camí,2026-01-27,16.1,10.3,86.2,47.9,1.5
Santanyí,2026-01-27,18.4,13,92,1.4,0
Selva,2026-01-27,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-27,16.2,10.9,98,21.9,0
Sóller,2026-01-27,18.9,13.4,69.2,37.4,0
Son Servera,2026-01-27,17.7,12.7,82.2,32.4,0.51
Valldemossa,2026-01-27,15.8,10.9,76.4,50,0.99
Vilafranca de Bonany,2026-01-27,17.1,11.3,88.6,47.2,0.71
