Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-10,19.9,12.1,87,59,0,0
Alcúdia,2025-11-10,21.5,9.8,93,54,14.8,0
Algaida,2025-11-10,19.3,11.6,92,66,20.9,0
Andratx,2025-11-10,20.6,12.5,90,58,10.8,0
Ariany,2025-11-10,-,-,-,-,-,-
Artà,2025-11-10,9.6,9.3,98,97,0,0
Banyalbufar,2025-11-10,19.4,12.9,94,74,0,0
Binissalem,2025-11-10,21.4,7.9,97,59,7.6,0
Búger,2025-11-10,21.8,8,97,56,15,0
Bunyola,2025-11-10,22.1,11,95,51,14,0
Calvià,2025-11-10,23.2,11.7,92,50,11.4,0
Campanet,2025-11-10,-,-,-,-,-,-
Campos,2025-11-10,-,-,-,-,-,-
Capdepera,2025-11-10,22,13.4,88,54,15.8,0
Consell,2025-11-10,-,-,-,-,-,-
Costitx,2025-11-10,20.5,10.6,99,67,9.7,0
Deià,2025-11-10,19.7,13.8,80,60,13,0
Escorca,2025-11-10,13.4,7.3,96,79,8.6,0
Esporles,2025-11-10,21.2,10,99,57,10.8,0
Estellencs,2025-11-10,-,-,-,-,-,-
Felanitx,2025-11-10,-,-,-,-,-,-
Fornalutx,2025-11-10,19.5,12,91,62,0.6,0
Inca,2025-11-10,21.2,11.7,90,60,14.3,0
Lloret,2025-11-10,20.7,11.3,95,64,5,0
Lloseta,2025-11-10,20,10.1,96,61,30.6,0
Llubí,2025-11-10,21.4,9.3,96,53,11.9,0
Llucmajor,2025-11-10,20.1,11.1,95,68,18.7,0
Manacor,2025-11-10,20.8,10,96,62,15.8,0
Mancor,2025-11-10,-,-,-,-,-,-
Maria,2025-11-10,20.7,11.5,94,59,16.2,0
Marratxí,2025-11-10,21.2,12.9,88,59,17.9,0
Montuïri,2025-11-10,20.1,7.3,99,70,21.9,0
Muro,2025-11-10,21,10.8,96,63,0,0
Palma,2025-11-10,21.1,12.7,90,65,8.6,0
Petra,2025-11-10,21,10.4,95,58,12.9,3.05
Pollença,2025-11-10,18.8,11.5,67,54,6.4,0
Porreres,2025-11-10,20.3,11.1,93,63,14.8,0
Sa Pobla,2025-11-10,21.4,10.6,92,57,19.8,0
Puigpunyent,2025-11-10,20.3,9.8,91,62,16.7,0.2
Ses   Salines,2025-11-10,20.3,10.8,88,67,29.6,0
Sant   Joan,2025-11-10,20.2,11.1,72,33,12.6,0
Sant   Llorenç,2025-11-10,,,0,0,2.7,0
Sencelles,2025-11-10,-,-,-,-,-,-
Santa   Eugènia,2025-11-10,22,7.2,99,61,19.3,0
Santa   Margalida,2025-11-10,20.9,11.8,91,48,16.6,0
Santa   Maria,2025-11-10,-,-,-,-,-,-
Santanyi,2025-11-10,22,11,98,68,2.9,0.2
Selva,2025-11-10,-,-,-,-,-,-
Sineu,2025-11-10,20.4,9.4,99,71,13.7,0
Sóller,2025-11-10,20.7,12.5,89,65,11.3,0
Son   Servera,2025-11-10,,,,,,
Valldemossa,2025-11-10,-,-,-,-,-,-
Villafranca,2025-11-10,,,,,0,0
