Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-05,27.6,21,81,55,0,0
Alcúdia,2025-09-05,27.9,21.7,90,62,17.3,0
Algaida,2025-09-05,27.6,19.4,93,60,25.6,0
Andratx,2025-09-05,32.2,21.9,82,43,16.9,0
Ariany,2025-09-05,-,-,-,-,-,-
Artà,2025-09-05,27.3,18.1,100,69,32.2,0
Banyalbufar,2025-09-05,28.5,21.9,87,63,16.3,0
Binissalem,2025-09-05,28.7,19.5,94,58,21.2,0
Búger,2025-09-05,28.2,19.5,90,59,22.2,0
Bunyola,2025-09-05,29.8,19.8,91,50,29.5,0
Calvià,2025-09-05,29.4,20.7,90,46,21.9,0
Campanet,2025-09-05,-,-,-,-,-,-
Campos,2025-09-05,30.2,21.3,89,57,43.5,0
Capdepera,2025-09-05,28.7,22.3,89,61,13.4,0
Consell,2025-09-05,-,-,-,-,-,-
Costitx,2025-09-05,29.3,19.9,95,61,14,0
Deià,2025-09-05,30.4,22.3,77,53,11.5,0
Escorca,2025-09-05,25.7,14.6,95,61,14.8,0
Esporles,2025-09-05,28.7,19.2,96,61,19.2,0
Estellencs,2025-09-05,-,-,-,-,-,-
Felanitx,2025-09-05,27.6,20.9,90,66,37,0
Fornalutx,2025-09-05,29.4,21.4,80,50,19.8,0
Inca,2025-09-05,30.4,22.4,85,56,10.1,0
Lloret,2025-09-05,27.3,19.2,94,67,6.9,0
Lloseta,2025-09-05,28.1,20.6,88,58,31.7,0
Llubí,2025-09-05,29,20.3,85,56,16.6,0
Llucmajor,2025-09-05,28.8,21.1,92,61,26.6,0
Manacor,2025-09-05,30.5,20.2,92,52,13,0
Mancor,2025-09-05,-,-,-,-,-,-
Maria,2025-09-05,-,-,-,-,-,-
Marratxí,2025-09-05,29.9,21.1,89,53,24.5,0
Montuïri,2025-09-05,28.3,16.9,97,68,31.4,0
Muro,2025-09-05,27.5,21.8,89,67,0,0
Palma,2025-09-05,29.2,22.7,84,58,24.5,0
Petra,2025-09-05,28.5,19.3,93,55,15.4,0
Pollença,2025-09-05,25.7,21.6,67,52,35.4,0
Porreres,2025-09-05,30.3,20.6,89,50,18.7,0
Sa Pobla,2025-09-05,30,22.1,85,55,14.3,0
Puigpunyent,2025-09-05,30.5,21.2,88,52,22.5,0
Ses   Salines,2025-09-05,28.4,21.8,90,66,35.2,0
Sant   Joan,2025-09-05,27.1,21.1,69,47,21.2,0
Sant   Llorenç,2025-09-05,30.8,20.5,92,55,7.1,0
Sencelles,2025-09-05,27.7,20.1,89,64,33.8,0
Santa   Eugènia,2025-09-05,32.8,17.5,94,48,8.7,0
Santa   Margalida,2025-09-05,28.1,21.7,85,61,25.6,0
Santa   Maria,2025-09-05,-,-,-,-,-,-
Santanyi,2025-09-05,29.4,22.1,94,66,15.4,0
Selva,2025-09-05,28.3,20.9,88,55,14.3,0
Sineu,2025-09-05,29.7,18.7,99,64,12.2,0
Sóller,2025-09-05,29.8,21.6,81,51,33.3,0
Son   Servera,2025-09-05,,,,,,
Valldemossa,2025-09-05,20.6,19.1,89,72,13,0
Villafranca,2025-09-05,,,,,0,0
