Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-15,37.9,24.9,52.5,0,0
Alcúdia,2026-07-15,36.8,24.7,78.6,16.9,0
Algaida,2026-07-15,38.4,24.7,64.3,26.3,0
Andratx,2026-07-15,36.2,25,61.7,21.2,0
Ariany,2026-07-15,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-15,35.4,22.2,73.6,27,0
Banyalbufar,2026-07-15,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-15,40.2,22.9,67.7,11.1,0
Búger,2026-07-15,42.2,22.9,69,17.9,0
Bunyola,2026-07-15,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-15,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-15,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-15,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-15,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-15,33.1,24.8,74.2,21.9,0
Consell,2026-07-15,39.3,22.9,70.4,19.5,0
Costitx,2026-07-15,40.6,23.7,70.3,13.4,0
Deià,2026-07-15,36.8,24.9,63.1,21.6,0
Escorca,2026-07-15,38.1,18.2,45.2,19.8,0
Esporles,2026-07-15,36.9,22.8,68.6,25.6,5.08
Estellencs,2026-07-15,37.9,23.8,58.7,15.8,0
Felanitx,2026-07-15,39.4,24.1,65.6,19.3,0
Fornalutx,2026-07-15,40.4,23.5,55,13.7,0
Inca,2026-07-15,39.3,24.5,67.4,15.8,0
Lloret de Vistalegre,2026-07-15,41.1,23.9,69.5,6.9,0
Lloseta,2026-07-15,37.7,23.2,66,36.7,0.2
Llubí,2026-07-15,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-15,,,,20.5,0
Manacor,2026-07-15,37.4,23.7,67.1,19.8,0
Mancor,2026-07-15,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-15,39.5,23,70,22,0
Marratxí,2026-07-15,36.2,23.7,71.6,17.5,0
Montuïri,2026-07-15,39.4,22.1,69.1,24.5,0
Muro,2026-07-15,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-15,33.3,26,77.9,12.2,0
Petra,2026-07-15,39.9,23.8,64.9,16.4,0
Pollença,2026-07-15,36.7,24.2,58.4,17.7,0
Porreres,2026-07-15,38.2,24.1,61.6,20.5,0
Sa Pobla,2026-07-15,39.3,24.5,69.5,10.1,0
Puigpunyent,2026-07-15,37.8,24.4,51.6,14.3,0
Ses Salines,2026-07-15,37.1,23.4,75.2,0,0
Sant Joan,2026-07-15,38.2,25.2,54.9,16.9,0
Sant Llorenç des Cardassar,2026-07-15,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-15,40.3,24.2,69.2,16.9,0
Santa Eugènia,2026-07-15,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-15,40.8,23.8,67.3,22,0
Santa María del Camí,2026-07-15,37,22.5,65.9,24.1,0
Santanyí,2026-07-15,,,,4.7,0
Selva,2026-07-15,NaN,NaN,NaN,NaN,NaN
Sineu,2026-07-15,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-15,37.4,24.6,70.7,39.2,0
Son Servera,2026-07-15,32.7,25.2,71.3,24.1,0
Valldemossa,2026-07-15,37.6,25.3,46.8,19.8,0
Vilafranca de Bonany,2026-07-15,38.9,23.9,68.1,27.7,0
