Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-16,25.6,15.4,66,30,0,0
Alcúdia,2025-05-16,25.6,15.3,84,49,22.3,0
Algaida,2025-05-16,25.1,15.7,79,36,29.5,0
Andratx,2025-05-16,25.2,16.2,79,38,20.9,0
Ariany,2025-05-16,-,-,-,-,-,-
Artà,2025-05-16,25.1,12.4,94,53,32.2,0
Banyalbufar,2025-05-16,22.7,15,91,54,11.1,0
Binissalem,2025-05-16,28.5,13.6,88,30,15.4,0
Búger,2025-05-16,28.8,12.8,91,31,24.5,0
Bunyola,2025-05-16,27.1,14.2,83,31,27.4,0
Calvià,2025-05-16,24.4,17.1,81,36,26.2,0
Campanet,2025-05-16,-,-,-,-,-,-
Campos,2025-05-16,-,-,-,-,-,-
Capdepera,2025-05-16,23.9,15.8,77,46,18.7,0
Consell,2025-05-16,17.2,17.2,51,51,3.9,0
Costitx,2025-05-16,26.2,13.4,93,40,10.8,0
Deià,2025-05-16,23.8,16,81,43,13.7,0
Escorca,2025-05-16,19.6,8.8,94,51,11.2,0
Esporles,2025-05-16,23.2,14.8,90,53,23.8,0
Estellencs,2025-05-16,23.4,14.4,88,48,18.5,1.4
Felanitx,2025-05-16,24.8,15.2,87,42,37,0
Fornalutx,2025-05-16,22.7,14,90,42,14.8,1.8
Inca,2025-05-16,27.4,15.6,77,37,16.9,2.79
Lloret,2025-05-16,26.1,14.3,86,42,6.1,0
Lloseta,2025-05-16,25.8,14.2,85,35,28.4,0.51
Llubí,2025-05-16,27.1,14.4,85,34,13.3,0
Llucmajor,2025-05-16,26.2,15.5,87,37,31.3,0.3
Manacor,2025-05-16,24.5,13.7,91,43,16.9,0.79
Mancor,2025-05-16,-,-,-,-,-,-
Maria,2025-05-16,25.8,15.7,85,40,20.9,0
Marratxí,2025-05-16,28.4,16,82,28,18.7,0
Montuïri,2025-05-16,26.4,12.4,96,44,24.8,0
Muro,2025-05-16,26.9,16,86,41,0,0.71
Palma,2025-05-16,26.8,17.9,79,39,28.1,0
Petra,2025-05-16,27,13.8,89,33,15.4,0.25
Pollença,2025-05-16,23.5,15.4,59,35,48.3,0
Porreres,2025-05-16,25.7,14.6,86,37,17.6,0
Sa Pobla,2025-05-16,29.4,14.1,88,32,13.7,1.02
Puigpunyent,2025-05-16,23.4,14.2,80,44,32.2,0
Ses   Salines,2025-05-16,23.7,16.7,90,61,31.5,0
Sant   Joan,2025-05-16,24.6,15.6,73,42,23.5,0
Sant   Llorenç,2025-05-16,26.7,13.3,91,42,9.5,3.05
Sencelles,2025-05-16,26.1,15.4,84,38,27.8,0
Santa   Eugènia,2025-05-16,29.4,13.6,92,30,13.7,0
Santa   Margalida,2025-05-16,26.4,15.4,81,37,18,0.51
Santa   Maria,2025-05-16,-,-,-,-,-,-
Santanyi,2025-05-16,27,15.5,95,50,6.1,0
Selva,2025-05-16,-,-,-,-,-,-
Sineu,2025-05-16,26.4,13.9,94,45,11.1,0
Sóller,2025-05-16,23.5,14.4,88,44,18.5,0
Son   Servera,2025-05-16,24.2,16.1,79,45,17.9,0
Valldemossa,2025-05-16,21.7,14.3,86,44,31.5,0
Villafranca,2025-05-16,,,,,20.6,0
