Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-21,36.7,26.6,52.2,0,0
Alcúdia,2026-07-21,33.6,27.3,79.3,24.5,0
Algaida,2026-07-21,38.1,24.7,71,44.6,0
Andratx,2026-07-21,35.8,27.4,63.4,23,0
Ariany,2026-07-21,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-21,36.9,24.7,76.1,32.8,0
Banyalbufar,2026-07-21,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-21,39.8,24.4,69.3,12.6,0
Búger,2026-07-21,37.6,24.8,76.8,16.4,0
Bunyola,2026-07-21,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-21,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-21,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-21,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-21,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-21,34.3,26.3,80.8,18,0
Consell,2026-07-21,38.6,23.8,73.9,18.7,0
Costitx,2026-07-21,39.1,23.6,75.4,16.6,0
Deià,2026-07-21,38.5,26.2,75.3,15.5,0
Escorca,2026-07-21,38.4,23.5,44.9,13,0
Esporles,2026-07-21,36.1,24.4,82.4,13,38.61
Estellencs,2026-07-21,34.5,25.9,68.4,16.9,0
Felanitx,2026-07-21,39.1,23.9,69.5,20.4,0
Fornalutx,2026-07-21,40.2,25.3,66.1,17.2,0
Inca,2026-07-21,39.8,26.5,69,17.2,0
Lloret de Vistalegre,2026-07-21,38.7,24,78.4,13,0
Lloseta,2026-07-21,37.8,24.9,68,42.1,0.1
Llubí,2026-07-21,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-21,,,,21.6,0
Manacor,2026-07-21,37.6,23.8,74.9,16.9,0
Mancor,2026-07-21,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-21,37.9,25.1,78.1,19.8,0
Marratxí,2026-07-21,38.9,25.8,69.3,19.3,0
Montuïri,2026-07-21,39.1,22.9,80.8,23.8,0
Muro,2026-07-21,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-21,35.2,27.1,77.9,24.1,0
Petra,2026-07-21,40.2,25.3,70.7,18.3,0
Pollença,2026-07-21,32.7,26.8,60.4,29,0
Porreres,2026-07-21,40,24.2,70.1,18.4,0
Sa Pobla,2026-07-21,36.5,26,75.7,6.4,0
Puigpunyent,2026-07-21,36.8,26.6,58.2,24,0
Ses Salines,2026-07-21,38.4,23.6,75.7,1.8,0
Sant Joan,2026-07-21,38.1,24.7,53.7,26.6,0
Sant Llorenç des Cardassar,2026-07-21,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-21,40.6,24.8,77.3,10.8,3.3
Santa Eugènia,2026-07-21,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-21,38,25.8,75.7,20.9,0
Santa María del Camí,2026-07-21,37.2,25,66.9,29.9,0
Santanyí,2026-07-21,,,,6.1,0
Selva,2026-07-21,37.2,25.8,62.6,10.3,0
Sineu,2026-07-21,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-21,39.4,27,75.7,41.4,0
Son Servera,2026-07-21,34.3,25.9,72.9,17.3,0
Valldemossa,2026-07-21,36.7,24.8,65.7,22,0
Vilafranca de Bonany,2026-07-21,39.4,24.6,76.5,22.3,0
