Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-25,27,19.8,83,42,0,4.32
Alcúdia,2025-07-25,27.7,19.7,91,47,28.4,13
Algaida,2025-07-25,25.2,17.5,93,51,37.8,0
Andratx,2025-07-25,30.2,20.8,74,31,21.2,0.71
Ariany,2025-07-25,-,-,-,-,-,-
Artà,2025-07-25,26.1,18.4,95,59,40.7,5.21
Banyalbufar,2025-07-25,26.6,18.7,96,51,14.3,0.99
Binissalem,2025-07-25,27.2,17.7,94,44,21.9,1.78
Búger,2025-07-25,27.5,19.2,94,45,22.2,8.38
Bunyola,2025-07-25,29.3,17.2,92,31,32.3,0
Calvià,2025-07-25,27.9,18.9,87,30,27.7,0.76
Campanet,2025-07-25,-,-,-,-,-,-
Campos,2025-07-25,27.7,18.6,94,50,51.8,5.99
Capdepera,2025-07-25,25.6,19.1,91,57,21.9,0
Consell,2025-07-25,-,-,-,-,-,-
Costitx,2025-07-25,26.7,17.4,99,52,18,0
Deià,2025-07-25,28.8,18.8,85,35,12.2,0.79
Escorca,2025-07-25,21.3,13.1,97,51,17.3,1.7
Esporles,2025-07-25,27.9,17.8,96,45,11.9,1.52
Estellencs,2025-07-25,-,-,-,-,-,-
Felanitx,2025-07-25,26.2,18.2,91,54,37,5.21
Fornalutx,2025-07-25,26.1,17.3,95,36,35.6,8.89
Inca,2025-07-25,29.4,18.3,97,46,9.3,6.81
Lloret,2025-07-25,25.5,17.3,97,58,12.2,0
Lloseta,2025-07-25,26,17.7,95,47,46.1,11.4
Llubí,2025-07-25,27.6,18.7,95,48,18.7,11.1
Llucmajor,2025-07-25,25.9,17.1,95,53,33.5,0
Manacor,2025-07-25,26.8,18.2,94,49,16.9,0
Mancor,2025-07-25,-,-,-,-,-,-
Maria,2025-07-25,-,-,-,-,-,-
Marratxí,2025-07-25,27.8,18.5,92,43,30.9,6.35
Montuïri,2025-07-25,25.5,17.6,99,60,27,15.01
Muro,2025-07-25,26.2,18.5,98,57,0.3,9.91
Palma,2025-07-25,27.9,19.8,90,44,28.8,5.51
Petra,2025-07-25,26.8,18.8,92,48,21.6,14.22
Pollença,2025-07-25,25,18.4,73,41,50.1,3.61
Porreres,2025-07-25,25.7,17.8,92,50,32,13.89
Sa Pobla,2025-07-25,28.7,19.8,93,43,18.3,7.87
Puigpunyent,2025-07-25,26.9,17.8,90,42,32.2,1.8
Ses   Salines,2025-07-25,26.8,18.5,93,54,40.7,4.83
Sant   Joan,2025-07-25,24.8,18.6,70,32,25.7,10.67
Sant   Llorenç,2025-07-25,27.2,19.1,91,53,13,0
Sencelles,2025-07-25,26.1,18.4,93,52,42.6,6.86
Santa   Eugènia,2025-07-25,30.6,18.6,98,42,9.7,0
Santa   Margalida,2025-07-25,26,18.9,90,53,32.8,12.19
Santa   Maria,2025-07-25,-,-,-,-,-,-
Santanyi,2025-07-25,26.6,18.4,98,57,19.5,3.1
Selva,2025-07-25,27,17.5,92,42,15.8,6.35
Sineu,2025-07-25,27.7,17.7,99,58,18,12.7
Sóller,2025-07-25,28.6,19.3,90,32,64.9,0.79
Son   Servera,2025-07-25,,,,,,
Valldemossa,2025-07-25,26.1,15.9,96,36,42.6,1.19
Villafranca,2025-07-25,,,,,0,11.2
