Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-27,31.7,21.3,61.3,0,0
Alcúdia,2026-07-27,31.3,20.8,70.4,15.8,0
Algaida,2026-07-27,30.1,20.9,67.6,20.5,0
Andratx,2026-07-27,31.6,21.9,64.7,15.5,0
Ariany,2026-07-27,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-27,31.1,19.1,76.2,19.5,0
Banyalbufar,2026-07-27,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-27,33.4,18.7,74.2,9,4.57
Búger,2026-07-27,32.9,19.9,68.4,21.9,0
Bunyola,2026-07-27,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-27,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-27,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-27,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-27,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-27,31.2,22.6,69.8,16.6,0
Consell,2026-07-27,32.1,18.7,68.7,21.2,0
Costitx,2026-07-27,32,19.1,73.9,10.5,0
Deià,2026-07-27,31,23.4,65.2,13.3,0
Escorca,2026-07-27,24.7,16.6,82.6,3.6,2.59
Esporles,2026-07-27,30.1,19.7,79.2,22.7,0
Estellencs,2026-07-27,30.2,23,65.2,12.6,0
Felanitx,2026-07-27,32.1,21.1,66,17.9,0
Fornalutx,2026-07-27,29.8,21.7,71.6,11.6,2.11
Inca,2026-07-27,31.8,22.5,67.4,15.1,0
Lloret de Vistalegre,2026-07-27,32.9,19.5,72.1,6.1,0
Lloseta,2026-07-27,31.1,20.6,73.3,23,3
Llubí,2026-07-27,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-27,,,,19.4,0
Manacor,2026-07-27,31.3,19.5,69.7,20.9,0
Mancor,2026-07-27,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-27,31.1,20.9,71.9,22.7,0
Marratxí,2026-07-27,31.6,22,67.3,20.1,0
Montuïri,2026-07-27,32.6,17.4,75.7,14.3,0.3
Muro,2026-07-27,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-27,32.8,23.3,68.3,11.2,0
Petra,2026-07-27,33.9,19.8,68.7,15,4.32
Pollença,2026-07-27,28.8,21.6,54.5,19.3,0
Porreres,2026-07-27,31.8,20.7,66.1,18.7,0.2
Sa Pobla,2026-07-27,31.6,20.7,65.6,7.6,0
Puigpunyent,2026-07-27,31.2,21,68.8,12.9,0
Ses Salines,2026-07-27,33,20.6,66.3,0,0
Sant Joan,2026-07-27,30.8,21.1,63.1,18.2,0
Sant Llorenç des Cardassar,2026-07-27,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-27,33.3,19.8,71.3,15.4,3.05
Santa Eugènia,2026-07-27,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-27,31.4,21.9,67.2,17.6,0
Santa María del Camí,2026-07-27,31,20,67.2,21.2,0
Santanyí,2026-07-27,NaN,NaN,NaN,NaN,NaN
Selva,2026-07-27,,,,,
Sineu,2026-07-27,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-27,30.1,22.5,68.3,22.3,0.79
Son Servera,2026-07-27,30,22,65.7,17.3,0
Valldemossa,2026-07-27,28.8,20.9,70.2,7.9,0
Vilafranca de Bonany,2026-07-27,31.8,20.7,71.1,25.6,0
