Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-28,21.4,12.1,89,69,0,0
Alcúdia,2025-10-28,24.4,10.4,93,58,14.8,0
Algaida,2025-10-28,22.1,12.3,93,60,14.8,0
Andratx,2025-10-28,23.4,13.6,91,62,14.8,0
Ariany,2025-10-28,-,-,-,-,-,-
Artà,2025-10-28,25,8.1,99,55,22.5,0.2
Banyalbufar,2025-10-28,22.2,14.1,98,71,12.2,0
Binissalem,2025-10-28,23.7,8.9,98,60,5.8,0
Búger,2025-10-28,25,9.1,94,52,16.9,0
Bunyola,2025-10-28,23.4,11.7,97,63,13.7,0
Calvià,2025-10-28,23.3,12.9,93,60,15.4,0
Campanet,2025-10-28,-,-,-,-,-,-
Campos,2025-10-28,22.9,9.5,96,69,31.5,0
Capdepera,2025-10-28,22.4,14.3,82,59,18,0
Consell,2025-10-28,-,-,-,-,-,-
Costitx,2025-10-28,23,10.1,99,63,11.1,0
Deià,2025-10-28,22.6,15.3,82,50,12.2,0
Escorca,2025-10-28,17.8,6.1,97,71,5.4,0
Esporles,2025-10-28,22.9,11.6,98,67,14.8,0
Estellencs,2025-10-28,-,-,-,-,-,-
Felanitx,2025-10-28,21.4,15.2,83,59,25.9,0
Fornalutx,2025-10-28,21.9,12.8,91,59,11.9,0
Inca,2025-10-28,23.1,12.2,88,61,12.6,0
Lloret,2025-10-28,23.2,11.7,93,64,0,0
Lloseta,2025-10-28,21.8,10.2,94,65,27.7,0
Llubí,2025-10-28,24,9.5,96,52,9.7,0
Llucmajor,2025-10-28,22.4,12,95,67,15.5,0
Manacor,2025-10-28,23.6,10.6,97,53,13.3,0
Mancor,2025-10-28,-,-,-,-,-,-
Maria,2025-10-28,23.6,11.9,92,59,14.8,0
Marratxí,2025-10-28,23.8,13.5,89,60,17.9,0
Montuïri,2025-10-28,23.1,8,99,71,13,0
Muro,2025-10-28,23.4,11.7,94,63,0,0
Palma,2025-10-28,22.9,13.4,91,69,9.7,0
Petra,2025-10-28,23.7,10.2,96,55,12.9,0.25
Pollença,2025-10-28,21.3,12.4,71,46,16.7,0
Porreres,2025-10-28,23,11.5,92,61,14.4,0
Sa Pobla,2025-10-28,23.8,11,90,58,13.7,0
Puigpunyent,2025-10-28,22.7,10.9,91,63,13,0.2
Ses   Salines,2025-10-28,21.8,11.8,90,71,25.9,0
Sant   Joan,2025-10-28,22.3,11.3,71,36,12.4,0
Sant   Llorenç,2025-10-28,28.8,9,99,49,2.1,0
Sencelles,2025-10-28,21.9,10,93,64,24.1,0
Santa   Eugènia,2025-10-28,23.6,7.6,99,59,16.1,0
Santa   Margalida,2025-10-28,23.6,13.7,89,55,13.3,0
Santa   Maria,2025-10-28,-,-,-,-,-,-
Santanyi,2025-10-28,24.5,10.7,98,65,1.4,0
Selva,2025-10-28,-,-,-,-,-,-
Sineu,2025-10-28,23,9.6,99,70,11.9,0
Sóller,2025-10-28,23.1,13.1,90,57,13,0
Son   Servera,2025-10-28,,,,,,
Valldemossa,2025-10-28,19.2,11.8,93,70,22.5,0
Villafranca,2025-10-28,,,,,0,0
