Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-20,16.4,11.9,90.1,0,1.52
Alcúdia,2025-12-20,17.9,12.7,92.7,10.4,4.09
Algaida,2025-12-20,15.7,12.4,96.5,9,2.79
Andratx,2025-12-20,17.3,13,87.4,10.1,10.9
Ariany,2025-12-20,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-20,14.8,12,99,10.5,21.59
Banyalbufar,2025-12-20,14.9,12.4,99,3.5,57.91
Binissalem,2025-12-20,16.9,10.6,93.8,23,1.78
Búger,2025-12-20,17.6,12,94.2,9.7,1.78
Bunyola,2025-12-20,18.3,11.2,92.2,7.9,4.83
Cabrera,2025-12-20,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-20,18.8,12.6,90,8.5,3.05
Campanet,2025-12-20,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-20,16.6,13.2,91.5,10.5,3.05
Capdepera,2025-12-20,15.7,13.5,95.6,10.5,40.11
Consell,2025-12-20,17.3,11,95.7,10.1,2.29
Costitx,2025-12-20,17.1,11.7,98,3.5,2.49
Deià,2025-12-20,16,12.2,91.1,6.5,9.6
Escorca,2025-12-20,11,6.7,98.6,0.4,8.61
Esporles,2025-12-20,16.4,11.8,96.8,14,10.92
Estellencs,2025-12-20,16.4,12.9,92.1,11.9,34.29
Felanitx,2025-12-20,16.3,12.9,95.5,11.4,4.32
Fornalutx,2025-12-20,15.2,10.7,96.1,9.3,6.6
Inca,2025-12-20,18,12.8,93.6,7.6,1.5
Lloret de Vistalegre,2025-12-20,16.2,12.2,97,3.5,0
Lloseta,2025-12-20,16.2,11.9,94.5,13.7,2.39
Llubí,2025-12-20,16.8,12.2,95.8,5,3
Llucmajor,2025-12-20,16.8,12.8,96.2,11.5,4.8
Manacor,2025-12-20,16.6,12.1,94.8,0,5.59
Mancor,2025-12-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-20,15.7,12.3,97,8.6,0
Marratxí,2025-12-20,18.1,12.7,90.6,14.3,3.56
Montuïri,2025-12-20,16.2,11.1,98.6,4.7,2.11
Muro,2025-12-20,16.5,13,98,0,5
Palma,2025-12-20,19.4,13.6,90,10.1,2.59
Petra,2025-12-20,16.7,12,95,8.2,15.75
Pollença,2025-12-20,15,12.3,73,9.7,1.52
Porreres,2025-12-20,16.4,12.7,95.2,6.5,4.39
Sa Pobla,2025-12-20,16.5,12.5,92.8,7.6,2.59
Puigpunyent,2025-12-20,15.4,11.5,93.4,14,22.35
Ses Salines,2025-12-20,15.8,12.8,95.4,3.2,3
Sant Joan,2025-12-20,16,12.7,24.6,8.7,1.52
Sant Llorenç des Cardassar,2025-12-20,16.5,12.2,95.2,25.4,6.86
Sencelles,2025-12-20,17.1,12,95.8,8.7,2.03
Santa Eugènia,2025-12-20,18.8,10.8,96,4.3,1.27
Santa Margalida,2025-12-20,16.1,12.9,95.2,7.6,6.81
Santa María del Camí,2025-12-20,17.4,12,89.3,10.4,3
Santanyí,2025-12-20,16,13.2,98.1,0,9.09
Selva,2025-12-20,17.4,12.4,90.5,6.1,4.32
Sineu,2025-12-20,16.8,11.9,98.5,3.5,0
Sóller,2025-12-20,17.5,11.6,95.4,7.9,7.11
Son Servera,2025-12-20,16.1,13.5,93.2,13.7,25.2
Valldemossa,2025-12-20,14.2,10.9,94.8,13,20.7
Vilafranca de Bonany,2025-12-20,16.2,13.1,96,5.4,4.8
