Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-24,-,-,-,-,-,-
Alcúdia,2025-08-24,32.6,21.3,89,56,15.5,0
Algaida,2025-08-24,33.9,21.6,88,35,24.5,0
Andratx,2025-08-24,33.7,23.5,81,40,12.2,0
Ariany,2025-08-24,-,-,-,-,-,-
Artà,2025-08-24,30.2,18.8,100,65,24.1,0
Banyalbufar,2025-08-24,30.2,21.3,90,60,6.4,0
Binissalem,2025-08-24,36.6,19.7,94,35,179.9,0
Búger,2025-08-24,36.1,19.7,91,33,16.1,0
Bunyola,2025-08-24,36.1,21.4,90,32,15.4,0
Calvià,2025-08-24,31.8,22.4,87,37,16.1,0
Campanet,2025-08-24,-,-,-,-,-,-
Campos,2025-08-24,33.6,21.3,90,47,35.4,0
Capdepera,2025-08-24,29.7,23.5,87,66,17.7,0
Consell,2025-08-24,-,-,-,-,-,-
Costitx,2025-08-24,35.8,19.9,97,38,11.6,0
Deià,2025-08-24,32.6,22.7,79,38,11.9,0
Escorca,2025-08-24,30,13.2,90,42,17.3,0
Esporles,2025-08-24,33.8,20.4,95,41,16.6,0
Estellencs,2025-08-24,-,-,-,-,-,-
Felanitx,2025-08-24,30.2,21.4,92,54,27.8,0
Fornalutx,2025-08-24,31.5,21.4,79,37,14.3,0
Inca,2025-08-24,35.9,22.2,86,38,12.6,0
Lloret,2025-08-24,34.3,20.6,93,43,6.1,0
Lloseta,2025-08-24,34.1,20,94,36,25.6,0
Llubí,2025-08-24,35.8,20.3,90,38,11.2,0
Llucmajor,2025-08-24,33.1,21.4,90,43,19.1,0
Manacor,2025-08-24,30,20.1,95,59,18.7,0
Mancor,2025-08-24,-,-,-,-,-,-
Maria,2025-08-24,-,-,-,-,-,-
Marratxí,2025-08-24,35.5,22.7,87,34,17.9,0
Montuïri,2025-08-24,33.7,18.3,98,47,22.4,0
Muro,2025-08-24,33.4,21.5,92,50,0,0
Palma,2025-08-24,32.3,24,83,56,13,0
Petra,2025-08-24,32.9,20.4,94,47,14.6,1.52
Pollença,2025-08-24,29.9,20.8,69,43,27.8,0
Porreres,2025-08-24,33.2,20.6,89,40,18,0
Sa Pobla,2025-08-24,35.2,22.1,86,42,11.1,0
Puigpunyent,2025-08-24,34.2,20.8,89,33,16.7,0
Ses   Salines,2025-08-24,29.7,22.2,89,65,32.2,0
Sant   Joan,2025-08-24,31.5,20.9,68,43,15.3,0
Sant   Llorenç,2025-08-24,33,20,96,55,5.6,0
Sencelles,2025-08-24,33.7,20.9,88,42,24.1,0
Santa   Eugènia,2025-08-24,36.7,19.2,93,35,15.3,0
Santa   Margalida,2025-08-24,33.1,21.2,89,50,19.1,0
Santa   Maria,2025-08-24,-,-,-,-,-,-
Santanyi,2025-08-24,31.8,22.2,92,64,4,0
Selva,2025-08-24,34.1,21.4,86,34,10.8,0
Sineu,2025-08-24,35.3,19.9,99,47,9.7,0
Sóller,2025-08-24,31.7,22.1,77,39,18.5,0
Son   Servera,2025-08-24,,,,,,
Valldemossa,2025-08-24,31.3,20.2,87,39,20.9,0
Villafranca,2025-08-24,,,,,0,0
