Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-04,33,22.7,38.1,0,0
Alcúdia,2026-07-04,32.2,22,62.8,19.4,0
Algaida,2026-07-04,31.8,23.3,51.9,23,0
Andratx,2026-07-04,34.1,24.1,51.1,16.2,0
Ariany,2026-07-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-04,31.8,21.5,60.9,23,0
Banyalbufar,2026-07-04,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-04,34.9,19.4,50.6,18.3,0
Búger,2026-07-04,33,19.4,53.4,22.5,0
Bunyola,2026-07-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-04,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-04,30.8,24.5,60,18.7,0
Consell,2026-07-04,34.2,20.1,51.5,25.6,0
Costitx,2026-07-04,35.8,21.2,54.6,11.9,0
Deià,2026-07-04,31.8,23.9,55.7,11.9,0
Escorca,2026-07-04,29.3,16.1,59.6,13,0
Esporles,2026-07-04,32.4,21.3,63.9,17.7,2.79
Estellencs,2026-07-04,30.2,23.3,59.2,13,0
Felanitx,2026-07-04,33.7,22.4,50.7,24.8,0
Fornalutx,2026-07-04,30.5,22.4,55.1,16.3,0
Inca,2026-07-04,35.2,23.8,48.4,15.4,0
Lloret de Vistalegre,2026-07-04,32.5,21.9,54.2,6.4,0
Lloseta,2026-07-04,32.5,21,49.7,31.7,0
Llubí,2026-07-04,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-04,,,,24.5,0
Manacor,2026-07-04,34.4,21.1,54.6,16.2,0
Mancor,2026-07-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-04,31,21.9,54.1,27.4,0
Marratxí,2026-07-04,35.3,22.7,47.9,21.6,0
Montuïri,2026-07-04,33.5,18.6,59.3,25.9,0
Muro,2026-07-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-04,34.3,24.8,53.5,19.1,0
Petra,2026-07-04,34.2,19.9,49.8,21.6,0
Pollença,2026-07-04,29.6,24.2,44.8,22.5,0
Porreres,2026-07-04,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-07-04,32.1,21.6,55.5,23,0
Puigpunyent,2026-07-04,33,22.6,50.4,15.4,0
Ses Salines,2026-07-04,35.5,21.3,52.8,13,0
Sant Joan,2026-07-04,31.3,23,51.5,20.1,0
Sant Llorenç des Cardassar,2026-07-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-04,35.3,21.8,53.8,17.7,0
Santa Eugènia,2026-07-04,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-04,32,22.3,55.6,21.2,0
Santa María del Camí,2026-07-04,33.2,20.9,47.9,26.6,0
Santanyí,2026-07-04,,,,19.2,0
Selva,2026-07-04,32.8,22.4,45,17.2,0
Sineu,2026-07-04,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-04,31.2,22.7,58.9,24.8,0
Son Servera,2026-07-04,31.8,23.1,51.9,24.1,0
Valldemossa,2026-07-04,28.2,21.9,63.4,4.7,0
Vilafranca de Bonany,2026-07-04,33.3,23.1,53.9,28.8,0
