Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-26,-,-,-,-,-,-
Alcúdia,2025-08-26,31.7,23.5,85,41,13.7,0
Algaida,2025-08-26,34.8,23.3,91,31,18,0
Andratx,2025-08-26,36.6,25.6,75,19,15.5,0
Ariany,2025-08-26,-,-,-,-,-,-
Artà,2025-08-26,31.6,20.6,95,61,20.9,0
Banyalbufar,2025-08-26,31.7,24.3,85,39,8.7,0
Binissalem,2025-08-26,36.8,22.2,87,24,15.4,0
Búger,2025-08-26,35.7,22.7,87,27,20.8,0
Bunyola,2025-08-26,39.7,24.2,68,18,18.3,0
Calvià,2025-08-26,34.8,25,76,18,16.1,0
Campanet,2025-08-26,-,-,-,-,-,-
Campos,2025-08-26,34.8,24.7,88,48,32.2,0
Capdepera,2025-08-26,30.8,23.6,93,42,14.3,0
Consell,2025-08-26,-,-,-,-,-,-
Costitx,2025-08-26,37.7,22.7,92,31,7.9,0
Deià,2025-08-26,35.7,25,75,27,11.9,0
Escorca,2025-08-26,24.6,17.2,66,40,2.2,0
Esporles,2025-08-26,38.1,22.2,81,29,18.7,0
Estellencs,2025-08-26,-,-,-,-,-,-
Felanitx,2025-08-26,31.3,23.4,90,64,31.5,0
Fornalutx,2025-08-26,34.3,24,66,28,14.8,0
Inca,2025-08-26,37.7,26.1,87,26,13,0
Lloret,2025-08-26,34.4,22.3,92,37,4.7,0
Lloseta,2025-08-26,35.9,24.7,87,22,21.6,0
Llubí,2025-08-26,37,22.9,87,28,11.9,0
Llucmajor,2025-08-26,34.9,25.2,91,32,18,0
Manacor,2025-08-26,33.1,21.9,94,52,15.5,0
Mancor,2025-08-26,-,-,-,-,-,-
Maria,2025-08-26,-,-,-,-,-,-
Marratxí,2025-08-26,38.6,26.2,84,22,15.8,0
Montuïri,2025-08-26,33.5,20.6,98,44,27,0
Muro,2025-08-26,34.1,24.5,90,37,0,0
Palma,2025-08-26,35.6,26,79,24,13.7,0
Petra,2025-08-26,34.5,22.1,91,34,16.4,0
Pollença,2025-08-26,30.7,24.5,64,24,24.1,0
Porreres,2025-08-26,35.4,23,89,39,11.9,0
Sa Pobla,2025-08-26,35.1,24.4,82,33,10.3,0
Puigpunyent,2025-08-26,37.6,20.5,74,22,20.9,0
Ses   Salines,2025-08-26,30.6,26.7,91,71,27.8,0
Sant   Joan,2025-08-26,32.7,23.4,68,30,13.2,0
Sant   Llorenç,2025-08-26,34.7,22.2,93,43,6.3,0
Sencelles,2025-08-26,36.2,23.1,86,31,24.1,0
Santa   Eugènia,2025-08-26,40.5,21.4,89,11,12.9,0
Santa   Margalida,2025-08-26,35.1,23.7,88,37,15.5,0
Santa   Maria,2025-08-26,-,-,-,-,-,-
Santanyi,2025-08-26,32.1,24.2,95,61,10.1,0
Selva,2025-08-26,35.5,25.3,85,21,10,0
Sineu,2025-08-26,37,22.1,97,35,9.7,0
Sóller,2025-08-26,35.2,23.4,78,28,14.8,0
Son   Servera,2025-08-26,,,,,,
Valldemossa,2025-08-26,34.6,24.8,75,21,27.8,0
Villafranca,2025-08-26,,,,,0,0
